iso3,concept_id,category,computed_score,n_present,n_absent_penalty_relevant,f,floor_low,floor_sd,floor,penalty_w,penalty_regime,penalized_score,relevance,measurement_quality,effective_weight,weighted_contribution,low_confidence
SSD,23,Accountability,0.2770765390686215,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.2770765390686215,1.0,1.0,1.0,0.2770765390686215,False
STP,23,Accountability,0.4990362191919366,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.4990362191919366,1.0,1.0,1.0,0.4990362191919366,False
SUR,23,Accountability,0.5846774841892237,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.5846774841892237,1.0,1.0,1.0,0.5846774841892237,False
SVK,23,Accountability,0.5797959161286508,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.5797959161286508,1.0,1.0,1.0,0.5797959161286508,False
SVN,23,Accountability,0.502922635858652,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.502922635858652,1.0,1.0,1.0,0.502922635858652,False
SWE,23,Accountability,0.7041850902894087,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.7041850902894087,1.0,1.0,1.0,0.7041850902894087,False
SWZ,23,Accountability,0.206699559302639,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.206699559302639,1.0,1.0,1.0,0.206699559302639,False
SYC,23,Accountability,0.5713016505191185,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.5713016505191185,1.0,1.0,1.0,0.5713016505191185,False
SYR,23,Accountability,0.3677382990471708,9,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.3677382990471708,1.0,1.0,1.0,0.3677382990471708,False
TCD,23,Accountability,0.3575040868990045,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.3575040868990045,1.0,1.0,1.0,0.3575040868990045,False
TGO,23,Accountability,0.4693983486014696,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.4693983486014696,1.0,1.0,1.0,0.4693983486014696,False
THA,23,Accountability,0.4596274150950887,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.4596274150950887,1.0,1.0,1.0,0.4596274150950887,False
TJK,23,Accountability,0.2065224322323575,9,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.2065224322323575,1.0,1.0,1.0,0.2065224322323575,False
TLS,23,Accountability,0.5867239904984297,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.5867239904984297,1.0,1.0,1.0,0.5867239904984297,False
TON,23,Accountability,0.4395975272460298,2,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.4395975272460298,1.0,1.0,1.0,0.4395975272460298,True
TTO,23,Accountability,0.6223527305119149,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.6223527305119149,1.0,1.0,1.0,0.6223527305119149,False
TUN,23,Accountability,0.5478235480928806,9,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.5478235480928806,1.0,1.0,1.0,0.5478235480928806,False
TUR,23,Accountability,0.3232695835571347,9,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.3232695835571347,1.0,1.0,1.0,0.3232695835571347,False
TUV,23,Accountability,0.4767916722730005,2,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.4767916722730005,1.0,1.0,1.0,0.4767916722730005,True
TZA,23,Accountability,0.458393173691686,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.458393173691686,1.0,1.0,1.0,0.458393173691686,False
UGA,23,Accountability,0.4402953300507176,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.4402953300507176,1.0,1.0,1.0,0.4402953300507176,False
UKR,23,Accountability,0.433661826749834,9,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.433661826749834,1.0,1.0,1.0,0.433661826749834,False
URY,23,Accountability,0.6528095497054437,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.6528095497054437,1.0,1.0,1.0,0.6528095497054437,False
USA,23,Accountability,0.535980791156676,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.535980791156676,1.0,1.0,1.0,0.535980791156676,False
UZB,23,Accountability,0.2893294733589808,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.2893294733589808,1.0,1.0,1.0,0.2893294733589808,False
VCT,23,Accountability,0.4581945997595151,2,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.4581945997595151,1.0,1.0,1.0,0.4581945997595151,True
VEN,23,Accountability,0.3394105569641152,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.3394105569641152,1.0,1.0,1.0,0.3394105569641152,False
VNM,23,Accountability,0.296187456495364,9,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.296187456495364,1.0,1.0,1.0,0.296187456495364,False
VUT,23,Accountability,0.6411933086182616,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.6411933086182616,1.0,1.0,1.0,0.6411933086182616,False
WSM,23,Accountability,0.4395975272460298,2,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.4395975272460298,1.0,1.0,1.0,0.4395975272460298,True
XKX,23,Accountability,0.5311734281844018,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.5311734281844018,1.0,1.0,1.0,0.5311734281844018,False
YEM,23,Accountability,0.3496928468336502,9,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.3496928468336502,1.0,1.0,1.0,0.3496928468336502,False
ZAF,23,Accountability,0.600919866786688,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.600919866786688,1.0,1.0,1.0,0.600919866786688,False
ZMB,23,Accountability,0.5452730209179718,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.5452730209179718,1.0,1.0,1.0,0.5452730209179718,False
ZWE,23,Accountability,0.3948324089067168,7,0,1.0,0.1385263539561202,0.13449668952434152,0.0040296644317786845,0.0,none,0.3948324089067168,1.0,1.0,1.0,0.3948324089067168,False
AFG,24,Accountability,0.1615643542832862,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.1615643542832862,1.0,1.0,1.0,0.1615643542832862,False
AGO,24,Accountability,0.3744296263033694,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.3744296263033694,1.0,1.0,1.0,0.3744296263033694,False
ALB,24,Accountability,0.5179674093397802,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5179674093397802,1.0,1.0,1.0,0.5179674093397802,False
AND,24,Accountability,0.6756958212077404,2,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6756958212077404,1.0,1.0,1.0,0.6756958212077404,True
ARE,24,Accountability,0.243636002882333,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.243636002882333,1.0,1.0,1.0,0.243636002882333,False
ARG,24,Accountability,0.5196746240536839,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5196746240536839,1.0,1.0,1.0,0.5196746240536839,False
ARM,24,Accountability,0.5532815562342379,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5532815562342379,1.0,1.0,1.0,0.5532815562342379,False
ATG,24,Accountability,0.6171469022677141,2,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6171469022677141,1.0,1.0,1.0,0.6171469022677141,True
AUS,24,Accountability,0.6519497724768939,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6519497724768939,1.0,1.0,1.0,0.6519497724768939,False
AUT,24,Accountability,0.647077965508991,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.647077965508991,1.0,1.0,1.0,0.647077965508991,False
AZE,24,Accountability,0.1314812178032711,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.1314812178032711,1.0,1.0,1.0,0.1314812178032711,False
BDI,24,Accountability,0.2227060635977678,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.2227060635977678,1.0,1.0,1.0,0.2227060635977678,False
BEL,24,Accountability,0.6900735356352219,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6900735356352219,1.0,1.0,1.0,0.6900735356352219,False
BEN,24,Accountability,0.5115597869871377,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5115597869871377,1.0,1.0,1.0,0.5115597869871377,False
BFA,24,Accountability,0.3567141861730749,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.3567141861730749,1.0,1.0,1.0,0.3567141861730749,False
BGD,24,Accountability,0.4879739720985605,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.4879739720985605,1.0,1.0,1.0,0.4879739720985605,False
BGR,24,Accountability,0.6040867983431498,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6040867983431498,1.0,1.0,1.0,0.6040867983431498,False
BHR,24,Accountability,0.2367596624784124,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.2367596624784124,1.0,1.0,1.0,0.2367596624784124,False
BHS,24,Accountability,0.7147622164924818,2,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.7147622164924818,1.0,1.0,1.0,0.7147622164924818,True
BIH,24,Accountability,0.5133208220404879,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5133208220404879,1.0,1.0,1.0,0.5133208220404879,False
BLR,24,Accountability,0.1031318945714884,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.1031318945714884,1.0,1.0,1.0,0.1031318945714884,False
BLZ,24,Accountability,0.6625467252093715,2,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6625467252093715,1.0,1.0,1.0,0.6625467252093715,True
BOL,24,Accountability,0.5258507297796763,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5258507297796763,1.0,1.0,1.0,0.5258507297796763,False
BRA,24,Accountability,0.6044857376936268,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6044857376936268,1.0,1.0,1.0,0.6044857376936268,False
BRB,24,Accountability,0.657445367045431,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.657445367045431,1.0,1.0,1.0,0.657445367045431,False
BRN,24,Accountability,0.3318833131928579,2,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.3318833131928579,1.0,1.0,1.0,0.3318833131928579,True
BTN,24,Accountability,0.4818589187717359,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.4818589187717359,1.0,1.0,1.0,0.4818589187717359,False
BWA,24,Accountability,0.5992111752540953,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5992111752540953,1.0,1.0,1.0,0.5992111752540953,False
CAF,24,Accountability,0.3057131357800164,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.3057131357800164,1.0,1.0,1.0,0.3057131357800164,False
CAN,24,Accountability,0.6573409328817809,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6573409328817809,1.0,1.0,1.0,0.6573409328817809,False
CHE,24,Accountability,0.7215496245195059,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.7215496245195059,1.0,1.0,1.0,0.7215496245195059,False
CHL,24,Accountability,0.594434761250315,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.594434761250315,1.0,1.0,1.0,0.594434761250315,False
CHN,24,Accountability,0.176079805274247,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.176079805274247,1.0,1.0,1.0,0.176079805274247,False
CIV,24,Accountability,0.5086120398673861,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5086120398673861,1.0,1.0,1.0,0.5086120398673861,False
CMR,24,Accountability,0.3106215899873981,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.3106215899873981,1.0,1.0,1.0,0.3106215899873981,False
COD,24,Accountability,0.3887096816459408,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.3887096816459408,1.0,1.0,1.0,0.3887096816459408,False
COG,24,Accountability,0.3072903101762207,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.3072903101762207,1.0,1.0,1.0,0.3072903101762207,False
COL,24,Accountability,0.5240147698163086,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5240147698163086,1.0,1.0,1.0,0.5240147698163086,False
COM,24,Accountability,0.4405075028540941,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.4405075028540941,1.0,1.0,1.0,0.4405075028540941,False
CPV,24,Accountability,0.5908425946269021,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5908425946269021,1.0,1.0,1.0,0.5908425946269021,False
CRI,24,Accountability,0.6599320651521833,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6599320651521833,1.0,1.0,1.0,0.6599320651521833,False
CUB,24,Accountability,0.1268198896286157,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.1268198896286157,1.0,1.0,1.0,0.1268198896286157,False
CYP,24,Accountability,0.6179039553905087,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6179039553905087,1.0,1.0,1.0,0.6179039553905087,False
CZE,24,Accountability,0.6152156734187034,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6152156734187034,1.0,1.0,1.0,0.6152156734187034,False
DEU,24,Accountability,0.681247423118054,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.681247423118054,1.0,1.0,1.0,0.681247423118054,False
DJI,24,Accountability,0.3710567878268825,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.3710567878268825,1.0,1.0,1.0,0.3710567878268825,False
DMA,24,Accountability,0.635509097496344,2,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.635509097496344,1.0,1.0,1.0,0.635509097496344,True
DNK,24,Accountability,0.7329477595998272,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.7329477595998272,1.0,1.0,1.0,0.7329477595998272,False
DOM,24,Accountability,0.6270595759326504,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6270595759326504,1.0,1.0,1.0,0.6270595759326504,False
DZA,24,Accountability,0.284850858901534,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.284850858901534,1.0,1.0,1.0,0.284850858901534,False
ECU,24,Accountability,0.477483539764157,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.477483539764157,1.0,1.0,1.0,0.477483539764157,False
EGY,24,Accountability,0.229403049721769,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.229403049721769,1.0,1.0,1.0,0.229403049721769,False
ESP,24,Accountability,0.6462694786549953,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6462694786549953,1.0,1.0,1.0,0.6462694786549953,False
EST,24,Accountability,0.70640387881983,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.70640387881983,1.0,1.0,1.0,0.70640387881983,False
ETH,24,Accountability,0.3752131726757866,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.3752131726757866,1.0,1.0,1.0,0.3752131726757866,False
FIN,24,Accountability,0.6658859905349811,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6658859905349811,1.0,1.0,1.0,0.6658859905349811,False
FJI,24,Accountability,0.5972418859342992,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5972418859342992,1.0,1.0,1.0,0.5972418859342992,False
FRA,24,Accountability,0.6022847154779746,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6022847154779746,1.0,1.0,1.0,0.6022847154779746,False
FSM,24,Accountability,0.6984897308968445,2,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6984897308968445,1.0,1.0,1.0,0.6984897308968445,True
GAB,24,Accountability,0.4838098375085066,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.4838098375085066,1.0,1.0,1.0,0.4838098375085066,False
GBR,24,Accountability,0.6022576116249906,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6022576116249906,1.0,1.0,1.0,0.6022576116249906,False
GEO,24,Accountability,0.4068522246524968,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.4068522246524968,1.0,1.0,1.0,0.4068522246524968,False
GHA,24,Accountability,0.6157863338969863,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6157863338969863,1.0,1.0,1.0,0.6157863338969863,False
GIN,24,Accountability,0.3520602046331873,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.3520602046331873,1.0,1.0,1.0,0.3520602046331873,False
GMB,24,Accountability,0.5518621147701502,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5518621147701502,1.0,1.0,1.0,0.5518621147701502,False
GNB,24,Accountability,0.4872417784420641,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.4872417784420641,1.0,1.0,1.0,0.4872417784420641,False
GNQ,24,Accountability,0.1850133009626001,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.1850133009626001,1.0,1.0,1.0,0.1850133009626001,False
GRC,24,Accountability,0.575359659991938,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.575359659991938,1.0,1.0,1.0,0.575359659991938,False
GRD,24,Accountability,0.6963035731269445,2,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6963035731269445,1.0,1.0,1.0,0.6963035731269445,True
GTM,24,Accountability,0.5237108173010013,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5237108173010013,1.0,1.0,1.0,0.5237108173010013,False
GUY,24,Accountability,0.5996200791304458,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5996200791304458,1.0,1.0,1.0,0.5996200791304458,False
HKG,24,Accountability,0.2934930955739465,5,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.2934930955739465,1.0,1.0,1.0,0.2934930955739465,False
HND,24,Accountability,0.51197641440967,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.51197641440967,1.0,1.0,1.0,0.51197641440967,False
HRV,24,Accountability,0.5610004929950047,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5610004929950047,1.0,1.0,1.0,0.5610004929950047,False
HTI,24,Accountability,0.4546136354967079,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.4546136354967079,1.0,1.0,1.0,0.4546136354967079,False
HUN,24,Accountability,0.4070133865657081,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.4070133865657081,1.0,1.0,1.0,0.4070133865657081,False
IDN,24,Accountability,0.4720339930784579,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.4720339930784579,1.0,1.0,1.0,0.4720339930784579,False
IND,24,Accountability,0.404750416619406,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.404750416619406,1.0,1.0,1.0,0.404750416619406,False
IRL,24,Accountability,0.7234044097936149,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.7234044097936149,1.0,1.0,1.0,0.7234044097936149,False
IRN,24,Accountability,0.2062424693913514,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.2062424693913514,1.0,1.0,1.0,0.2062424693913514,False
IRQ,24,Accountability,0.4470883135596057,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.4470883135596057,1.0,1.0,1.0,0.4470883135596057,False
ISL,24,Accountability,0.6841137319703371,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6841137319703371,1.0,1.0,1.0,0.6841137319703371,False
ISR,24,Accountability,0.5092961011351737,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5092961011351737,1.0,1.0,1.0,0.5092961011351737,False
ITA,24,Accountability,0.6187361705591732,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6187361705591732,1.0,1.0,1.0,0.6187361705591732,False
JAM,24,Accountability,0.6221347198009314,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6221347198009314,1.0,1.0,1.0,0.6221347198009314,False
JOR,24,Accountability,0.3996504167462041,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.3996504167462041,1.0,1.0,1.0,0.3996504167462041,False
JPN,24,Accountability,0.6422466820192374,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6422466820192374,1.0,1.0,1.0,0.6422466820192374,False
KAZ,24,Accountability,0.3280669826146809,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.3280669826146809,1.0,1.0,1.0,0.3280669826146809,False
KEN,24,Accountability,0.4759963587569206,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.4759963587569206,1.0,1.0,1.0,0.4759963587569206,False
KGZ,24,Accountability,0.3303834941862919,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.3303834941862919,1.0,1.0,1.0,0.3303834941862919,False
KHM,24,Accountability,0.2768475404221612,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.2768475404221612,1.0,1.0,1.0,0.2768475404221612,False
KIR,24,Accountability,0.7533414712554225,2,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.7533414712554225,1.0,1.0,1.0,0.7533414712554225,True
KNA,24,Accountability,0.7201633121592936,2,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.7201633121592936,1.0,1.0,1.0,0.7201633121592936,True
KOR,24,Accountability,0.5899067408386068,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5899067408386068,1.0,1.0,1.0,0.5899067408386068,False
KWT,24,Accountability,0.3843855868062623,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.3843855868062623,1.0,1.0,1.0,0.3843855868062623,False
LAO,24,Accountability,0.2056323027687823,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.2056323027687823,1.0,1.0,1.0,0.2056323027687823,False
LBN,24,Accountability,0.5195295432128341,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5195295432128341,1.0,1.0,1.0,0.5195295432128341,False
LBR,24,Accountability,0.5745310834426179,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5745310834426179,1.0,1.0,1.0,0.5745310834426179,False
LBY,24,Accountability,0.4287225892580587,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.4287225892580587,1.0,1.0,1.0,0.4287225892580587,False
LCA,24,Accountability,0.6936400745097719,2,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6936400745097719,1.0,1.0,1.0,0.6936400745097719,True
LIE,24,Accountability,0.7262716941634259,2,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.7262716941634259,1.0,1.0,1.0,0.7262716941634259,True
LKA,24,Accountability,0.5395048721820396,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5395048721820396,1.0,1.0,1.0,0.5395048721820396,False
LSO,24,Accountability,0.5612704604135441,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5612704604135441,1.0,1.0,1.0,0.5612704604135441,False
LTU,24,Accountability,0.6174079990262367,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6174079990262367,1.0,1.0,1.0,0.6174079990262367,False
LUX,24,Accountability,0.7431303405101519,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.7431303405101519,1.0,1.0,1.0,0.7431303405101519,False
LVA,24,Accountability,0.6595470151996631,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6595470151996631,1.0,1.0,1.0,0.6595470151996631,False
MAR,24,Accountability,0.4150085392616853,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.4150085392616853,1.0,1.0,1.0,0.4150085392616853,False
MCO,24,Accountability,0.7135405400916555,2,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.7135405400916555,1.0,1.0,1.0,0.7135405400916555,True
MDA,24,Accountability,0.5228459251352051,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5228459251352051,1.0,1.0,1.0,0.5228459251352051,False
MDG,24,Accountability,0.5148027756433734,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5148027756433734,1.0,1.0,1.0,0.5148027756433734,False
MDV,24,Accountability,0.4743348737305612,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.4743348737305612,1.0,1.0,1.0,0.4743348737305612,False
MEX,24,Accountability,0.4222396070526817,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.4222396070526817,1.0,1.0,1.0,0.4222396070526817,False
MHL,24,Accountability,0.6984897308968445,2,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6984897308968445,1.0,1.0,1.0,0.6984897308968445,True
MKD,24,Accountability,0.5076446838473746,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5076446838473746,1.0,1.0,1.0,0.5076446838473746,False
MLI,24,Accountability,0.419623414892645,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.419623414892645,1.0,1.0,1.0,0.419623414892645,False
MLT,24,Accountability,0.6454433883049185,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.6454433883049185,1.0,1.0,1.0,0.6454433883049185,False
MMR,24,Accountability,0.2031941189949941,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.2031941189949941,1.0,1.0,1.0,0.2031941189949941,False
MNE,24,Accountability,0.5802908344935526,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5802908344935526,1.0,1.0,1.0,0.5802908344935526,False
MNG,24,Accountability,0.5455131565504617,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.5455131565504617,1.0,1.0,1.0,0.5455131565504617,False
MOZ,24,Accountability,0.3989369177852584,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.3989369177852584,1.0,1.0,1.0,0.3989369177852584,False
MRT,24,Accountability,0.4610651110410226,6,0,1.0,0.1031318945714884,0.16183402351508852,0.0,0.0,none,0.4610651110410226,1.0,1.0,1.0,0.4610651110410226,False
