iso3,concept_id,category,computed_score,n_present,n_absent_penalty_relevant,f,floor_low,floor_sd,floor,penalty_w,penalty_regime,penalized_score,relevance,measurement_quality,effective_weight,weighted_contribution,low_confidence
EGY,6,Economic and fiscal governance,0.3266200793948587,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3266200793948587,1.0,1.0,1.0,0.3266200793948587,False
ESP,6,Economic and fiscal governance,0.6326755641567031,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.6326755641567031,1.0,1.0,1.0,0.6326755641567031,False
EST,6,Economic and fiscal governance,0.761510149348274,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.761510149348274,1.0,1.0,1.0,0.761510149348274,False
ETH,6,Economic and fiscal governance,0.3210951270362007,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3210951270362007,1.0,1.0,1.0,0.3210951270362007,False
FIN,6,Economic and fiscal governance,0.8159487114809816,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.8159487114809816,1.0,1.0,1.0,0.8159487114809816,False
FJI,6,Economic and fiscal governance,0.5397465488761167,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5397465488761167,1.0,1.0,1.0,0.5397465488761167,False
FRA,6,Economic and fiscal governance,0.6862273149254973,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.6862273149254973,1.0,1.0,1.0,0.6862273149254973,False
FSM,6,Economic and fiscal governance,0.3622599026145412,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3622599026145412,1.0,1.0,1.0,0.3622599026145412,True
GAB,6,Economic and fiscal governance,0.3669637956005211,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3669637956005211,1.0,1.0,1.0,0.3669637956005211,False
GBR,6,Economic and fiscal governance,0.7548077074979063,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.7548077074979063,1.0,1.0,1.0,0.7548077074979063,False
GEO,6,Economic and fiscal governance,0.5975271510931436,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5975271510931436,1.0,1.0,1.0,0.5975271510931436,False
GHA,6,Economic and fiscal governance,0.484715429018185,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.484715429018185,1.0,1.0,1.0,0.484715429018185,False
GIN,6,Economic and fiscal governance,0.3340388118404854,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3340388118404854,1.0,1.0,1.0,0.3340388118404854,False
GMB,6,Economic and fiscal governance,0.3934070566325953,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3934070566325953,1.0,1.0,1.0,0.3934070566325953,False
GNB,6,Economic and fiscal governance,0.2927946276121191,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.2927946276121191,1.0,1.0,1.0,0.2927946276121191,False
GNQ,6,Economic and fiscal governance,0.2512147308012006,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.2512147308012006,1.0,1.0,1.0,0.2512147308012006,True
GRC,6,Economic and fiscal governance,0.5579157706713584,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5579157706713584,1.0,1.0,1.0,0.5579157706713584,False
GRD,6,Economic and fiscal governance,0.5020021888239956,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5020021888239956,1.0,1.0,1.0,0.5020021888239956,False
GRL,6,Economic and fiscal governance,0.7581742597843727,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.7581742597843727,1.0,1.0,1.0,0.7581742597843727,True
GTM,6,Economic and fiscal governance,0.4428734559714312,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4428734559714312,1.0,1.0,1.0,0.4428734559714312,False
GUM,6,Economic and fiscal governance,0.5639964214975984,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5639964214975984,1.0,1.0,1.0,0.5639964214975984,True
GUY,6,Economic and fiscal governance,0.4436687401187734,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4436687401187734,1.0,1.0,1.0,0.4436687401187734,False
HKG,6,Economic and fiscal governance,0.7999565328853084,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.7999565328853084,1.0,1.0,1.0,0.7999565328853084,False
HND,6,Economic and fiscal governance,0.3928604052311704,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3928604052311704,1.0,1.0,1.0,0.3928604052311704,False
HRV,6,Economic and fiscal governance,0.5231552574127745,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5231552574127745,1.0,1.0,1.0,0.5231552574127745,False
HTI,6,Economic and fiscal governance,0.265589443013514,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.265589443013514,1.0,1.0,1.0,0.265589443013514,False
HUN,6,Economic and fiscal governance,0.4889391619726244,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4889391619726244,1.0,1.0,1.0,0.4889391619726244,False
IDN,6,Economic and fiscal governance,0.5072377066362643,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5072377066362643,1.0,1.0,1.0,0.5072377066362643,False
IND,6,Economic and fiscal governance,0.4568431211260818,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4568431211260818,1.0,1.0,1.0,0.4568431211260818,False
IRL,6,Economic and fiscal governance,0.8119435639967945,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.8119435639967945,1.0,1.0,1.0,0.8119435639967945,False
IRN,6,Economic and fiscal governance,0.277903578087768,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.277903578087768,1.0,1.0,1.0,0.277903578087768,False
IRQ,6,Economic and fiscal governance,0.3561318227293062,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3561318227293062,1.0,1.0,1.0,0.3561318227293062,False
ISL,6,Economic and fiscal governance,0.6901865829443866,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.6901865829443866,1.0,1.0,1.0,0.6901865829443866,False
ISR,6,Economic and fiscal governance,0.6754053053927055,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.6754053053927055,1.0,1.0,1.0,0.6754053053927055,False
ITA,6,Economic and fiscal governance,0.5848289009219855,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5848289009219855,1.0,1.0,1.0,0.5848289009219855,False
JAM,6,Economic and fiscal governance,0.5471468610172175,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5471468610172175,1.0,1.0,1.0,0.5471468610172175,False
JOR,6,Economic and fiscal governance,0.5612093658724929,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5612093658724929,1.0,1.0,1.0,0.5612093658724929,False
JPN,6,Economic and fiscal governance,0.7438537326006731,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.7438537326006731,1.0,1.0,1.0,0.7438537326006731,False
KAZ,6,Economic and fiscal governance,0.4952339134536181,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4952339134536181,1.0,1.0,1.0,0.4952339134536181,False
KEN,6,Economic and fiscal governance,0.4428378791454365,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4428378791454365,1.0,1.0,1.0,0.4428378791454365,False
KGZ,6,Economic and fiscal governance,0.3995608666778706,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3995608666778706,1.0,1.0,1.0,0.3995608666778706,False
KHM,6,Economic and fiscal governance,0.3035414901050676,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3035414901050676,1.0,1.0,1.0,0.3035414901050676,False
KIR,6,Economic and fiscal governance,0.4079922222483354,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4079922222483354,1.0,1.0,1.0,0.4079922222483354,True
KNA,6,Economic and fiscal governance,0.5768572671194323,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5768572671194323,1.0,1.0,1.0,0.5768572671194323,False
KOR,6,Economic and fiscal governance,0.6859185571028298,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.6859185571028298,1.0,1.0,1.0,0.6859185571028298,False
KWT,6,Economic and fiscal governance,0.5754669178168786,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5754669178168786,1.0,1.0,1.0,0.5754669178168786,False
LAO,6,Economic and fiscal governance,0.4000059522584872,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4000059522584872,1.0,1.0,1.0,0.4000059522584872,False
LBN,6,Economic and fiscal governance,0.3777490312783609,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3777490312783609,1.0,1.0,1.0,0.3777490312783609,False
LBR,6,Economic and fiscal governance,0.3564822577600935,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3564822577600935,1.0,1.0,1.0,0.3564822577600935,False
LBY,6,Economic and fiscal governance,0.1977429247563438,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.1977429247563438,1.0,1.0,1.0,0.1977429247563438,False
LCA,6,Economic and fiscal governance,0.5474041359359135,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5474041359359135,1.0,1.0,1.0,0.5474041359359135,False
LIE,6,Economic and fiscal governance,0.7638474271530984,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.7638474271530984,1.0,1.0,1.0,0.7638474271530984,True
LKA,6,Economic and fiscal governance,0.4547749238004293,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4547749238004293,1.0,1.0,1.0,0.4547749238004293,False
LSO,6,Economic and fiscal governance,0.4167602539904751,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4167602539904751,1.0,1.0,1.0,0.4167602539904751,False
LTU,6,Economic and fiscal governance,0.7144811392268446,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.7144811392268446,1.0,1.0,1.0,0.7144811392268446,False
LUX,6,Economic and fiscal governance,0.8047628974803709,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.8047628974803709,1.0,1.0,1.0,0.8047628974803709,False
LVA,6,Economic and fiscal governance,0.6907627469852808,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.6907627469852808,1.0,1.0,1.0,0.6907627469852808,False
MAC,6,Economic and fiscal governance,0.7351012494570317,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.7351012494570317,1.0,1.0,1.0,0.7351012494570317,True
MAR,6,Economic and fiscal governance,0.474021792823683,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.474021792823683,1.0,1.0,1.0,0.474021792823683,False
MCO,6,Economic and fiscal governance,0.6880724418945245,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.6880724418945245,1.0,1.0,1.0,0.6880724418945245,True
MDA,6,Economic and fiscal governance,0.4408244659662014,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4408244659662014,1.0,1.0,1.0,0.4408244659662014,False
MDG,6,Economic and fiscal governance,0.3691318174305923,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3691318174305923,1.0,1.0,1.0,0.3691318174305923,False
MDV,6,Economic and fiscal governance,0.4544668667613307,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4544668667613307,1.0,1.0,1.0,0.4544668667613307,True
MEX,6,Economic and fiscal governance,0.4279489506450948,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4279489506450948,1.0,1.0,1.0,0.4279489506450948,False
MHL,6,Economic and fiscal governance,0.3754816202666173,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3754816202666173,1.0,1.0,1.0,0.3754816202666173,True
MKD,6,Economic and fiscal governance,0.5130454518011608,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5130454518011608,1.0,1.0,1.0,0.5130454518011608,False
MLI,6,Economic and fiscal governance,0.3853753721489918,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3853753721489918,1.0,1.0,1.0,0.3853753721489918,False
MLT,6,Economic and fiscal governance,0.5832318396709525,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5832318396709525,1.0,1.0,1.0,0.5832318396709525,False
MMR,6,Economic and fiscal governance,0.2913265391704706,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.2913265391704706,1.0,1.0,1.0,0.2913265391704706,False
MNE,6,Economic and fiscal governance,0.5008862107351659,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5008862107351659,1.0,1.0,1.0,0.5008862107351659,False
MNG,6,Economic and fiscal governance,0.477113461597512,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.477113461597512,1.0,1.0,1.0,0.477113461597512,False
MOZ,6,Economic and fiscal governance,0.3453926639900374,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3453926639900374,1.0,1.0,1.0,0.3453926639900374,False
MRT,6,Economic and fiscal governance,0.3258749740303764,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3258749740303764,1.0,1.0,1.0,0.3258749740303764,False
MUS,6,Economic and fiscal governance,0.6303080969521531,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.6303080969521531,1.0,1.0,1.0,0.6303080969521531,False
MWI,6,Economic and fiscal governance,0.4217813673718489,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4217813673718489,1.0,1.0,1.0,0.4217813673718489,False
MYS,6,Economic and fiscal governance,0.5988695401892912,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5988695401892912,1.0,1.0,1.0,0.5988695401892912,False
NAM,6,Economic and fiscal governance,0.5009033897078476,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5009033897078476,1.0,1.0,1.0,0.5009033897078476,False
NER,6,Economic and fiscal governance,0.3979174618487149,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3979174618487149,1.0,1.0,1.0,0.3979174618487149,False
NGA,6,Economic and fiscal governance,0.3982208318552435,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3982208318552435,1.0,1.0,1.0,0.3982208318552435,False
NIC,6,Economic and fiscal governance,0.3290503240513854,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3290503240513854,1.0,1.0,1.0,0.3290503240513854,False
NLD,6,Economic and fiscal governance,0.7766097209482895,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.7766097209482895,1.0,1.0,1.0,0.7766097209482895,False
NOR,6,Economic and fiscal governance,0.7898839412006659,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.7898839412006659,1.0,1.0,1.0,0.7898839412006659,False
NPL,6,Economic and fiscal governance,0.4607889629416073,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4607889629416073,1.0,1.0,1.0,0.4607889629416073,False
NRU,6,Economic and fiscal governance,0.4039597638553404,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4039597638553404,1.0,1.0,1.0,0.4039597638553404,True
NZL,6,Economic and fiscal governance,0.837750061114021,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.837750061114021,1.0,1.0,1.0,0.837750061114021,False
OMN,6,Economic and fiscal governance,0.6089293442334406,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.6089293442334406,1.0,1.0,1.0,0.6089293442334406,False
PAK,6,Economic and fiscal governance,0.3676265448126337,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3676265448126337,1.0,1.0,1.0,0.3676265448126337,False
PAN,6,Economic and fiscal governance,0.4909640799047756,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4909640799047756,1.0,1.0,1.0,0.4909640799047756,False
PER,6,Economic and fiscal governance,0.487229611119543,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.487229611119543,1.0,1.0,1.0,0.487229611119543,False
PHL,6,Economic and fiscal governance,0.4823292712812107,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4823292712812107,1.0,1.0,1.0,0.4823292712812107,False
PLW,6,Economic and fiscal governance,0.5796158968904715,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5796158968904715,1.0,1.0,1.0,0.5796158968904715,True
PNG,6,Economic and fiscal governance,0.4387021028253029,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4387021028253029,1.0,1.0,1.0,0.4387021028253029,False
POL,6,Economic and fiscal governance,0.5985995734354745,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5985995734354745,1.0,1.0,1.0,0.5985995734354745,False
PRI,6,Economic and fiscal governance,0.6095932045307807,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.6095932045307807,1.0,1.0,1.0,0.6095932045307807,True
PRT,6,Economic and fiscal governance,0.589977070188113,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.589977070188113,1.0,1.0,1.0,0.589977070188113,False
PRY,6,Economic and fiscal governance,0.4599373024092454,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4599373024092454,1.0,1.0,1.0,0.4599373024092454,False
PSE,6,Economic and fiscal governance,0.4138978279006876,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4138978279006876,1.0,1.0,1.0,0.4138978279006876,True
QAT,6,Economic and fiscal governance,0.641791231431565,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.641791231431565,1.0,1.0,1.0,0.641791231431565,False
ROU,6,Economic and fiscal governance,0.5407764642634774,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5407764642634774,1.0,1.0,1.0,0.5407764642634774,False
RUS,6,Economic and fiscal governance,0.3319267700231388,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3319267700231388,1.0,1.0,1.0,0.3319267700231388,False
RWA,6,Economic and fiscal governance,0.5643097914280217,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5643097914280217,1.0,1.0,1.0,0.5643097914280217,False
SAU,6,Economic and fiscal governance,0.6011900111751002,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.6011900111751002,1.0,1.0,1.0,0.6011900111751002,False
SDN,6,Economic and fiscal governance,0.2268542542760299,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.2268542542760299,1.0,1.0,1.0,0.2268542542760299,False
SEN,6,Economic and fiscal governance,0.4881567523051542,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4881567523051542,1.0,1.0,1.0,0.4881567523051542,False
SGP,6,Economic and fiscal governance,0.8497405999263755,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.8497405999263755,1.0,1.0,1.0,0.8497405999263755,False
SLB,6,Economic and fiscal governance,0.3403933950913831,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3403933950913831,1.0,1.0,1.0,0.3403933950913831,True
SLE,6,Economic and fiscal governance,0.3199600348144354,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3199600348144354,1.0,1.0,1.0,0.3199600348144354,False
SLV,6,Economic and fiscal governance,0.447526789721817,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.447526789721817,1.0,1.0,1.0,0.447526789721817,False
SMR,6,Economic and fiscal governance,0.6467137975389772,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.6467137975389772,1.0,1.0,1.0,0.6467137975389772,True
SOM,6,Economic and fiscal governance,0.2020269267397512,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.2020269267397512,1.0,1.0,1.0,0.2020269267397512,False
SRB,6,Economic and fiscal governance,0.4625607308503433,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4625607308503433,1.0,1.0,1.0,0.4625607308503433,False
SSD,6,Economic and fiscal governance,0.1585626267313193,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.1585626267313193,1.0,1.0,1.0,0.1585626267313193,True
STP,6,Economic and fiscal governance,0.3399717470146603,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3399717470146603,1.0,1.0,1.0,0.3399717470146603,True
SUR,6,Economic and fiscal governance,0.3900967025789039,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3900967025789039,1.0,1.0,1.0,0.3900967025789039,False
SVK,6,Economic and fiscal governance,0.5738770864210613,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5738770864210613,1.0,1.0,1.0,0.5738770864210613,False
SVN,6,Economic and fiscal governance,0.6047355636590966,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.6047355636590966,1.0,1.0,1.0,0.6047355636590966,False
SWE,6,Economic and fiscal governance,0.7781108732678532,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.7781108732678532,1.0,1.0,1.0,0.7781108732678532,False
SWZ,6,Economic and fiscal governance,0.3794401096738132,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3794401096738132,1.0,1.0,1.0,0.3794401096738132,False
SYC,6,Economic and fiscal governance,0.5707391181543618,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5707391181543618,1.0,1.0,1.0,0.5707391181543618,False
SYR,6,Economic and fiscal governance,0.1333514794692734,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.1333514794692734,1.0,1.0,1.0,0.1333514794692734,False
TCD,6,Economic and fiscal governance,0.2655923804763927,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.2655923804763927,1.0,1.0,1.0,0.2655923804763927,False
TGO,6,Economic and fiscal governance,0.4446412922319492,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4446412922319492,1.0,1.0,1.0,0.4446412922319492,False
THA,6,Economic and fiscal governance,0.4826790538891116,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4826790538891116,1.0,1.0,1.0,0.4826790538891116,False
TJK,6,Economic and fiscal governance,0.4021606918183715,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4021606918183715,1.0,1.0,1.0,0.4021606918183715,False
TLS,6,Economic and fiscal governance,0.4428963019982737,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4428963019982737,1.0,1.0,1.0,0.4428963019982737,False
TON,6,Economic and fiscal governance,0.4616044581947077,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4616044581947077,1.0,1.0,1.0,0.4616044581947077,True
TTO,6,Economic and fiscal governance,0.4675129902540863,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4675129902540863,1.0,1.0,1.0,0.4675129902540863,False
TUN,6,Economic and fiscal governance,0.4239520706194037,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4239520706194037,1.0,1.0,1.0,0.4239520706194037,False
TUR,6,Economic and fiscal governance,0.4110418133472146,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4110418133472146,1.0,1.0,1.0,0.4110418133472146,False
TUV,6,Economic and fiscal governance,0.4253232140111245,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4253232140111245,1.0,1.0,1.0,0.4253232140111245,True
TZA,6,Economic and fiscal governance,0.4354253509972445,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4354253509972445,1.0,1.0,1.0,0.4354253509972445,False
UGA,6,Economic and fiscal governance,0.4118862158911233,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4118862158911233,1.0,1.0,1.0,0.4118862158911233,False
UKR,6,Economic and fiscal governance,0.3771728215343577,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3771728215343577,1.0,1.0,1.0,0.3771728215343577,False
URY,6,Economic and fiscal governance,0.6333700615936673,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.6333700615936673,1.0,1.0,1.0,0.6333700615936673,False
USA,6,Economic and fiscal governance,0.7303285476888302,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.7303285476888302,1.0,1.0,1.0,0.7303285476888302,False
UZB,6,Economic and fiscal governance,0.4019987182740422,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4019987182740422,1.0,1.0,1.0,0.4019987182740422,False
VCT,6,Economic and fiscal governance,0.5045881202285657,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.5045881202285657,1.0,1.0,1.0,0.5045881202285657,False
VEN,6,Economic and fiscal governance,0.1140740803425482,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.1140740803425482,1.0,1.0,1.0,0.1140740803425482,False
VIR,6,Economic and fiscal governance,0.6880724418945245,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.6880724418945245,1.0,1.0,1.0,0.6880724418945245,True
VNM,6,Economic and fiscal governance,0.4297711829843768,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4297711829843768,1.0,1.0,1.0,0.4297711829843768,False
VUT,6,Economic and fiscal governance,0.4388520897377316,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4388520897377316,1.0,1.0,1.0,0.4388520897377316,True
WSM,6,Economic and fiscal governance,0.477803771740559,1,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.477803771740559,1.0,1.0,1.0,0.477803771740559,True
XKX,6,Economic and fiscal governance,0.43779167823265,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.43779167823265,1.0,1.0,1.0,0.43779167823265,False
YEM,6,Economic and fiscal governance,0.1459257950943169,2,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.1459257950943169,1.0,1.0,1.0,0.1459257950943169,False
ZAF,6,Economic and fiscal governance,0.4856545009319514,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.4856545009319514,1.0,1.0,1.0,0.4856545009319514,False
ZMB,6,Economic and fiscal governance,0.394856062357641,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.394856062357641,1.0,1.0,1.0,0.394856062357641,False
ZWE,6,Economic and fiscal governance,0.3055775808493968,3,0,1.0,0.1140740803425482,0.1574451819024742,0.0,0.0,none,0.3055775808493968,1.0,1.0,1.0,0.3055775808493968,False
ABW,8,Economic and fiscal governance,0.4000198719087415,8,3,0.7272727272727273,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4000198719087415,1.0,1.0,1.0,0.4000198719087415,False
