iso3,concept_id,magnitude,breadth,n_slope_metrics,n_improving,n_flat,n_deteriorating
DOM,4,0.0031809716794943127,,2,0,2,0
DOM,5,,,0,0,0,0
DOM,6,0.0063619433589886115,,1,0,1,0
DOM,8,,,0,0,0,0
DOM,9,,,0,0,0,0
DOM,10,1.6661103262794896e-17,,1,0,1,0
DOM,11,,,0,0,0,0
DOM,12,0.007312260104602711,0.3333333333333333,3,1,2,0
DOM,13,0.012619869007572062,,2,1,1,0
DOM,14,0.0007320174966558537,-0.2,5,0,4,1
DOM,15,-0.006992247565364999,0.14285714285714285,7,2,4,1
DOM,16,0.0030373844435367166,0.0,5,0,5,0
DOM,17,0.009129492720639712,,2,1,1,0
DOM,18,0.0016396264243215958,0.0,4,0,4,0
DOM,19,-0.007888892778985346,-0.4,5,0,3,2
DOM,20,0.013678710497943924,0.6666666666666666,9,6,3,0
DOM,21,-0.012066645555724098,-0.2222222222222222,9,1,5,3
DOM,22,-0.001058397779278405,0.0,8,0,8,0
DOM,23,-0.0018227650026166804,0.0,8,0,8,0
DOM,24,-0.014643113900152271,-0.3333333333333333,6,0,4,2
DOM,25,-0.0005335264410305154,0.0,3,0,3,0
ECU,1,-0.039221848087234515,-0.8,5,0,1,4
ECU,2,-0.005293613542314342,-0.2,5,0,4,1
ECU,3,,,0,0,0,0
ECU,4,-0.04178287334316754,,2,0,1,1
ECU,5,,,0,0,0,0
ECU,6,-0.007103873366631765,,1,0,1,0
ECU,8,,,0,0,0,0
ECU,9,,,0,0,0,0
ECU,10,-0.028703873948745545,,1,0,0,1
ECU,11,,,0,0,0,0
ECU,12,0.009064443754875579,0.3333333333333333,3,1,2,0
ECU,13,-0.018158813269178217,,2,0,0,2
ECU,14,-0.03652011300394651,-0.4,5,0,3,2
ECU,15,-0.0028050354358477975,-0.14285714285714285,7,1,4,2
ECU,16,-0.031809017257770605,-0.6,5,0,2,3
ECU,17,-0.018907260197845003,,2,0,1,1
ECU,18,-0.0021030628555862756,0.0,4,0,4,0
ECU,19,-0.05953913556365141,-1.0,5,0,0,5
ECU,20,0.0031290717141147866,-0.1111111111111111,9,2,4,3
ECU,21,-0.006384250090235261,-0.2222222222222222,9,1,5,3
ECU,22,-0.016237416303483694,-0.625,8,0,3,5
ECU,23,-0.010210381551280024,-0.25,8,1,4,3
ECU,24,-0.021688417333589796,-0.3333333333333333,6,1,2,3
ECU,25,-0.030471798454042364,-0.3333333333333333,3,0,2,1
EGY,1,0.022982965301356996,0.4,5,3,1,1
EGY,2,0.023223915707937623,0.6,5,3,2,0
EGY,3,,,0,0,0,0
EGY,4,0.011401517331314037,,2,1,1,0
EGY,5,,,0,0,0,0
EGY,6,-0.00542168187040178,,1,0,1,0
EGY,8,,,0,0,0,0
EGY,9,,,0,0,0,0
EGY,10,0.0022660953117438296,,1,0,1,0
EGY,11,,,0,0,0,0
EGY,12,-0.002557402194823414,0.0,4,1,2,1
EGY,13,0.0028308014540363636,,2,0,2,0
EGY,14,-0.0052106168654797325,0.0,5,1,3,1
EGY,15,-0.003959498284901004,0.0,7,2,3,2
EGY,16,0.003510112983444261,0.2,5,2,2,1
EGY,17,-0.019763296302434397,,2,0,0,2
EGY,18,-0.0003740186270880298,0.0,4,0,4,0
EGY,19,-0.002837741608805534,-0.2,5,0,4,1
EGY,20,-0.013886116687539023,-0.1111111111111111,9,2,4,3
EGY,21,0.00025278085792780787,0.0,9,1,7,1
EGY,22,-0.006060061119169036,-0.125,8,1,5,2
EGY,23,-0.021525632991449526,-0.125,8,0,7,1
EGY,24,-0.0009870675709934067,0.0,6,1,4,1
EGY,25,0.006185589126766259,0.3333333333333333,3,1,2,0
ESP,1,0.000610056239069842,0.0,5,0,5,0
ESP,2,-0.0006807860949846262,0.0,5,0,5,0
ESP,3,,,0,0,0,0
ESP,4,-0.0072337855791952555,,2,0,2,0
ESP,5,,,0,0,0,0
ESP,6,-0.0060388826053442675,,1,0,1,0
ESP,8,,,0,0,0,0
ESP,9,,,0,0,0,0
ESP,10,-1.2181642384862911e-18,,1,0,1,0
ESP,11,,,0,0,0,0
ESP,12,0.0022083256543790988,0.0,5,0,5,0
ESP,13,-9.063080498087769e-18,,2,0,2,0
ESP,14,-0.003657613131910201,-0.2,5,0,4,1
ESP,15,-0.0010326868430636344,0.0,7,0,7,0
ESP,16,-0.0006807860949846474,0.0,5,0,5,0
ESP,17,-0.004454796587727735,,2,0,2,0
ESP,18,-0.0071602755884390135,-0.5,4,0,2,2
ESP,19,0.005694294726801453,0.2,5,1,4,0
ESP,20,-0.007151402773751074,-0.3333333333333333,9,0,6,3
ESP,21,0.0022985362639941697,0.1111111111111111,9,2,6,1
ESP,22,-0.0056902930256131235,0.0,8,1,6,1
ESP,23,-0.010337734838822752,-0.5,8,0,4,4
ESP,24,-0.001894343365067541,-0.16666666666666666,6,0,5,1
ESP,25,-0.0078306979393494,-0.3333333333333333,3,0,2,1
EST,1,0.00990153090079147,0.2,5,1,4,0
EST,2,0.00421147036980815,0.2,5,1,4,0
EST,3,,,0,0,0,0
EST,4,0.00198421632373004,,2,0,2,0
EST,5,,,0,0,0,0
EST,6,0.003968432647460105,,1,0,1,0
EST,8,,,0,0,0,0
EST,9,,,0,0,0,0
EST,10,-9.313491760257766e-18,,1,0,1,0
EST,11,,,0,0,0,0
EST,12,0.0234773983610122,0.6,5,3,2,0
EST,13,-8.30606115226989e-18,,2,0,2,0
EST,14,0.0017363841542426268,0.0,5,0,5,0
EST,15,-0.007056155337160259,-0.2857142857142857,7,0,5,2
EST,16,0.0003794849478203678,0.0,5,0,5,0
EST,17,0.0034001492529951672,,2,0,2,0
EST,18,0.003805650619524291,0.0,4,0,4,0
EST,19,-0.02579203005415374,-0.4,5,0,3,2
EST,20,-0.011006054634878741,-0.2222222222222222,9,0,7,2
EST,21,-0.0017862833925812792,0.0,9,1,7,1
EST,22,0.0010908719054874827,0.0,8,0,8,0
EST,23,0.00034447940520195876,0.0,8,0,8,0
EST,24,0.0025583890056609586,0.16666666666666666,6,1,5,0
EST,25,-0.011153429601980654,-0.3333333333333333,3,0,2,1
FIN,1,-0.01545956549176227,-0.4,5,0,3,2
FIN,2,-2.2626311747060102e-05,0.0,5,0,5,0
FIN,3,,,0,0,0,0
FIN,4,-0.001709038116308599,,2,0,2,0
FIN,5,,,0,0,0,0
FIN,6,-0.0034180762326172314,,1,0,1,0
FIN,8,,,0,0,0,0
FIN,9,,,0,0,0,0
FIN,10,4.817391823994168e-17,,1,0,1,0
FIN,11,,,0,0,0,0
FIN,12,-0.011729897838373377,-0.2,5,0,4,1
FIN,13,-4.4419531227324354e-18,,2,0,2,0
FIN,14,-0.007546450503888668,-0.4,5,0,3,2
FIN,15,0.00013920555319714618,0.14285714285714285,7,1,6,0
FIN,16,-2.262631174706439e-05,0.0,5,0,5,0
FIN,17,-0.012805548028420363,,2,0,0,2
FIN,18,-0.006953959655578746,-0.25,4,0,3,1
FIN,19,-0.0014171898668858928,0.0,5,0,5,0
FIN,20,-0.001297936757716236,-0.1111111111111111,9,0,8,1
FIN,21,-0.00655415039044858,-0.3333333333333333,9,0,6,3
FIN,22,-0.004274777678697763,-0.125,8,0,7,1
FIN,23,0.004889890693236946,0.0,8,1,6,1
FIN,24,-0.015085596562103287,-0.5,6,0,3,3
FIN,25,-0.014425264433922683,-1.0,3,0,0,3
FRA,1,-0.0001536397531054646,0.0,5,0,5,0
FRA,2,0.0006471218358475594,0.0,5,0,5,0
FRA,3,,,0,0,0,0
FRA,4,-0.0018528322409827338,,2,0,2,0
FRA,5,,,0,0,0,0
FRA,6,-0.0037056644819654064,,1,0,1,0
FRA,8,,,0,0,0,0
FRA,9,,,0,0,0,0
FRA,10,-1.984054932042716e-17,,1,0,1,0
FRA,11,,,0,0,0,0
FRA,12,0.0030022254460619676,0.16666666666666666,6,1,5,0
FRA,13,4.5086745552680687e-17,,2,0,2,0
FRA,14,-6.381157041930145e-05,0.0,5,0,5,0
FRA,15,-0.0013406184341160706,0.0,7,0,7,0
FRA,16,0.0006471218358475406,0.0,5,0,5,0
FRA,17,-0.007469290208223209,,2,0,1,1
FRA,18,-0.006581821680903753,-0.25,4,0,3,1
FRA,19,0.002445587236655526,0.2,5,1,4,0
FRA,20,-0.0012719005281423804,0.0,9,0,9,0
FRA,21,-0.0056221600970798695,-0.1111111111111111,9,1,6,2
FRA,22,-0.0017170356005201599,-0.125,8,0,7,1
FRA,23,0.0003442005022035127,0.0,8,0,8,0
FRA,24,-0.008606338053066747,-0.16666666666666666,6,1,3,2
FRA,25,-0.00022970561338048215,0.0,3,0,3,0
GBR,1,-0.0029314499341243838,-0.2,5,0,4,1
GBR,2,-0.018851950645344083,-0.2,5,0,4,1
GBR,3,,,0,0,0,0
GBR,4,-0.012153018434968956,,2,0,1,1
GBR,5,,,0,0,0,0
GBR,6,-0.003576019077311392,,1,0,1,0
GBR,8,,,0,0,0,0
GBR,9,,,0,0,0,0
GBR,10,3.7315668249990486e-17,,1,0,1,0
GBR,11,,,0,0,0,0
GBR,12,-0.003509654072860975,0.0,6,1,4,1
GBR,13,0.0063563612910568276,,2,1,1,0
GBR,14,-0.010607196395596988,-0.4,5,0,3,2
GBR,15,0.009592767492681132,0.2857142857142857,7,2,5,0
GBR,16,0.0008827742778988638,0.0,5,0,5,0
GBR,17,-0.026136003458409232,,2,0,0,2
GBR,18,0.002494641983360699,0.0,4,0,4,0
GBR,19,0.006271243052684186,0.2,5,1,4,0
GBR,20,-0.0032547744608738397,-0.1111111111111111,9,1,6,2
GBR,21,-0.005376325554141922,-0.1111111111111111,9,0,8,1
GBR,22,-0.017287642890765908,-0.5,8,0,4,4
GBR,23,-0.026839014812903635,-0.375,8,0,5,3
GBR,24,-0.012437735321776574,-0.3333333333333333,6,0,4,2
GBR,25,-0.011593026181946547,-0.3333333333333333,3,0,2,1
GHA,1,-0.0018365114707689224,0.0,5,0,5,0
GHA,2,0.0025367198630735143,0.2,5,1,4,0
GHA,3,,,0,0,0,0
GHA,4,0.03768784738594253,,2,1,1,0
GHA,5,,,0,0,0,0
GHA,6,-0.0055454103971613045,,1,0,1,0
GHA,8,,,0,0,0,0
GHA,9,,,0,0,0,0
GHA,10,0.030294962146352928,,1,1,0,0
GHA,11,,,0,0,0,0
GHA,12,0.0005359937402190919,,2,0,2,0
GHA,13,9.449295352080458e-18,,2,0,2,0
GHA,14,-0.0006028018373214872,0.0,5,0,5,0
GHA,15,-0.0084303754393131,-0.2857142857142857,7,0,5,2
GHA,16,0.010713219940929851,0.2,5,1,4,0
GHA,17,-0.0031282458658040677,,2,0,2,0
GHA,18,0.009126716786562815,0.25,4,1,3,0
GHA,19,0.0007783086260727224,0.0,5,0,5,0
GHA,20,0.009821799417527042,0.4444444444444444,9,4,5,0
GHA,21,0.009687904426612277,0.3333333333333333,9,3,6,0
GHA,22,0.01089658106536014,0.125,8,1,7,0
GHA,23,0.006527795874414657,0.375,8,3,5,0
GHA,24,0.029787937465948766,0.3333333333333333,6,2,4,0
GHA,25,-0.0005040207931432547,0.0,3,0,3,0
GRC,1,-0.004738117653831772,-0.2,5,0,4,1
GRC,2,0.004888166993370196,0.2,5,1,4,0
GRC,3,,,0,0,0,0
GRC,4,-0.0025584019708182948,,2,0,2,0
GRC,5,,,0,0,0,0
GRC,6,-0.005116803941636655,,1,0,1,0
GRC,8,,,0,0,0,0
GRC,9,,,0,0,0,0
GRC,10,-1.5800285027639175e-17,,1,0,1,0
GRC,11,,,0,0,0,0
GRC,12,0.0032988523550028202,0.2,5,1,4,0
GRC,13,-0.0031705797998244603,,2,0,2,0
GRC,14,0.0005504689184752342,0.2,5,1,4,0
GRC,15,-0.015330764386860913,-0.2857142857142857,7,0,5,2
GRC,16,0.005917576285319162,0.2,5,1,4,0
GRC,17,-0.0019058286939362767,,2,0,2,0
GRC,18,-0.009838177902508674,-0.5,4,0,2,2
GRC,19,0.014351479413540142,0.2,5,2,2,1
GRC,20,-0.001433964979012836,0.0,9,0,9,0
GRC,21,-0.0014830817474053566,-0.3333333333333333,9,1,4,4
GRC,22,-0.0006017293343984578,0.0,8,0,8,0
GRC,23,-0.005979922721235215,-0.25,8,0,6,2
GRC,24,-0.01810338228007923,-0.5,6,0,3,3
GRC,25,-0.002811016172805315,0.0,3,0,3,0
HKG,1,0.011047237965265343,0.2,5,2,2,1
HKG,2,0.00044728819771379987,0.0,4,0,4,0
HKG,3,,,0,0,0,0
HKG,4,-0.00036569370675281014,,2,0,2,0
HKG,5,,,0,0,0,0
HKG,6,-0.00055484055867872,,1,0,1,0
HKG,8,,,0,0,0,0
HKG,9,,,0,0,0,0
HKG,10,3.593769259131733e-17,,1,0,1,0
HKG,11,,,0,0,0,0
HKG,12,0.0021772300469483116,,2,0,2,0
HKG,13,-0.047010699465400596,,1,0,0,1
HKG,14,0.005700057155688636,0.0,5,1,3,1
HKG,15,0.012607929101602645,0.2857142857142857,7,3,3,1
HKG,16,0.0007526901726934011,0.0,4,0,4,0
HKG,17,0.002415617511003145,,2,0,2,0
HKG,18,0.011111431470039443,0.25,4,1,3,0
HKG,19,0.001148018834969643,0.0,5,0,5,0
HKG,20,0.016926696932299583,0.25,8,4,2,2
HKG,21,-0.002006716427320923,-0.14285714285714285,7,1,4,2
HKG,22,0.006381453026151035,0.16666666666666666,6,1,5,0
HKG,23,-0.005541156658024068,0.0,7,1,5,1
HKG,24,-0.00613191383414496,-0.2,5,0,4,1
HKG,25,0.006736032806509665,0.3333333333333333,3,1,2,0
HRV,1,0.010768779154032937,0.2,5,1,4,0
HRV,2,0.002581634419031467,0.2,5,1,4,0
HRV,3,,,0,0,0,0
HRV,4,-0.0010401225931539323,,2,0,2,0
HRV,5,,,0,0,0,0
HRV,6,-0.0020802451863078586,,1,0,1,0
HRV,8,,,0,0,0,0
HRV,9,,,0,0,0,0
HRV,10,-0.045289763038948994,,1,0,0,1
HRV,11,,,0,0,0,0
HRV,12,0.005362118323097177,0.2,5,1,4,0
HRV,13,-1.377757577473907e-17,,2,0,2,0
HRV,14,0.005937813488669217,0.4,5,2,3,0
HRV,15,-0.011553201812959992,-0.2857142857142857,7,0,5,2
HRV,16,0.0057012594101404,0.2,5,1,4,0
HRV,17,-0.007086529007672322,,2,0,1,1
HRV,18,-0.0016723495032680913,0.0,4,0,4,0
HRV,19,0.001830956748876126,0.0,5,0,5,0
HRV,20,-0.01174600437006069,-0.4444444444444444,9,0,5,4
HRV,21,-0.0015906110931989286,-0.1111111111111111,9,1,6,2
HRV,22,-0.011165317901807513,-0.25,8,0,6,2
HRV,23,-0.00845885611629685,-0.375,8,0,5,3
HRV,24,-0.0026362490754670543,-0.16666666666666666,6,0,5,1
HRV,25,0.002550945730092078,0.3333333333333333,3,1,2,0
HUN,1,-0.0010870425296500888,0.0,5,0,5,0
HUN,2,0.0008937453937896978,0.0,5,1,3,1
HUN,3,,,0,0,0,0
HUN,4,-0.004128126253239356,,2,0,2,0
HUN,5,,,0,0,0,0
HUN,6,-0.004958812863091218,,1,0,1,0
HUN,8,,,0,0,0,0
HUN,9,,,0,0,0,0
HUN,10,-0.0024589544872113487,,1,0,1,0
HUN,11,,,0,0,0,0
HUN,12,0.0064099882868677545,0.2,5,1,4,0
HUN,13,-3.147208247480608e-17,,2,0,2,0
HUN,14,-0.004586707189772381,-0.2,5,0,4,1
HUN,15,0.009227791269498279,0.42857142857142855,7,3,4,0
HUN,16,-0.0083651517444743,-0.4,5,0,3,2
HUN,17,-0.007295572882920307,,2,0,1,1
HUN,18,-0.0002815714723172745,0.0,4,0,4,0
HUN,19,-0.0039458817694091545,-0.2,5,0,4,1
HUN,20,-0.0029863725228909,-0.1111111111111111,9,0,8,1
HUN,21,-0.00433060062793239,-0.2222222222222222,9,1,5,3
HUN,22,-0.037681659260008195,-0.375,8,0,5,3
HUN,23,-0.004273330023716598,-0.125,8,0,7,1
HUN,24,-0.0092306471523306,-0.3333333333333333,6,0,4,2
HUN,25,-0.004616003771175666,-0.3333333333333333,3,0,2,1
IDN,1,-0.018240649471779932,-0.6,5,0,2,3
IDN,2,-0.012377249863346006,0.0,5,1,3,1
IDN,3,,,0,0,0,0
IDN,4,0.0009319580737786595,,2,0,2,0
IDN,5,-0.006970835420315117,,1,0,1,0
IDN,6,0.005918798748752263,,1,0,1,0
IDN,8,,,0,0,0,0
IDN,9,,,0,0,0,0
IDN,10,-0.11310387061271499,,1,0,0,1
IDN,11,,,0,0,0,0
IDN,12,0.08574626674536821,0.0,3,1,1,1
IDN,13,0.013774046821715935,,2,1,1,0
IDN,14,-0.02527421045420447,-0.8,5,0,1,4
IDN,15,-0.006972958086578528,0.0,7,1,5,1
IDN,16,-0.013870575562025296,-0.2,5,1,2,2
IDN,17,-0.020537106946769954,,2,0,0,2
IDN,18,-0.003907846481418685,-0.25,4,0,3,1
IDN,19,-0.010798477863308165,-0.6,5,0,2,3
IDN,20,-0.008388165040631841,-0.4444444444444444,9,1,3,5
IDN,21,-0.021284750568246573,-0.4444444444444444,9,1,3,5
IDN,22,-0.0034979364662369393,-0.125,8,1,5,2
IDN,23,-0.006503268350288609,-0.25,8,1,4,3
IDN,24,-0.033905432657752026,-0.6666666666666666,6,0,2,4
IDN,25,-0.028451805552759585,-0.6666666666666666,3,0,1,2
IND,1,0.01843163885868843,0.6,5,3,2,0
IND,2,0.0018273187278537771,0.2,5,2,2,1
IND,3,,,0,0,0,0
IND,4,-0.0060818903953313635,,2,0,1,1
IND,5,-0.03592026043397299,,1,0,0,1
IND,6,0.0018289812193553931,,1,0,1,0
IND,8,,,0,0,0,0
IND,9,,,0,0,0,0
IND,10,-0.04106293277663532,,1,0,0,1
IND,11,,,0,0,0,0
IND,12,0.008762585913648802,0.5,4,2,2,0
IND,13,0.009953410163349077,,2,1,1,0
IND,14,0.010978234069416936,0.4,5,2,3,0
IND,15,-0.030703263661181257,-0.7142857142857143,7,0,2,5
IND,16,-0.0065563202294040245,-0.2,5,1,2,2
IND,17,0.0030725381064835985,,2,0,2,0
IND,18,0.0005955410215032373,0.0,4,0,4,0
IND,19,-0.030655858953343367,-0.4,5,0,3,2
IND,20,-0.0032313656405600403,-0.2222222222222222,9,0,7,2
IND,21,-0.00019197862990886973,-0.1111111111111111,9,2,4,3
IND,22,-0.00180082163790892,-0.125,8,2,3,3
IND,23,-0.043657444547734785,-0.625,8,0,3,5
IND,24,-0.0042085215349527355,-0.16666666666666666,6,1,3,2
IND,25,0.01084679931694695,0.3333333333333333,3,1,2,0
IRL,1,-9.266677049162772e-05,0.0,5,0,5,0
IRL,2,0.00032064086558177235,0.0,5,0,5,0
IRL,3,,,0,0,0,0
IRL,4,0.0025622052936143972,,2,0,2,0
IRL,5,,,0,0,0,0
IRL,6,0.005124410587228787,,1,0,1,0
IRL,8,,,0,0,0,0
IRL,9,,,0,0,0,0
IRL,10,1.499209231702878e-17,,1,0,1,0
IRL,11,,,0,0,0,0
IRL,12,0.01172972924465099,0.4,5,2,3,0
IRL,13,0.0017157368464539543,,2,0,2,0
IRL,14,0.005320614449174951,0.4,5,2,3,0
IRL,15,0.0002156745032243896,0.0,7,0,7,0
IRL,16,0.0003206408655817667,0.0,5,0,5,0
IRL,17,-0.0010726279032810184,,2,0,2,0
IRL,18,-4.8880624734922146e-05,0.0,4,0,4,0
IRL,19,1.0773020716534513e-17,0.0,5,0,5,0
IRL,20,-0.001014038977912154,0.0,9,0,9,0
IRL,21,0.004411463392443568,0.2222222222222222,9,2,7,0
IRL,22,-5.9240360482962215e-05,0.0,8,0,8,0
IRL,23,0.003931510682380409,0.125,8,1,7,0
IRL,24,0.004675055525090613,0.16666666666666666,6,1,5,0
IRL,25,0.005379628450745391,0.3333333333333333,3,1,2,0
ISR,1,-0.0008744522361252979,0.0,5,0,5,0
ISR,2,-0.02396441144123367,-0.5,4,0,2,2
ISR,3,,,0,0,0,0
ISR,4,-0.004766765080337313,,1,0,1,0
ISR,5,,,0,0,0,0
ISR,6,,,0,0,0,0
ISR,8,,,0,0,0,0
ISR,9,,,0,0,0,0
ISR,10,9.160209968778034e-18,,1,0,1,0
ISR,11,,,0,0,0,0
ISR,12,0.08560028453922794,0.6666666666666666,3,2,1,0
ISR,13,0.00442985504751885,,2,0,2,0
ISR,14,-0.014761888239764882,-0.6666666666666666,3,0,1,2
ISR,15,0.006804593275953602,0.0,5,1,3,1
ISR,16,-0.01400015517284944,-0.5,4,0,2,2
ISR,17,9.465108394518256e-18,,1,0,1,0
ISR,18,0.005701411387545198,0.3333333333333333,3,1,2,0
ISR,19,-0.008823148403947453,-0.4,5,0,3,2
ISR,20,-0.0005140931880569956,0.0,9,0,9,0
ISR,21,-0.008780892174376519,-0.2222222222222222,9,0,7,2
ISR,22,-0.006382735481490035,-0.125,8,0,7,1
ISR,23,-0.0391201275156726,-0.375,8,0,5,3
ISR,24,-0.004641767320611133,-0.16666666666666666,6,0,5,1
ISR,25,-0.023304555762083318,,2,0,0,2
ITA,1,-0.0010733900915278873,0.0,5,0,5,0
ITA,2,-0.0003971970027968437,0.0,5,0,5,0
ITA,3,,,0,0,0,0
ITA,4,-0.005041179402881793,,2,0,1,1
ITA,5,,,0,0,0,0
ITA,6,-0.010082358805763574,,1,0,0,1
ITA,8,,,0,0,0,0
ITA,9,,,0,0,0,0
ITA,10,1.7246351589630366e-17,,1,0,1,0
ITA,11,,,0,0,0,0
ITA,12,0.0034439800856966834,0.0,6,0,6,0
ITA,13,-0.009163333066673109,,2,0,1,1
ITA,14,-0.000993243072427695,0.0,5,0,5,0
ITA,15,-0.012032052639664942,-0.14285714285714285,7,0,6,1
ITA,16,-0.0007447775234516769,0.0,5,0,5,0
ITA,17,-0.006832416790733857,,2,0,1,1
ITA,18,0.007616908016810978,0.25,4,1,3,0
ITA,19,-0.02734340538616733,-0.8,5,0,1,4
ITA,20,-0.0026583473331003482,-0.1111111111111111,9,0,8,1
ITA,21,-0.01456215068000912,-0.4444444444444444,9,0,5,4
ITA,22,0.004313890428471174,0.0,8,1,6,1
ITA,23,-0.03315541992869139,-0.75,8,0,2,6
ITA,24,-0.007938544935179757,-0.3333333333333333,6,0,4,2
ITA,25,-0.018040513891430285,-0.3333333333333333,3,0,2,1
JAM,1,-0.013221128972913544,-0.2,5,0,4,1
JAM,2,0.003171529178670975,0.2,5,1,4,0
JAM,3,,,0,0,0,0
JAM,4,-0.002534190647900282,,2,0,1,1
JAM,5,,,0,0,0,0
JAM,6,-0.010512858496281745,,1,0,0,1
JAM,8,,,0,0,0,0
JAM,9,,,0,0,0,0
JAM,10,-0.23410693162061008,,1,0,0,1
JAM,11,,,0,0,0,0
JAM,12,1.9483704904992945e-18,,2,0,2,0
JAM,13,-3.9253938409411766e-18,,2,0,2,0
JAM,14,-0.019780476382725724,-0.4,5,0,3,2
JAM,15,0.0001288056996205456,0.0,7,0,7,0
JAM,16,-0.0033342067798980773,-0.2,5,0,4,1
JAM,17,-0.006727694737312643,,2,0,1,1
JAM,18,-0.0020198850944616984,0.0,4,0,4,0
JAM,19,-0.00793288460501379,-0.4,5,0,3,2
JAM,20,0.02398820413688545,0.5555555555555556,9,5,4,0
JAM,21,0.01632172944985959,0.2222222222222222,9,3,5,1
JAM,22,0.0003932733425710906,0.0,8,0,8,0
JAM,23,-0.0032033856212389995,-0.125,8,0,7,1
JAM,24,-0.009823096289366137,0.0,6,1,4,1
JAM,25,0.0009854472567382535,0.0,3,0,3,0
JOR,1,-0.0027872273137776833,0.2,5,2,2,1
JOR,2,-0.0010158721996155616,0.0,5,0,5,0
JOR,3,,,0,0,0,0
JOR,4,0.020744125392005895,,2,2,0,0
JOR,5,,,0,0,0,0
JOR,6,0.016914067604026244,,1,1,0,0
JOR,8,,,0,0,0,0
JOR,9,,,0,0,0,0
JOR,10,-2.075194500958691e-17,,1,0,1,0
JOR,11,,,0,0,0,0
JOR,12,0.002574334898278461,,2,0,2,0
JOR,13,-0.02031854869312398,,2,0,1,1
JOR,14,-0.0030045334191860476,-0.2,5,0,4,1
JOR,15,0.0059243803519128824,0.2857142857142857,7,2,5,0
JOR,16,-0.0010158721996155766,0.0,5,0,5,0
JOR,17,0.026603882112879635,,2,2,0,0
JOR,18,0.003375116873011255,0.0,4,0,4,0
JOR,19,-0.0013074342755442225,0.0,5,1,3,1
JOR,20,0.011514594243276357,0.5555555555555556,9,5,4,0
JOR,21,-0.0012328559200696998,0.1111111111111111,9,2,6,1
JOR,22,-0.002594030606698823,-0.125,8,0,7,1
JOR,23,-0.005319507536050781,-0.125,8,0,7,1
JOR,24,-0.004192681441134434,0.0,6,1,4,1
JOR,25,0.0043989496137450184,0.3333333333333333,3,1,2,0
JPN,1,0.0013050570177567755,0.0,5,0,5,0
JPN,2,0.0013056974391456643,0.0,5,0,5,0
JPN,3,,,0,0,0,0
JPN,4,-0.0017737976611942447,,2,0,2,0
JPN,5,,,0,0,0,0
JPN,6,-0.0035475953223885323,,1,0,1,0
JPN,8,,,0,0,0,0
JPN,9,,,0,0,0,0
JPN,10,4.668957553137809e-17,,1,0,1,0
JPN,11,,,0,0,0,0
JPN,12,0.001045989058719323,0.0,6,0,6,0
JPN,13,1.4259093279786718e-17,,2,0,2,0
JPN,14,0.0014148032437560844,0.0,5,1,3,1
JPN,15,0.009344428032737525,0.14285714285714285,7,1,6,0
JPN,16,-0.0014065300550918209,-0.2,5,0,4,1
JPN,17,-0.005010986518412329,,2,0,1,1
JPN,18,0.0002560721132754314,0.0,4,0,4,0
JPN,19,2.136318812555097e-17,0.0,5,0,5,0
JPN,20,-0.00017522587827015058,0.0,9,0,9,0
JPN,21,0.0029761534852325044,0.1111111111111111,9,1,8,0
JPN,22,-1.3670852419138176e-05,0.0,8,0,8,0
JPN,23,-0.0021559231216459617,-0.125,8,0,7,1
JPN,24,0.0042684139019243915,0.16666666666666666,6,1,5,0
JPN,25,-0.00013758112673958758,0.0,3,0,3,0
KAZ,1,0.0016129174018186302,0.0,5,0,5,0
KAZ,2,0.002747959609906227,0.2,5,1,4,0
KAZ,3,,,0,0,0,0
KAZ,4,0.00031689623820084284,,2,0,2,0
KAZ,5,0.0039691402094480495,,1,0,1,0
KAZ,6,0.000633792476401697,,1,0,1,0
KAZ,8,,,0,0,0,0
KAZ,9,,,0,0,0,0
KAZ,10,0.00010446538671094237,,1,0,1,0
KAZ,11,,,0,0,0,0
KAZ,12,0.0032982537397093573,0.16666666666666666,6,1,5,0
KAZ,13,0.00024651391472012784,,2,0,2,0
KAZ,14,-0.003679267212537192,-0.2,5,0,4,1
KAZ,15,-0.007960913008295033,-0.14285714285714285,7,0,6,1
KAZ,16,0.002415550833862393,0.2,5,1,4,0
KAZ,17,-0.002848710095696266,,2,0,2,0
KAZ,18,-0.002505550662909987,0.0,4,0,4,0
KAZ,19,0.01735926765309149,0.4,5,2,3,0
KAZ,20,0.0014824532252301352,0.1111111111111111,9,1,8,0
KAZ,21,-0.00957138838705317,-0.3333333333333333,9,0,6,3
KAZ,22,0.00029408282989991483,0.0,8,0,8,0
KAZ,23,-0.011641375720378159,-0.375,8,0,5,3
KAZ,24,-0.007322210620615489,-0.16666666666666666,6,0,5,1
KAZ,25,0.00047537252205669963,0.0,3,0,3,0
KEN,1,-0.004096832476686019,-0.2,5,1,2,2
KEN,2,0.0019971585674140035,0.0,5,1,3,1
KEN,3,,,0,0,0,0
KEN,4,-0.005331634162074345,,2,0,1,1
KEN,5,,,0,0,0,0
KEN,6,0.0018203028300926407,,1,0,1,0
KEN,8,,,0,0,0,0
KEN,9,,,0,0,0,0
KEN,10,6.507237105351104e-17,,1,0,1,0
KEN,11,,,0,0,0,0
KEN,12,0.005765855412105034,0.25,4,1,3,0
KEN,13,-0.01235075798400241,,2,0,1,1
KEN,14,-0.008480014190628061,-0.4,5,0,3,2
