iso3,concept_id,magnitude,breadth,n_slope_metrics,n_improving,n_flat,n_deteriorating
KEN,15,0.01680580475593642,0.0,7,1,5,1
KEN,16,-0.0034922846740268274,-0.2,5,0,4,1
KEN,17,0.010446836426596263,,2,1,1,0
KEN,18,-0.013133060508415884,-0.25,4,0,3,1
KEN,19,0.01243946380538688,0.2,5,2,2,1
KEN,20,-0.0004099578087021677,0.1111111111111111,9,1,8,0
KEN,21,-0.022255381524744156,-0.5555555555555556,9,1,2,6
KEN,22,-0.009666746026770078,-0.25,8,0,6,2
KEN,23,0.006945175050309642,0.25,8,3,4,1
KEN,24,-0.04619602137674603,-0.6666666666666666,6,1,0,5
KEN,25,-0.002495596321224938,-0.3333333333333333,3,0,2,1
KOR,1,0.01077245167600695,0.2,5,1,4,0
KOR,2,-0.019592705032831555,-0.2,5,0,4,1
KOR,3,,,0,0,0,0
KOR,4,0.040064144322155354,,2,1,1,0
KOR,5,,,0,0,0,0
KOR,6,0.0028121563496418577,,1,0,1,0
KOR,8,,,0,0,0,0
KOR,9,,,0,0,0,0
KOR,10,-1.4018877310915692e-17,,1,0,1,0
KOR,11,,,0,0,0,0
KOR,12,-0.002023133699524869,-0.2,5,0,4,1
KOR,13,-1.5122921294924326e-17,,2,0,2,0
KOR,14,0.02268364759443128,0.8,5,4,1,0
KOR,15,0.019300993691664804,0.5714285714285714,7,4,3,0
KOR,16,0.026977093418795742,0.4,5,2,3,0
KOR,17,0.005334103455742656,,2,1,1,0
KOR,18,-0.0003464663312469732,0.0,4,0,4,0
KOR,19,-0.0017333774805847082,0.2,5,2,2,1
KOR,20,0.013903987872666909,0.1111111111111111,9,3,4,2
KOR,21,0.02481676781596381,0.4444444444444444,9,4,5,0
KOR,22,0.0031024509111826307,0.125,8,2,5,1
KOR,23,0.04479519640606366,0.5,8,4,4,0
KOR,24,0.010649993270755944,0.16666666666666666,6,2,3,1
KOR,25,0.04687957225807953,1.0,3,3,0,0
KWT,1,-0.012333734686297658,-0.25,4,0,3,1
KWT,2,-0.0003421288236186628,0.0,5,0,5,0
KWT,3,,,0,0,0,0
KWT,4,-0.0005390250068362266,,2,0,2,0
KWT,5,,,0,0,0,0
KWT,6,-0.0010780500136724647,,1,0,1,0
KWT,8,,,0,0,0,0
KWT,9,,,0,0,0,0
KWT,10,2.0693253765885366e-17,,1,0,1,0
KWT,11,,,0,0,0,0
KWT,12,0.0011012727016266562,0.0,3,0,3,0
KWT,13,-0.0014790834883209873,,2,0,2,0
KWT,14,-0.008393507133304771,-0.2,5,0,4,1
KWT,15,-0.0027285567397263405,0.0,7,2,3,2
KWT,16,0.00016272873984669878,0.0,5,0,5,0
KWT,17,0.012447833730228808,,2,1,1,0
KWT,18,-0.0006930327042487533,-0.3333333333333333,3,0,2,1
KWT,19,,,0,0,0,0
KWT,20,-0.027391644268418135,-0.5,4,0,2,2
KWT,21,-0.0036611357088536063,-0.2222222222222222,9,0,7,2
KWT,22,-0.002924213379981958,0.0,8,0,8,0
KWT,23,-0.007771156875417709,-0.25,8,0,6,2
KWT,24,-0.0027291111738863816,-0.16666666666666666,6,0,5,1
KWT,25,-0.003383315855329487,-0.3333333333333333,3,0,2,1
LKA,1,0.021190967564779468,0.6,5,3,2,0
LKA,2,0.00454874099793574,0.2,5,1,4,0
LKA,3,,,0,0,0,0
LKA,4,0.008829412865783424,,2,1,1,0
LKA,5,,,0,0,0,0
LKA,6,1.5530368501128953e-05,,1,0,1,0
LKA,8,,,0,0,0,0
LKA,9,,,0,0,0,0
LKA,10,-0.00976349575804515,,1,0,1,0
LKA,11,,,0,0,0,0
LKA,12,0.012675330371163196,0.6666666666666666,3,2,1,0
LKA,13,-0.001068226963786838,,2,0,2,0
LKA,14,0.024945510834185676,0.8,5,4,1,0
LKA,15,-0.007026331573066718,0.14285714285714285,7,2,4,1
LKA,16,-0.002967680226207956,0.0,5,1,3,1
LKA,17,-0.006368598553268355,,2,0,1,1
LKA,18,0.043811890165617505,0.5,4,2,2,0
LKA,19,0.00793181017795887,0.4,5,2,3,0
LKA,20,0.026548394856212125,0.8888888888888888,9,8,1,0
LKA,21,0.043571744440029175,0.7777777777777778,9,7,2,0
LKA,22,-0.0046078505579371385,-0.25,8,1,4,3
LKA,23,0.015127831494474915,0.375,8,3,5,0
LKA,24,0.037207428859783655,0.3333333333333333,6,3,2,1
LKA,25,0.03592897201195258,1.0,3,3,0,0
LTU,1,0.010431028757016599,0.2,5,1,4,0
LTU,2,-0.01659548687534717,0.0,5,1,3,1
LTU,3,,,0,0,0,0
LTU,4,-0.01026800398743877,,2,0,1,1
LTU,5,,,0,0,0,0
LTU,6,0.003303512486634793,,1,0,1,0
LTU,8,,,0,0,0,0
LTU,9,,,0,0,0,0
LTU,10,-2.0190189376493925e-17,,1,0,1,0
LTU,11,,,0,0,0,0
LTU,12,-0.0015397397029599514,0.0,5,1,3,1
LTU,13,-5.791549722912991e-18,,2,0,2,0
LTU,14,0.007058299188395243,0.2,5,1,4,0
LTU,15,0.017164657921371316,0.14285714285714285,7,2,4,1
LTU,16,0.0019896424212908314,0.2,5,1,4,0
LTU,17,0.0003772333237841407,,2,0,2,0
LTU,18,0.0034282210531950442,0.0,4,0,4,0
LTU,19,-0.032001265876060614,-0.6,5,0,2,3
LTU,20,-0.0017603072071549321,-0.1111111111111111,9,0,8,1
LTU,21,0.002747668509640035,0.1111111111111111,9,1,8,0
LTU,22,-0.00021873363870628232,0.0,8,0,8,0
LTU,23,-0.01134319540283244,-0.125,8,0,7,1
LTU,24,-0.001692910153719478,0.0,6,1,4,1
LTU,25,0.01797516431607158,0.6666666666666666,3,2,1,0
LUX,1,0.0008417231652987098,0.0,5,0,5,0
LUX,2,0.0007789243184207108,0.0,4,0,4,0
LUX,3,,,0,0,0,0
LUX,4,-0.002301099929951327,,2,0,2,0
LUX,5,,,0,0,0,0
LUX,6,-0.004602199859902659,,1,0,1,0
LUX,8,,,0,0,0,0
LUX,9,,,0,0,0,0
LUX,10,4.020897065714286e-17,,1,0,1,0
LUX,11,,,0,0,0,0
LUX,12,0.007301960438215472,0.2,5,1,4,0
LUX,13,-4.3684647418402964e-18,,2,0,2,0
LUX,14,0.002759603607921626,0.2,5,1,4,0
LUX,15,0.002118759103275137,0.0,7,0,7,0
LUX,16,0.0007789243184206857,0.0,4,0,4,0
LUX,17,-0.005139809134806283,,2,0,1,1
LUX,18,0.012560914668793048,0.25,4,1,3,0
LUX,19,0.0005649267403048322,0.0,5,1,3,1
LUX,20,-0.0009471235121162667,0.0,9,0,9,0
LUX,21,0.0016787005899397119,0.1111111111111111,9,1,8,0
LUX,22,0.0016016365054093119,0.125,8,1,7,0
LUX,23,1.630999896581136e-17,0.0,8,0,8,0
LUX,24,0.0008894661514791494,0.0,6,0,6,0
LUX,25,0.00543090754238426,0.3333333333333333,3,1,2,0
LVA,1,0.008407559762635988,0.4,5,2,3,0
LVA,2,0.0056537739323874875,0.2,5,1,4,0
LVA,3,,,0,0,0,0
LVA,4,0.001516120197075478,,2,0,2,0
LVA,5,,,0,0,0,0
LVA,6,0.0030322403941509374,,1,0,1,0
LVA,8,,,0,0,0,0
LVA,9,,,0,0,0,0
LVA,10,0.016618032286122377,,1,1,0,0
LVA,11,,,0,0,0,0
LVA,12,5.410614107346852e-05,0.0,5,0,5,0
LVA,13,0.015311390099786375,,2,1,1,0
LVA,14,0.006843760597804935,0.4,5,2,3,0
LVA,15,0.009307795954966934,0.2857142857142857,7,2,5,0
LVA,16,0.0031496498877871316,0.0,5,0,5,0
LVA,17,0.009322115387652638,,2,1,1,0
LVA,18,0.002998988412162415,0.0,4,0,4,0
LVA,19,-0.01580391968976946,-0.2,5,0,4,1
LVA,20,-0.006193363137218658,-0.1111111111111111,9,0,8,1
LVA,21,-0.00933317975590209,-0.4444444444444444,9,0,5,4
LVA,22,-1.4611864973905048e-06,0.0,8,1,6,1
LVA,23,-0.0038877534561744744,-0.125,8,0,7,1
LVA,24,0.0003609216244047072,0.0,6,1,4,1
LVA,25,-0.00730466367651797,-0.3333333333333333,3,0,2,1
MAR,1,7.927732701853857e-17,0.0,5,0,5,0
MAR,2,0.0006899999887658077,0.0,5,0,5,0
MAR,3,,,0,0,0,0
MAR,4,-0.005623079484461344,,2,0,1,1
MAR,5,,,0,0,0,0
MAR,6,-0.01124615896892267,,1,0,0,1
MAR,8,,,0,0,0,0
MAR,9,,,0,0,0,0
MAR,10,6.189003661888004e-17,,1,0,1,0
MAR,11,,,0,0,0,0
MAR,12,0.005851543045979485,0.25,4,1,3,0
MAR,13,-0.005800123852549941,,2,0,2,0
MAR,14,-0.0004558279345980196,0.0,5,0,5,0
MAR,15,0.0024523192309516034,0.14285714285714285,7,1,6,0
MAR,16,0.0006899999887657916,0.0,5,0,5,0
MAR,17,-0.013174389882456826,,2,0,1,1
MAR,18,0.0008177115898905974,0.0,4,0,4,0
MAR,19,1.2985851101713164e-18,0.0,5,0,5,0
MAR,20,-0.00010861123691343793,0.0,9,0,9,0
MAR,21,0.0002989003055961403,0.1111111111111111,9,1,8,0
MAR,22,-0.00023696144193179915,0.0,8,0,8,0
MAR,23,-0.00230593162554793,0.0,8,0,8,0
MAR,24,-0.0016503347870812101,0.0,6,0,6,0
MAR,25,0.004292091249545156,0.3333333333333333,3,1,2,0
MEX,1,0.00048031445196515776,0.0,5,1,3,1
MEX,2,-0.020710082371460145,-0.4,5,0,3,2
MEX,3,,,0,0,0,0
MEX,4,-0.003570387577852656,,2,0,2,0
MEX,5,,,0,0,0,0
MEX,6,-0.009190996695635417,,1,0,1,0
MEX,8,,,0,0,0,0
MEX,9,,,0,0,0,0
MEX,10,-0.0028928876320133464,,1,0,1,0
MEX,11,,,0,0,0,0
MEX,12,0.002538044999678559,0.0,6,0,6,0
MEX,13,-0.006506734779039258,,2,0,1,1
MEX,14,-0.0008305984542167084,0.0,5,1,3,1
MEX,15,-0.057972278132568625,-0.8571428571428571,7,0,1,6
MEX,16,-0.003923291926853389,-0.2,5,0,4,1
MEX,17,-0.003093354159896178,,2,0,2,0
MEX,18,-0.0038268908146306623,-0.25,4,0,3,1
MEX,19,-0.005516745925613445,-0.4,5,1,1,3
MEX,20,-0.009950437510837063,-0.3333333333333333,9,1,4,4
MEX,21,0.005178734254077219,0.2222222222222222,9,3,5,1
MEX,22,-0.007571951943024932,-0.25,8,0,6,2
MEX,23,-0.01658780364211545,-0.25,8,2,2,4
MEX,24,0.0064337552918162745,0.16666666666666666,6,2,3,1
MEX,25,-0.002957414767368637,-0.3333333333333333,3,0,2,1
MLT,1,-9.266677049161991e-05,0.0,5,0,5,0
MLT,2,-0.0010376893930045086,0.0,4,0,4,0
MLT,3,,,0,0,0,0
MLT,4,-0.0018912263400217152,,2,0,2,0
MLT,5,,,0,0,0,0
MLT,6,-0.0037824526800434395,,1,0,1,0
MLT,8,,,0,0,0,0
MLT,9,,,0,0,0,0
MLT,10,-2.924915171316394e-17,,1,0,1,0
MLT,11,,,0,0,0,0
MLT,12,0.0020517375249072167,0.0,5,0,5,0
MLT,13,-3.0651459608996345e-18,,2,0,2,0
MLT,14,0.0003826266388797123,0.0,5,0,5,0
MLT,15,0.00040912544992756746,0.0,7,0,7,0
MLT,16,0.0016114309057996485,0.25,4,1,3,0
MLT,17,0.0022040556184067437,,2,0,2,0
MLT,18,-0.0015605452717867682,0.0,4,0,4,0
MLT,19,-0.0015618241771877814,0.0,5,0,5,0
MLT,20,3.258337107405452e-05,0.0,9,0,9,0
MLT,21,-0.0011836043551385277,-0.1111111111111111,9,0,8,1
MLT,22,0.0066921457860237114,0.375,8,3,5,0
MLT,23,3.454675316669392e-05,0.0,8,0,8,0
MLT,24,-0.0015913942589709524,0.0,6,0,6,0
MLT,25,-0.00011893124707463143,0.0,3,0,3,0
MYS,1,0.009413210925945797,0.4,5,2,3,0
MYS,2,-0.014898851614316764,-0.2,5,0,4,1
MYS,3,,,0,0,0,0
MYS,4,0.0033992506365247417,,2,0,2,0
MYS,5,,,0,0,0,0
MYS,6,0.006798501273049474,,1,0,1,0
MYS,8,,,0,0,0,0
MYS,9,,,0,0,0,0
MYS,10,1.9183319088887383e-17,,1,0,1,0
MYS,11,,,0,0,0,0
MYS,12,0.004889462315035739,0.3333333333333333,3,1,2,0
MYS,13,0.0035654129199020235,,2,0,2,0
MYS,14,0.0034649948430859464,0.2,5,1,4,0
MYS,15,0.00041966456233166494,0.0,7,0,7,0
MYS,16,0.00012116923089562897,0.0,5,0,5,0
MYS,17,0.00042414161740462065,,2,0,2,0
MYS,18,0.0014488988284364263,0.0,4,0,4,0
MYS,19,-0.002075450038270949,-0.2,5,0,4,1
MYS,20,0.0024750237169956957,0.1111111111111111,9,1,8,0
MYS,21,-0.0011965772054774535,-0.1111111111111111,9,0,8,1
MYS,22,-0.0017852581013514906,-0.125,8,0,7,1
MYS,23,-0.0015060061542725787,-0.125,8,0,7,1
MYS,24,-0.0022283501274824777,-0.16666666666666666,6,0,5,1
MYS,25,-0.0007692071449277429,0.0,3,0,3,0
NGA,1,0.008251600227875322,0.4,5,2,3,0
NGA,2,-0.008784685295087406,-0.4,5,0,3,2
NGA,3,,,0,0,0,0
NGA,4,5.352990400618509e-05,,2,0,2,0
NGA,5,,,0,0,0,0
NGA,6,-0.004961543443478511,,1,0,1,0
NGA,8,,,0,0,0,0
NGA,9,,,0,0,0,0
NGA,10,0.006942930316829004,,1,0,1,0
NGA,11,,,0,0,0,0
NGA,12,0.01109870985837281,0.6666666666666666,3,2,1,0
NGA,13,-0.03210022026179795,,2,0,1,1
NGA,14,0.013159615546719374,0.2,5,2,2,1
NGA,15,0.0010455227090559866,-0.2857142857142857,7,1,3,3
NGA,16,0.010645346780780711,0.0,5,1,3,1
NGA,17,-0.01384045847917216,,2,0,1,1
NGA,18,0.05548722704421182,0.75,4,3,1,0
NGA,19,-0.027004991002712586,-1.0,5,0,0,5
NGA,20,0.0021904846777686927,0.1111111111111111,9,1,8,0
NGA,21,0.0006413691520998669,0.0,9,3,3,3
NGA,22,0.010431387710539915,0.375,8,3,5,0
NGA,23,-0.01831859937528661,-0.5,8,0,4,4
NGA,24,-0.008747877237644818,0.0,6,2,2,2
NGA,25,-0.006696876353467895,0.0,3,1,1,1
NLD,1,-0.008747972958912744,-0.2,5,0,4,1
NLD,2,-0.0010237092424715982,0.0,5,0,5,0
NLD,3,,,0,0,0,0
NLD,4,-0.004830649124476828,,2,0,2,0
NLD,5,,,0,0,0,0
NLD,6,-0.009661298248953655,,1,0,1,0
NLD,8,,,0,0,0,0
NLD,9,,,0,0,0,0
NLD,10,-4.4956138283348506e-17,,1,0,1,0
NLD,11,,,0,0,0,0
NLD,12,0.017727400741612807,0.4,5,2,3,0
NLD,13,-2.845477947327607e-18,,2,0,2,0
NLD,14,-0.004765794245244858,0.0,5,0,5,0
NLD,15,-0.0008828805312562309,0.0,7,0,7,0
NLD,16,-0.001023709242471609,0.0,5,0,5,0
NLD,17,0.0017889929078359706,,2,0,2,0
NLD,18,-0.015537896374929848,-0.25,4,0,3,1
NLD,19,-0.003015478299426756,-0.2,5,0,4,1
NLD,20,-0.0001404650482341878,-0.1111111111111111,9,1,6,2
NLD,21,-0.011321759321159437,-0.3333333333333333,9,1,4,4
NLD,22,-0.000577389518828465,0.0,8,0,8,0
NLD,23,-0.0004718011152896092,0.0,8,0,8,0
NLD,24,-0.020639141425411213,-0.5,6,0,3,3
NLD,25,-0.012751458344019717,-0.3333333333333333,3,0,2,1
NOR,1,3.543104769800179e-19,0.0,5,0,5,0
NOR,2,-0.0031116176362234677,-0.2,5,0,4,1
NOR,3,,,0,0,0,0
NOR,4,0.0014382652207432004,,2,0,2,0
NOR,5,,,0,0,0,0
NOR,6,0.002876530441486365,,1,0,1,0
NOR,8,,,0,0,0,0
NOR,9,,,0,0,0,0
NOR,10,0.1227468293860852,,1,1,0,0
NOR,11,,,0,0,0,0
NOR,12,0.015617783869782615,0.2,5,1,4,0
NOR,13,-0.00600877667130162,,2,0,1,1
NOR,14,0.005041180063213005,0.2,5,1,4,0
NOR,15,-0.0006190012070287435,0.0,7,0,7,0
NOR,16,-0.0031116176362235046,-0.2,5,0,4,1
NOR,17,0.007581509502373896,,2,1,1,0
NOR,18,-0.0004993125103952315,0.0,4,0,4,0
NOR,19,0.004712819439865408,0.2,5,1,4,0
NOR,20,-0.002700116204401463,0.0,9,0,9,0
NOR,21,0.0008477138190949653,0.1111111111111111,9,1,8,0
NOR,22,0.0013509636820146663,0.0,8,0,8,0
NOR,23,0.00023750892802092835,0.0,8,0,8,0
NOR,24,0.0017842905327859683,0.16666666666666666,6,1,5,0
NOR,25,0.0005163788885499204,0.0,3,0,3,0
NZL,1,-0.0003706670819665802,0.0,5,0,5,0
NZL,2,0.001452424270268809,0.0,5,0,5,0
NZL,3,,,0,0,0,0
NZL,4,0.004533418476639708,,2,0,2,0
NZL,5,,,0,0,0,0
NZL,6,0.0012418247425465545,,1,0,1,0
NZL,8,,,0,0,0,0
NZL,9,,,0,0,0,0
NZL,10,-0.02860744436102309,,1,0,0,1
NZL,11,,,0,0,0,0
NZL,12,-0.0041388319429833025,-0.2,5,0,4,1
NZL,13,-2.4110272078609297e-17,,2,0,2,0
NZL,14,0.00014449268976500317,0.0,5,0,5,0
NZL,15,-0.0032040627205730038,0.0,7,1,5,1
NZL,16,0.006104655854419887,0.2,5,1,4,0
NZL,17,-0.0007603016823077527,,2,0,2,0
NZL,18,-0.009361045545001877,-0.25,4,0,3,1
NZL,19,-0.015820566527008383,-0.4,5,0,3,2
NZL,20,-0.007432438410463308,-0.1111111111111111,9,0,8,1
NZL,21,-0.024369570887323236,-0.3333333333333333,9,1,4,4
NZL,22,-0.00034177131047864723,0.0,8,0,8,0
NZL,23,-0.013845988317444562,-0.25,8,1,4,3
NZL,24,-0.023515977897461588,-0.16666666666666666,6,1,3,2
NZL,25,-0.02271729179279634,-0.3333333333333333,3,0,2,1
OMN,1,-0.0005019450068298076,0.0,4,0,4,0
OMN,2,0.00040991673773204464,0.0,4,0,4,0
OMN,3,,,0,0,0,0
OMN,4,-0.03353820735734496,,1,0,0,1
OMN,5,,,0,0,0,0
OMN,6,,,0,0,0,0
OMN,8,,,0,0,0,0
OMN,9,,,0,0,0,0
OMN,10,-2.0160781267188868e-17,,1,0,1,0
OMN,11,,,0,0,0,0
OMN,12,0.001324064940824246,0.0,3,0,3,0
OMN,13,0.0031488044040240194,,2,0,2,0
OMN,14,2.2253312015791903e-17,0.0,3,0,3,0
OMN,15,-0.001127252688126633,0.0,5,0,5,0
OMN,16,0.0004099167377320195,0.0,4,0,4,0
OMN,17,0.0016796729489966047,,1,0,1,0
OMN,18,1.8912986139784817e-17,0.0,3,0,3,0
OMN,19,-6.22108872637074e-18,0.0,5,0,5,0
OMN,20,0.00011077348103115857,0.0,9,0,9,0
OMN,21,-0.002810986766376982,-0.1111111111111111,9,0,8,1
OMN,22,0.00172959741602146,0.125,8,1,7,0
OMN,23,-3.886509731253512e-05,0.0,8,0,8,0
OMN,24,-0.008571945996860309,-0.3333333333333333,6,0,4,2
OMN,25,1.7255102784045713e-17,,2,0,2,0
PAK,1,0.002944811539550567,0.2,5,2,2,1
PAK,2,0.0005478688522060195,0.0,5,1,3,1
PAK,3,,,0,0,0,0
PAK,4,0.006066975866730431,,2,0,2,0
PAK,5,,,0,0,0,0
PAK,6,0.0038476396762429583,,1,0,1,0
PAK,8,,,0,0,0,0
PAK,9,,,0,0,0,0
PAK,10,-0.007360791863678967,,1,0,1,0
PAK,11,,,0,0,0,0
PAK,12,0.012007255879262588,0.3333333333333333,3,1,2,0
PAK,13,-0.09585079529709706,,2,0,0,2
PAK,14,0.004193310514781763,-0.2,5,1,2,2
PAK,15,-0.028336605401191862,-0.42857142857142855,7,0,4,3
PAK,16,-0.016003427672186474,-0.4,5,0,3,2
PAK,17,0.016189571148856587,,2,1,1,0
PAK,18,0.011158488379648638,0.5,4,2,2,0
PAK,19,-0.01883560178986205,-0.4,5,0,3,2
PAK,20,-0.010249132923721028,-0.5555555555555556,9,1,2,6
PAK,21,-0.022431932833258613,-0.6666666666666666,9,1,1,7
PAK,22,0.01149802009040097,0.25,8,2,6,0
PAK,23,-0.014168087953426228,-0.125,8,1,5,2
PAK,24,-0.011287904981523052,-0.5,6,1,1,4
PAK,25,-0.00854206620351679,-0.6666666666666666,3,0,1,2
PAN,1,-0.0025443619757871553,-0.2,5,0,4,1
PAN,2,0.00012351581047985628,0.0,5,0,5,0
PAN,3,,,0,0,0,0
PAN,4,0.034629002737489444,,2,1,1,0
PAN,5,,,0,0,0,0
PAN,6,-0.0005463428997858474,,1,0,1,0
PAN,8,,,0,0,0,0
PAN,9,,,0,0,0,0
PAN,10,5.777539083732013e-17,,1,0,1,0
PAN,11,,,0,0,0,0
PAN,12,0.0013771517996869632,,2,0,2,0
PAN,13,-0.07576694639064975,,2,0,0,2
PAN,14,-0.0008757771834104686,-0.2,5,0,4,1
PAN,15,0.002589867015206218,0.0,7,0,7,0
PAN,16,0.00012351581047985157,0.0,5,0,5,0
PAN,17,0.006827935427853623,,2,0,2,0
PAN,18,0.0003009029767242187,0.0,4,0,4,0
PAN,19,0.004954520750943086,0.2,5,1,4,0
PAN,20,-0.0024199517581381573,-0.1111111111111111,9,0,8,1
PAN,21,0.011178957553780141,0.5555555555555556,9,5,4,0
PAN,22,-0.028713294843835842,-0.25,8,0,6,2
PAN,23,0.0035778673338656432,0.125,8,1,7,0
PAN,24,0.011389666086364617,0.5,6,3,3,0
PAN,25,-0.005152920055469701,-0.3333333333333333,3,0,2,1
PER,1,-0.00830401658950691,-0.2,5,0,4,1
PER,2,0.005725234718881116,0.4,5,2,3,0
PER,3,,,0,0,0,0
PER,4,0.00043190218864828906,,2,0,2,0
PER,5,,,0,0,0,0
PER,6,0.000863804377296622,,1,0,1,0
PER,8,,,0,0,0,0
PER,9,,,0,0,0,0
PER,10,6.566233720925798e-17,,1,0,1,0
PER,11,,,0,0,0,0
PER,12,0.00739201712100471,0.3333333333333333,3,1,2,0
PER,13,-0.09498811516044918,,2,0,1,1
PER,14,-0.004081855119142405,-0.2,5,0,4,1
PER,15,-0.01858790337170726,-0.42857142857142855,7,0,4,3
PER,16,-0.00041812088968431766,0.0,5,1,3,1
PER,17,0.007267518509731162,,2,1,1,0
PER,18,-0.004320072015130285,-0.25,4,0,3,1
PER,19,-0.016537454709117844,-0.6,5,1,0,4
PER,20,-0.0034021938536161044,-0.1111111111111111,9,0,8,1
PER,21,0.007567892063033692,0.0,9,2,5,2
PER,22,-0.01761529416340892,-0.25,8,0,6,2
PER,23,-0.008743113029277948,0.0,8,1,6,1
PER,24,-0.0016802243988231272,0.0,6,2,2,2
PER,25,-0.0012270174644896902,0.0,3,0,3,0
PHL,1,-0.0013830443727553383,0.0,5,0,5,0
PHL,2,0.007896863914533932,0.6,5,3,2,0
PHL,3,,,0,0,0,0
PHL,4,-0.0029408561737637997,,2,0,2,0
PHL,5,,,0,0,0,0
PHL,6,-0.005881712347527587,,1,0,1,0
PHL,8,,,0,0,0,0
PHL,9,,,0,0,0,0
PHL,10,2.6781613667607102e-17,,1,0,1,0
PHL,11,,,0,0,0,0
PHL,12,0.003740791143614615,0.0,3,0,3,0
PHL,13,0.005086337422392564,,2,0,2,0
PHL,14,-0.0010112324612061322,0.0,5,0,5,0
PHL,15,0.013230204579361983,0.14285714285714285,7,2,4,1
PHL,16,0.005210765241187186,0.4,5,2,3,0
PHL,17,-0.01123782195332359,,2,0,1,1
PHL,18,-0.010330996681526702,-0.5,4,0,2,2
PHL,19,0.007099353459370522,0.4,5,2,3,0
PHL,20,-0.019655493772187477,-0.5555555555555556,9,0,4,5
PHL,21,-0.003453331635663076,-0.2222222222222222,9,1,5,3
PHL,22,0.0005058215395085625,0.0,8,0,8,0
PHL,23,-0.035778436832136794,-0.25,8,0,6,2
PHL,24,0.002374851913325238,0.0,6,1,4,1
PHL,25,-0.0066395598613950835,-0.3333333333333333,3,0,2,1
POL,1,0.007259011126131617,0.2,5,1,4,0
POL,2,0.00022415947583901173,0.0,5,1,3,1
POL,3,,,0,0,0,0
POL,4,-0.000395459091821938,,2,0,2,0
POL,5,,,0,0,0,0
POL,6,0.004590913358663816,,1,0,1,0
POL,8,,,0,0,0,0
POL,9,,,0,0,0,0
POL,10,0.0027000284565458542,,1,0,1,0
POL,11,,,0,0,0,0
POL,12,0.0035904564074376965,0.0,6,1,4,1
POL,13,-0.026812225075551123,,2,0,1,1
POL,14,0.010555164582413182,0.4,5,2,3,0
POL,15,0.015397975805496506,0.2857142857142857,7,2,5,0
POL,16,0.008371892877979549,0.2,5,2,2,1
POL,17,0.011182936299533106,,2,2,0,0
POL,18,0.003932419778047011,0.25,4,1,3,0
POL,19,0.03043063242563515,1.0,5,5,0,0
POL,20,0.025313095859517812,0.4444444444444444,9,5,3,1
POL,21,0.028487095186731228,0.7777777777777778,9,7,2,0
POL,22,0.009219551681371858,0.5,8,4,4,0
POL,23,0.022706439674277414,0.625,8,5,3,0
POL,24,0.027020126991237497,0.6666666666666666,6,4,2,0
POL,25,0.022187255944456336,0.6666666666666666,3,2,1,0
PRT,1,-0.04037871540298179,-0.6,5,0,2,3
PRT,2,-0.014802843500612308,-0.2,5,0,4,1
PRT,3,,,0,0,0,0
PRT,4,-0.014910313697331715,,2,0,1,1
PRT,5,,,0,0,0,0
PRT,6,-0.002546985853769712,,1,0,1,0
PRT,8,,,0,0,0,0
PRT,9,,,0,0,0,0
PRT,10,-0.010004569727379611,,1,0,0,1
PRT,11,,,0,0,0,0
PRT,12,0.02610638631254852,0.2,5,1,4,0
PRT,13,-0.0013200820133263643,,2,0,2,0
PRT,14,-0.024519181534245524,-0.6,5,0,2,3
PRT,15,0.0017360807461568642,0.14285714285714285,7,1,6,0
PRT,16,-0.0009456338456026343,0.0,5,1,3,1
PRT,17,-0.01993237535390045,,2,0,1,1
PRT,18,-0.00264374435779601,0.0,4,0,4,0
PRT,19,0.0001011481639600284,0.0,5,2,1,2
PRT,20,-0.007074093117378971,-0.2222222222222222,9,1,5,3
PRT,21,-0.011600308200600283,-0.2222222222222222,9,2,3,4
PRT,22,-0.07007274721374931,-0.75,8,0,2,6
PRT,23,0.00304525301906047,0.125,8,1,7,0
PRT,24,-0.006347375572059353,0.0,6,2,2,2
PRT,25,-0.04357013126242371,-1.0,3,0,0,3
PRY,1,-0.0031944047468837056,-0.2,5,0,4,1
PRY,2,-0.0006306429688134089,0.0,5,0,5,0
PRY,3,,,0,0,0,0
PRY,4,-0.0011104711966447626,,2,0,2,0
PRY,5,,,0,0,0,0
PRY,6,-0.0022209423932895455,,1,0,1,0
PRY,8,,,0,0,0,0
PRY,9,,,0,0,0,0
PRY,10,2.6794720946964763e-17,,1,0,1,0
PRY,11,,,0,0,0,0
PRY,12,0.0011502347417840391,0.0,3,0,3,0
PRY,13,-0.021364539275739093,,2,0,1,1
PRY,14,-0.02100655117743706,-0.4,5,0,3,2
PRY,15,-0.0162905677328301,-0.2857142857142857,7,1,3,3
PRY,16,0.0005116189875646106,0.0,5,0,5,0
PRY,17,0.006888058014217316,,2,1,1,0
PRY,18,-0.005075011390152493,0.0,4,0,4,0
PRY,19,-0.02200462014615711,-1.0,5,0,0,5
PRY,20,-0.0004574879975714804,0.0,9,0,9,0
PRY,21,-0.004781093737037377,-0.1111111111111111,9,0,8,1
PRY,22,0.0029778454712083577,0.125,8,1,7,0
PRY,23,0.00020728051900017507,0.0,8,0,8,0
PRY,24,-0.005632552179749377,-0.16666666666666666,6,0,5,1
PRY,25,-1.2008778380368282e-05,0.0,3,0,3,0
QAT,1,0.003113741952092964,0.25,4,1,3,0
QAT,2,-0.0016207892064257002,-0.25,4,0,3,1
