iso3,category,year,category_score
QAT,Rule of law,2017,0.476402333
QAT,State capacity,2017,0.5715602147
ROU,Accountability,2017,0.5285602413
ROU,Economic and fiscal governance,2017,0.6092176783
ROU,Political foundations,2017,0.5630011152
ROU,Rule of law,2017,0.5789579623
ROU,State capacity,2017,0.5596970077
RUS,Accountability,2017,0.3514648531
RUS,Economic and fiscal governance,2017,0.4094894056
RUS,Political foundations,2017,0.3926389641
RUS,Rule of law,2017,0.3692814108
RUS,State capacity,2017,0.5187714408
RWA,Accountability,2017,0.4111433153
RWA,Economic and fiscal governance,2017,0.3828652488
RWA,Political foundations,2017,0.418672837
RWA,Rule of law,2017,0.3948975024
RWA,State capacity,2017,0.5106706237
SAU,Accountability,2017,0.2274274161
SAU,Economic and fiscal governance,2017,0.3485325823
SAU,Political foundations,2017,0.3759906795
SAU,Rule of law,2017,0.405498901
SAU,State capacity,2017,0.4799840006
SDN,Accountability,2017,0.2976356488
SDN,Economic and fiscal governance,2017,0.2413302104
SDN,Political foundations,2017,0.2458490346
SDN,Rule of law,2017,0.2398876484
SDN,State capacity,2017,0.2535350024
SEN,Accountability,2017,0.5927765101
SEN,Economic and fiscal governance,2017,0.4976014745
SEN,Political foundations,2017,0.5465260865
SEN,Rule of law,2017,0.5559329757
SEN,State capacity,2017,0.4445071603
SGP,Accountability,2017,0.4820161153
SGP,Economic and fiscal governance,2017,0.5674076449
SGP,Political foundations,2017,0.6046576845
SGP,Rule of law,2017,0.7020380812
SGP,State capacity,2017,0.6818284951
SLB,Accountability,2017,0.5290429193
SLB,Economic and fiscal governance,2017,0.3839543171
SLB,Political foundations,2017,0.4981873426
SLB,Rule of law,2017,0.5285081608
SLB,State capacity,2017,0.3781633837
SLE,Accountability,2017,0.5278334546
SLE,Economic and fiscal governance,2017,0.4166990322
SLE,Political foundations,2017,0.4880480988
SLE,Rule of law,2017,0.4443958573
SLE,State capacity,2017,0.3920458425
SLV,Accountability,2017,0.5340882832
SLV,Economic and fiscal governance,2017,0.5628956053
SLV,Political foundations,2017,0.5087055576
SLV,Rule of law,2017,0.4435118459
SLV,State capacity,2017,0.4816732337
SMR,Accountability,2017,0.6521555573
SMR,Economic and fiscal governance,2017,0.4391561886
SMR,Political foundations,2017,0.5900993472
SMR,Rule of law,2017,0.8466991413
SMR,State capacity,2017,0.6381849752
SOM,Accountability,2017,0.3633555544
SOM,Economic and fiscal governance,2017,0.3111265159
SOM,Political foundations,2017,0.3517574426
SOM,Rule of law,2017,0.2745317912
SOM,State capacity,2017,0.1683101226
SRB,Accountability,2017,0.4865505896
SRB,Economic and fiscal governance,2017,0.5029147741
SRB,Political foundations,2017,0.4853276719
SRB,Rule of law,2017,0.5009282987
SRB,State capacity,2017,0.5386490106
SSD,Accountability,2017,0.2289571049
SSD,Economic and fiscal governance,2017,0.2293252878
SSD,Political foundations,2017,0.2295373329
SSD,Rule of law,2017,0.1876099422
SSD,State capacity,2017,0.1366238404
STP,Accountability,2017,0.5562716793
STP,Economic and fiscal governance,2017,0.3832981876
STP,Political foundations,2017,0.5480526848
STP,Rule of law,2017,0.5576952571
STP,State capacity,2017,0.4736125112
SUR,Accountability,2017,0.581975516
SUR,Economic and fiscal governance,2017,0.3029453743
SUR,Political foundations,2017,0.5478953554
SUR,Rule of law,2017,0.5386017197
SUR,State capacity,2017,0.4250234156
SVK,Accountability,2017,0.6110032511
SVK,Economic and fiscal governance,2017,0.6490567214
SVK,Political foundations,2017,0.5745827451
SVK,Rule of law,2017,0.6154247446
SVK,State capacity,2017,0.6627928969
SVN,Accountability,2017,0.6473750903
SVN,Economic and fiscal governance,2017,0.595988946
SVN,Political foundations,2017,0.6596237725
SVN,Rule of law,2017,0.6385629013
SVN,State capacity,2017,0.6918940758
SWE,Accountability,2017,0.7349071437
SWE,Economic and fiscal governance,2017,0.6924109303
SWE,Political foundations,2017,0.6736675964
SWE,Rule of law,2017,0.7552421523
SWE,State capacity,2017,0.7532074393
SWZ,Accountability,2017,0.3271677986
SWZ,Economic and fiscal governance,2017,0.3403924846
SWZ,Political foundations,2017,0.4551637971
SWZ,Rule of law,2017,0.3588043717
SWZ,State capacity,2017,0.4103867648
SXM,Accountability,2017,0.5037558685
SXM,Economic and fiscal governance,2017,0.0205399061
SXM,Political foundations,2017,0.5457746479
SXM,State capacity,2017,0.6766845862
SYC,Accountability,2017,0.5657121119
SYC,Economic and fiscal governance,2017,0.4703525792
SYC,Political foundations,2017,0.5341477107
SYC,Rule of law,2017,0.5571039589
SYC,State capacity,2017,0.5665164202
SYR,Accountability,2017,0.1561052144
SYR,Economic and fiscal governance,2017,0.2226401661
SYR,Political foundations,2017,0.2097228875
SYR,Rule of law,2017,0.2299953387
SYR,State capacity,2017,0.1903244177
TCA,Accountability,2017,0.5037558685
TCA,Economic and fiscal governance,2017,0.1450286192
TCA,Political foundations,2017,0.5457746479
TCA,Rule of law,2017,0.3415861514
TCA,State capacity,2017,0.5962965951
TCD,Accountability,2017,0.3325148172
TCD,Economic and fiscal governance,2017,0.368485342
TCD,Political foundations,2017,0.328927354
TCD,Rule of law,2017,0.3299547258
TCD,State capacity,2017,0.1924162555
TGO,Accountability,2017,0.4621732433
TGO,Economic and fiscal governance,2017,0.4426049459
TGO,Political foundations,2017,0.5200830265
TGO,Rule of law,2017,0.4508906523
TGO,State capacity,2017,0.3644339725
THA,Accountability,2017,0.3316608017
THA,Economic and fiscal governance,2017,0.4503734254
THA,Political foundations,2017,0.3192223817
THA,Rule of law,2017,0.4089128953
THA,State capacity,2017,0.4671551505
TJK,Accountability,2017,0.2461493689
TJK,Economic and fiscal governance,2017,0.3441381663
TJK,Political foundations,2017,0.3823721803
TJK,Rule of law,2017,0.3192742184
TJK,State capacity,2017,0.4327206104
TLS,Accountability,2017,0.5310289615
TLS,Economic and fiscal governance,2017,0.3732384919
TLS,Political foundations,2017,0.5086041071
TLS,Rule of law,2017,0.4952874471
TLS,State capacity,2017,0.413171011
TON,Accountability,2017,0.5580811516
TON,Economic and fiscal governance,2017,0.341586238
TON,Political foundations,2017,0.5680393411
TON,Rule of law,2017,0.6364530177
TON,State capacity,2017,0.5634818914
TTO,Accountability,2017,0.608913232
TTO,Economic and fiscal governance,2017,0.4327167434
TTO,Political foundations,2017,0.5546050329
TTO,Rule of law,2017,0.5575678576
TTO,State capacity,2017,0.4896202841
TUN,Accountability,2017,0.5918267613
TUN,Economic and fiscal governance,2017,0.4333961891
TUN,Political foundations,2017,0.4705687634
TUN,Rule of law,2017,0.545775027
TUN,State capacity,2017,0.4666307358
TUR,Accountability,2017,0.3412128485
TUR,Economic and fiscal governance,2017,0.5281796449
TUR,Political foundations,2017,0.33110656
TUR,Rule of law,2017,0.3617704434
TUR,State capacity,2017,0.5045307275
TUV,Accountability,2017,0.6363581983
TUV,Economic and fiscal governance,2017,0.3487290523
TUV,Political foundations,2017,0.5822456404
TUV,Rule of law,2017,0.5308456452
TUV,State capacity,2017,0.4619057063
TZA,Accountability,2017,0.488178685
TZA,Economic and fiscal governance,2017,0.4371379779
TZA,Political foundations,2017,0.5551152145
TZA,Rule of law,2017,0.4905682225
TZA,State capacity,2017,0.4354323779
UGA,Accountability,2017,0.4350142181
UGA,Economic and fiscal governance,2017,0.4579510768
UGA,Political foundations,2017,0.4337906625
UGA,Rule of law,2017,0.354969665
UGA,State capacity,2017,0.4450690336
UKR,Accountability,2017,0.4827671249
UKR,Economic and fiscal governance,2017,0.5031249091
UKR,Political foundations,2017,0.3235774902
UKR,Rule of law,2017,0.3908559582
UKR,State capacity,2017,0.454407209
URY,Accountability,2017,0.6805827329
URY,Economic and fiscal governance,2017,0.5505513891
URY,Political foundations,2017,0.6691073075
URY,Rule of law,2017,0.6886585652
URY,State capacity,2017,0.6231205937
USA,Accountability,2017,0.6511287303
USA,Economic and fiscal governance,2017,0.6582692252
USA,Political foundations,2017,0.5801480757
USA,Rule of law,2017,0.6530979185
USA,State capacity,2017,0.685920644
UZB,Accountability,2017,0.2693660824
UZB,Economic and fiscal governance,2017,0.3150025447
UZB,Political foundations,2017,0.4061062365
UZB,Rule of law,2017,0.3229074403
UZB,State capacity,2017,0.4464546348
VCT,Accountability,2017,0.5797846616
VCT,Economic and fiscal governance,2017,0.3842942861
VCT,Political foundations,2017,0.5635958427
VCT,Rule of law,2017,0.5243234555
VCT,State capacity,2017,0.4929458199
VEN,Accountability,2017,0.3260887392
VEN,Economic and fiscal governance,2017,0.2364970047
VEN,Political foundations,2017,0.4338214031
VEN,Rule of law,2017,0.2351377147
VEN,State capacity,2017,0.3485879463
VGB,Accountability,2017,0.5037558685
VGB,Economic and fiscal governance,2017,0.1450286192
VGB,Political foundations,2017,0.5457746479
VGB,Rule of law,2017,0.2602657005
VGB,State capacity,2017,0.5919409433
VIR,Accountability,2017,0.5037558685
VIR,Economic and fiscal governance,2017,0.4814041126
VIR,Political foundations,2017,0.568528243
VIR,Rule of law,2017,0.01630434783
VIR,State capacity,2017,0.6350176906
VNM,Accountability,2017,0.3961150639
VNM,Economic and fiscal governance,2017,0.3958947852
VNM,Political foundations,2017,0.4788361082
VNM,Rule of law,2017,0.4388250843
VNM,State capacity,2017,0.4995562997
VUT,Accountability,2017,0.6028691955
VUT,Economic and fiscal governance,2017,0.4580862486
VUT,Political foundations,2017,0.6286835055
VUT,Rule of law,2017,0.5789588132
VUT,State capacity,2017,0.4618081523
WSM,Accountability,2017,0.5671364836
WSM,Economic and fiscal governance,2017,0.3479376907
WSM,Political foundations,2017,0.5884224298
WSM,Rule of law,2017,0.6201462433
WSM,State capacity,2017,0.544619098
XKX,Accountability,2017,0.5149721863
XKX,Economic and fiscal governance,2017,0.4665789491
XKX,Political foundations,2017,0.5067964753
XKX,Rule of law,2017,0.4498941385
XKX,State capacity,2017,0.4761126605
YEM,Accountability,2017,0.2589651742
YEM,Economic and fiscal governance,2017,0.3100289023
YEM,Political foundations,2017,0.2265954942
YEM,Rule of law,2017,0.2174966879
YEM,State capacity,2017,0.2192078588
ZAF,Accountability,2017,0.6090771479
ZAF,Economic and fiscal governance,2017,0.5423205164
ZAF,Political foundations,2017,0.4948584635
ZAF,Rule of law,2017,0.5197124736
ZAF,State capacity,2017,0.5212011147
ZMB,Accountability,2017,0.4734611776
ZMB,Economic and fiscal governance,2017,0.441691097
ZMB,Political foundations,2017,0.4942701516
ZMB,Rule of law,2017,0.4801279102
ZMB,State capacity,2017,0.4170464214
ZWE,Accountability,2017,0.4340513296
ZWE,Economic and fiscal governance,2017,0.303933686
ZWE,Political foundations,2017,0.3761313193
ZWE,Rule of law,2017,0.3538999932
ZWE,State capacity,2017,0.3714536219
ABW,Accountability,2018,0.5037558685
ABW,Economic and fiscal governance,2018,0.3830054062
ABW,Political foundations,2018,0.5904807842
ABW,Rule of law,2018,0.5931964573
ABW,State capacity,2018,0.6438393477
AFG,Accountability,2018,0.4066133494
AFG,Economic and fiscal governance,2018,0.4336260586
AFG,Political foundations,2018,0.3147290112
AFG,Rule of law,2018,0.2864146339
AFG,State capacity,2018,0.2603285908
AGO,Accountability,2018,0.3679565635
AGO,Economic and fiscal governance,2018,0.3195987494
AGO,Political foundations,2018,0.3884354466
AGO,Rule of law,2018,0.3784428269
AGO,State capacity,2018,0.3829553092
ALB,Accountability,2018,0.5207234576
ALB,Economic and fiscal governance,2018,0.5594329476
ALB,Political foundations,2018,0.5235924038
ALB,Rule of law,2018,0.4771346242
ALB,State capacity,2018,0.5558923594
AND,Accountability,2018,0.6355458947
AND,Economic and fiscal governance,2018,0.5700115489
AND,Political foundations,2018,0.5902639099
AND,Rule of law,2018,0.6764956232
AND,State capacity,2018,0.6035649304
ARE,Accountability,2018,0.3154849727
ARE,Economic and fiscal governance,2018,0.4754821483
ARE,Political foundations,2018,0.5479259817
ARE,Rule of law,2018,0.5389897036
ARE,State capacity,2018,0.6154832444
ARG,Accountability,2018,0.5888333093
ARG,Economic and fiscal governance,2018,0.5129882065
ARG,Political foundations,2018,0.6007563991
ARG,Rule of law,2018,0.5097829833
ARG,State capacity,2018,0.5509511095
ARM,Accountability,2018,0.5521944889
ARM,Economic and fiscal governance,2018,0.5898833503
ARM,Political foundations,2018,0.4824625418
ARM,Rule of law,2018,0.5395525801
ARM,State capacity,2018,0.5604034596
ASM,Accountability,2018,0.5037558685
ASM,Economic and fiscal governance,2018,0.3701119558
ASM,Political foundations,2018,0.5873869945
ASM,Rule of law,2018,0.09359903382
ASM,State capacity,2018,0.5665073872
ATG,Accountability,2018,0.5259049546
ATG,Economic and fiscal governance,2018,0.3938578829
ATG,Political foundations,2018,0.6250043088
ATG,Rule of law,2018,0.5586805221
ATG,State capacity,2018,0.5301195772
AUS,Accountability,2018,0.6698396842
AUS,Economic and fiscal governance,2018,0.6125172476
AUS,Political foundations,2018,0.6140100407
AUS,Rule of law,2018,0.7333274917
AUS,State capacity,2018,0.7233242509
AUT,Accountability,2018,0.6580186786
AUT,Economic and fiscal governance,2018,0.6505736786
AUT,Political foundations,2018,0.6365282694
AUT,Rule of law,2018,0.7263231394
AUT,State capacity,2018,0.7077711486
AZE,Accountability,2018,0.2700935097
AZE,Economic and fiscal governance,2018,0.36736827
AZE,Political foundations,2018,0.3828396079
AZE,Rule of law,2018,0.3293228812
AZE,State capacity,2018,0.4637056778
BDI,Accountability,2018,0.2673942295
BDI,Economic and fiscal governance,2018,0.355517866
BDI,Political foundations,2018,0.3044715825
BDI,Rule of law,2018,0.285464888
BDI,State capacity,2018,0.3567593716
BEL,Accountability,2018,0.6910648124
BEL,Economic and fiscal governance,2018,0.6625208484
BEL,Political foundations,2018,0.6008494643
BEL,Rule of law,2018,0.7128220676
BEL,State capacity,2018,0.6774807014
BEN,Accountability,2018,0.5448686729
BEN,Economic and fiscal governance,2018,0.4800348957
BEN,Political foundations,2018,0.5795422957
BEN,Rule of law,2018,0.5859026372
BEN,State capacity,2018,0.43248653
BFA,Accountability,2018,0.5463823463
BFA,Economic and fiscal governance,2018,0.4726236303
BFA,Political foundations,2018,0.4138801129
BFA,Rule of law,2018,0.5109378947
BFA,State capacity,2018,0.3757550771
BGD,Accountability,2018,0.3747634689
BGD,Economic and fiscal governance,2018,0.4044285264
BGD,Political foundations,2018,0.3444894166
BGD,Rule of law,2018,0.3727957173
BGD,State capacity,2018,0.4001760101
BGR,Accountability,2018,0.5612666251
BGR,Economic and fiscal governance,2018,0.6208822427
BGR,Political foundations,2018,0.5766441657
BGR,Rule of law,2018,0.5347905454
BGR,State capacity,2018,0.6027134217
BHR,Accountability,2018,0.2621380321
BHR,Economic and fiscal governance,2018,0.4249263644
BHR,Political foundations,2018,0.3891784828
BHR,Rule of law,2018,0.4528615394
BHR,State capacity,2018,0.4610910727
BHS,Accountability,2018,0.5497647846
BHS,Economic and fiscal governance,2018,0.4002729059
BHS,Political foundations,2018,0.6014704038
BHS,Rule of law,2018,0.5008677468
BHS,State capacity,2018,0.5098891481
BIH,Accountability,2018,0.4861441758
BIH,Economic and fiscal governance,2018,0.4848328429
BIH,Political foundations,2018,0.5049126545
BIH,Rule of law,2018,0.5231621758
BIH,State capacity,2018,0.4458733409
BLR,Accountability,2018,0.3309205752
BLR,Economic and fiscal governance,2018,0.3475618293
BLR,Political foundations,2018,0.5418202921
BLR,Rule of law,2018,0.4613307531
BLR,State capacity,2018,0.5517478541
BLZ,Accountability,2018,0.5354674162
BLZ,Economic and fiscal governance,2018,0.3154719137
BLZ,Political foundations,2018,0.5925341943
BLZ,Rule of law,2018,0.437857402
BLZ,State capacity,2018,0.4404724675
BMU,Accountability,2018,0.5037558685
BMU,Economic and fiscal governance,2018,0.3610982882
BMU,Political foundations,2018,0.5754139163
BMU,Rule of law,2018,0.2703301127
BMU,State capacity,2018,0.6996570321
BOL,Accountability,2018,0.5175435083
BOL,Economic and fiscal governance,2018,0.4047404956
BOL,Political foundations,2018,0.5418311219
BOL,Rule of law,2018,0.398229394
BOL,State capacity,2018,0.4980359551
BRA,Accountability,2018,0.5604170258
BRA,Economic and fiscal governance,2018,0.5505660814
BRA,Political foundations,2018,0.5234190158
BRA,Rule of law,2018,0.4711542821
BRA,State capacity,2018,0.5201285301
BRB,Accountability,2018,0.5804744001
BRB,Economic and fiscal governance,2018,0.3774775119
BRB,Political foundations,2018,0.5686174483
BRB,Rule of law,2018,0.5951205835
BRB,State capacity,2018,0.5943951535
BRN,Accountability,2018,0.3479203259
BRN,Economic and fiscal governance,2018,0.5062288607
BRN,Political foundations,2018,0.5293118738
BRN,Rule of law,2018,0.6694787341
BRN,State capacity,2018,0.6245879217
BTN,Accountability,2018,0.5611281408
BTN,Economic and fiscal governance,2018,0.4233476731
BTN,Political foundations,2018,0.5382440299
BTN,Rule of law,2018,0.590932742
BTN,State capacity,2018,0.5004425213
BWA,Accountability,2018,0.5803481069
BWA,Economic and fiscal governance,2018,0.4747519994
BWA,Political foundations,2018,0.5756004895
BWA,Rule of law,2018,0.5808756858
BWA,State capacity,2018,0.5334095537
CAF,Accountability,2018,0.4085434028
CAF,Economic and fiscal governance,2018,0.4352562912
CAF,Political foundations,2018,0.3576834144
CAF,Rule of law,2018,0.3837628622
CAF,State capacity,2018,0.1601774599
CAN,Accountability,2018,0.6598370249
CAN,Economic and fiscal governance,2018,0.620351008
CAN,Political foundations,2018,0.6475864567
CAN,Rule of law,2018,0.7091456292
CAN,State capacity,2018,0.7042063245
CHE,Accountability,2018,0.7132468151
CHE,Economic and fiscal governance,2018,0.7123581649
CHE,Political foundations,2018,0.67278932
CHE,Rule of law,2018,0.741889265
CHE,State capacity,2018,0.7244737421
CHL,Accountability,2018,0.6663196641
CHL,Economic and fiscal governance,2018,0.6177509225
CHL,Political foundations,2018,0.6032191874
CHL,Rule of law,2018,0.6052435884
CHL,State capacity,2018,0.5989100582
CHN,Accountability,2018,0.2860482852
CHN,Economic and fiscal governance,2018,0.3793611594
CHN,Political foundations,2018,0.4258194259
CHN,Rule of law,2018,0.4032566363
CHN,State capacity,2018,0.511934058
CIV,Accountability,2018,0.4963146704
CIV,Economic and fiscal governance,2018,0.4924115484
CIV,Political foundations,2018,0.4547352611
CIV,Rule of law,2018,0.4596367439
CIV,State capacity,2018,0.4059541843
CMR,Accountability,2018,0.3520760424
CMR,Economic and fiscal governance,2018,0.4068531967
CMR,Political foundations,2018,0.355163841
CMR,Rule of law,2018,0.3446077077
CMR,State capacity,2018,0.3689113684
COD,Accountability,2018,0.3769342903
COD,Economic and fiscal governance,2018,0.3503171544
COD,Political foundations,2018,0.3377566226
COD,Rule of law,2018,0.2913953274
COD,State capacity,2018,0.2901415778
COG,Accountability,2018,0.3472451039
COG,Economic and fiscal governance,2018,0.3165675335
COG,Political foundations,2018,0.4478848925
COG,Rule of law,2018,0.3535294086
COG,State capacity,2018,0.3212184755
COL,Accountability,2018,0.5461780863
COL,Economic and fiscal governance,2018,0.5723122236
COL,Political foundations,2018,0.4444520586
COL,Rule of law,2018,0.4589202831
COL,State capacity,2018,0.4963276173
COM,Accountability,2018,0.4155302825
COM,Economic and fiscal governance,2018,0.367483364
COM,Political foundations,2018,0.5223858334
COM,Rule of law,2018,0.3727185712
COM,State capacity,2018,0.3459847952
CPV,Accountability,2018,0.5929118411
CPV,Economic and fiscal governance,2018,0.4804777205
CPV,Political foundations,2018,0.6210002923
CPV,Rule of law,2018,0.5824403862
CPV,State capacity,2018,0.4914386612
CRI,Accountability,2018,0.6639648724
CRI,Economic and fiscal governance,2018,0.5575768348
CRI,Political foundations,2018,0.6229169529
CRI,Rule of law,2018,0.6111986914
CRI,State capacity,2018,0.6261172204
CUB,Accountability,2018,0.2749090956
CUB,Economic and fiscal governance,2018,0.1811071897
CUB,Political foundations,2018,0.5401279535
CUB,Rule of law,2018,0.3836229734
CUB,State capacity,2018,0.4851878303
CUW,Accountability,2018,0.5037558685
CUW,Economic and fiscal governance,2018,0.2541213841
CUW,Political foundations,2018,0.5457746479
CUW,Rule of law,2018,0.143921095
CUW,State capacity,2018,0.6766869312
CYM,Accountability,2018,0.5037558685
CYM,Economic and fiscal governance,2018,0.3842163461
CYM,Political foundations,2018,0.5755063826
CYM,Rule of law,2018,0.2115539452
CYM,State capacity,2018,0.6345329962
CYP,Accountability,2018,0.6386490685
CYP,Economic and fiscal governance,2018,0.6125299946
CYP,Political foundations,2018,0.5646414842
CYP,Rule of law,2018,0.6276940278
CYP,State capacity,2018,0.5777407443
CZE,Accountability,2018,0.6254294122
CZE,Economic and fiscal governance,2018,0.6492016504
CZE,Political foundations,2018,0.6186857717
CZE,Rule of law,2018,0.6722827991
CZE,State capacity,2018,0.6626987944
DEU,Accountability,2018,0.723964818
DEU,Economic and fiscal governance,2018,0.7239226055
DEU,Political foundations,2018,0.6578938346
DEU,Rule of law,2018,0.7437496345
DEU,State capacity,2018,0.7402557186
DJI,Accountability,2018,0.3547792626
DJI,Economic and fiscal governance,2018,0.3668753392
DJI,Political foundations,2018,0.4815728386
DJI,Rule of law,2018,0.4045150846
DJI,State capacity,2018,0.3899488084
DMA,Accountability,2018,0.5374346685
DMA,Economic and fiscal governance,2018,0.3732469588
DMA,Political foundations,2018,0.5758172957
DMA,Rule of law,2018,0.5434456003
DMA,State capacity,2018,0.4669742093
DNK,Accountability,2018,0.7394673175
DNK,Economic and fiscal governance,2018,0.6730265688
DNK,Political foundations,2018,0.6882587836
DNK,Rule of law,2018,0.7862735084
DNK,State capacity,2018,0.7619761862
DOM,Accountability,2018,0.5012465328
DOM,Economic and fiscal governance,2018,0.5097171121
DOM,Political foundations,2018,0.5046018048
DOM,Rule of law,2018,0.417927354
DOM,State capacity,2018,0.4819966042
DZA,Accountability,2018,0.3741320682
DZA,Economic and fiscal governance,2018,0.2495786623
DZA,Political foundations,2018,0.4438251459
DZA,Rule of law,2018,0.4264903935
DZA,State capacity,2018,0.4527290671
ECU,Accountability,2018,0.5167552249
ECU,Economic and fiscal governance,2018,0.4523177022
ECU,Political foundations,2018,0.5284705507
ECU,Rule of law,2018,0.4437438361
ECU,State capacity,2018,0.5173640376
EGY,Accountability,2018,0.2814960687
EGY,Economic and fiscal governance,2018,0.3304330356
EGY,Political foundations,2018,0.2793874715
EGY,Rule of law,2018,0.35627173
EGY,State capacity,2018,0.4747783989
ESP,Accountability,2018,0.6437361162
ESP,Economic and fiscal governance,2018,0.6460014991
ESP,Political foundations,2018,0.5973962112
ESP,Rule of law,2018,0.6697303226
ESP,State capacity,2018,0.6729819063
EST,Accountability,2018,0.7092036971
EST,Economic and fiscal governance,2018,0.6722233242
EST,Political foundations,2018,0.5939273711
EST,Rule of law,2018,0.6936801077
EST,State capacity,2018,0.7028574125
ETH,Accountability,2018,0.3444093798
ETH,Economic and fiscal governance,2018,0.2903083379
ETH,Political foundations,2018,0.4019386547
ETH,Rule of law,2018,0.3906954393
ETH,State capacity,2018,0.3802310005
FIN,Accountability,2018,0.7247285416
FIN,Economic and fiscal governance,2018,0.6594598535
FIN,Political foundations,2018,0.6974277841
FIN,Rule of law,2018,0.7390402924
FIN,State capacity,2018,0.7481387408
FJI,Accountability,2018,0.4817991548
FJI,Economic and fiscal governance,2018,0.4458274873
FJI,Political foundations,2018,0.5098193644
FJI,Rule of law,2018,0.4740453367
FJI,State capacity,2018,0.4942308198
FRA,Accountability,2018,0.6534388446
FRA,Economic and fiscal governance,2018,0.686456201
FRA,Political foundations,2018,0.5691955828
FRA,Rule of law,2018,0.7024867579
FRA,State capacity,2018,0.6880089804
FRO,Accountability,2018,0.5037558685
FRO,Economic and fiscal governance,2018,0.2441241574
FRO,Political foundations,2018,0.5457746479
FRO,State capacity,2018,0.6810021991
FSM,Accountability,2018,0.6239846384
FSM,Economic and fiscal governance,2018,0.2965288748
FSM,Political foundations,2018,0.5985036076
FSM,Rule of law,2018,0.6467353035
FSM,State capacity,2018,0.4441907479
GAB,Accountability,2018,0.4695471983
GAB,Economic and fiscal governance,2018,0.3689031014
GAB,Political foundations,2018,0.5094554424
GAB,Rule of law,2018,0.4650451186
GAB,State capacity,2018,0.4189365331
GBR,Accountability,2018,0.673468221
GBR,Economic and fiscal governance,2018,0.662119684
GBR,Political foundations,2018,0.5859031023
GBR,Rule of law,2018,0.6993728212
GBR,State capacity,2018,0.6817245726
GEO,Accountability,2018,0.5718041446
GEO,Economic and fiscal governance,2018,0.6010450358
GEO,Political foundations,2018,0.4946959979
GEO,Rule of law,2018,0.5655910989
GEO,State capacity,2018,0.5731149429
GHA,Accountability,2018,0.6059039249
GHA,Economic and fiscal governance,2018,0.5066252026
GHA,Political foundations,2018,0.5376856312
GHA,Rule of law,2018,0.5381598772
GHA,State capacity,2018,0.4648446128
GIB,Accountability,2018,0.5037558685
GIB,Economic and fiscal governance,2018,0.1450286192
GIB,Political foundations,2018,0.5457746479
GIB,Rule of law,2018,0.4659822866
GIB,State capacity,2018,0.7119136759
GIN,Accountability,2018,0.4091976661
GIN,Economic and fiscal governance,2018,0.4108641573
GIN,Political foundations,2018,0.375524896
GIN,Rule of law,2018,0.3210656665
GIN,State capacity,2018,0.3452169547
GMB,Accountability,2018,0.5211477653
GMB,Economic and fiscal governance,2018,0.4540607646
GMB,Political foundations,2018,0.5022401891
GMB,Rule of law,2018,0.5610343393
GMB,State capacity,2018,0.411071787
GNB,Accountability,2018,0.4691677702
GNB,Economic and fiscal governance,2018,0.3946497376
GNB,Political foundations,2018,0.385003428
GNB,Rule of law,2018,0.4389701488
GNB,State capacity,2018,0.3248426762
GNQ,Accountability,2018,0.2542265802
GNQ,Economic and fiscal governance,2018,0.2732444592
GNQ,Political foundations,2018,0.4188430414
GNQ,Rule of law,2018,0.2864200058
GNQ,State capacity,2018,0.3655520773
GRC,Accountability,2018,0.6398044953
GRC,Economic and fiscal governance,2018,0.59159491
GRC,Political foundations,2018,0.6218404835
GRC,Rule of law,2018,0.5958088865
GRC,State capacity,2018,0.5953806248
GRD,Accountability,2018,0.5151102565
GRD,Economic and fiscal governance,2018,0.4405797283
GRD,Political foundations,2018,0.5953110103
GRD,Rule of law,2018,0.5447821552
GRD,State capacity,2018,0.5323128961
GRL,Accountability,2018,0.5037558685
GRL,Economic and fiscal governance,2018,0.6093751899
GRL,Political foundations,2018,0.6083026725
GRL,Rule of law,2018,0.3540660225
GRL,State capacity,2018,0.5480476979
GTM,Accountability,2018,0.4822774381
GTM,Economic and fiscal governance,2018,0.5701646405
GTM,Political foundations,2018,0.4362158764
GTM,Rule of law,2018,0.3843660567
GTM,State capacity,2018,0.4273563061
GUM,Accountability,2018,0.5037558685
GUM,Economic and fiscal governance,2018,0.3728636736
GUM,Political foundations,2018,0.5737570541
GUM,Rule of law,2018,0.5336151369
GUM,State capacity,2018,0.6461253145
GUY,Accountability,2018,0.5450607431
GUY,Economic and fiscal governance,2018,0.4370304544
GUY,Political foundations,2018,0.5348103848
GUY,Rule of law,2018,0.5064504016
GUY,State capacity,2018,0.4611424921
HKG,Accountability,2018,0.5136056949
HKG,Economic and fiscal governance,2018,0.6429223256
HKG,Political foundations,2018,0.5563026175
HKG,Rule of law,2018,0.6986162321
HKG,State capacity,2018,0.5771763918
HND,Accountability,2018,0.4460548026
HND,Economic and fiscal governance,2018,0.5183615175
HND,Political foundations,2018,0.3861516622
HND,Rule of law,2018,0.3972011028
HND,State capacity,2018,0.4202291686
HRV,Accountability,2018,0.582778008
HRV,Economic and fiscal governance,2018,0.5826177019
HRV,Political foundations,2018,0.5709169833
HRV,Rule of law,2018,0.6028261675
HRV,State capacity,2018,0.5864356487
HTI,Accountability,2018,0.4498210514
HTI,Economic and fiscal governance,2018,0.4463527364
HTI,Political foundations,2018,0.4142611998
HTI,Rule of law,2018,0.3543859558
HTI,State capacity,2018,0.312549755
HUN,Accountability,2018,0.4831526822
HUN,Economic and fiscal governance,2018,0.5513907631
