iso3,category,year,category_score
BRA,Accountability,2007,0.6521900515
BRA,Economic and fiscal governance,2007,0.5145227791
BRA,Political foundations,2007,0.5578222216
BRA,Rule of law,2007,0.5001504513
BRA,State capacity,2007,0.5123509814
BRB,Accountability,2007,0.5706841729
BRB,Economic and fiscal governance,2007,0.395666769
BRB,Political foundations,2007,0.5815090887
BRB,Rule of law,2007,0.5944212844
BRB,State capacity,2007,0.6047782841
BRN,Accountability,2007,0.4604335061
BRN,Economic and fiscal governance,2007,0.4689843972
BRN,Political foundations,2007,0.493447143
BRN,Rule of law,2007,0.6492863758
BRN,State capacity,2007,0.549743371
BTN,Accountability,2007,0.4304414525
BTN,Economic and fiscal governance,2007,0.356283855
BTN,Political foundations,2007,0.5018115199
BTN,Rule of law,2007,0.5681158247
BTN,State capacity,2007,0.5011835441
BWA,Accountability,2007,0.6053581674
BWA,Economic and fiscal governance,2007,0.4779031953
BWA,Political foundations,2007,0.5747811878
BWA,Rule of law,2007,0.5844149473
BWA,State capacity,2007,0.5749391044
CAF,Accountability,2007,0.3887000338
CAF,Economic and fiscal governance,2007,0.3819822362
CAF,Political foundations,2007,0.3026864815
CAF,Rule of law,2007,0.3507769997
CAF,State capacity,2007,0.2235023002
CAN,Accountability,2007,0.6086275412
CAN,Economic and fiscal governance,2007,0.5540416818
CAN,Political foundations,2007,0.6294521966
CAN,Rule of law,2007,0.6790935401
CAN,State capacity,2007,0.694160754
CHE,Accountability,2007,0.6742050046
CHE,Economic and fiscal governance,2007,0.6521361582
CHE,Political foundations,2007,0.6569843722
CHE,Rule of law,2007,0.724742541
CHE,State capacity,2007,0.7227958901
CHL,Accountability,2007,0.6483452022
CHL,Economic and fiscal governance,2007,0.5885991295
CHL,Political foundations,2007,0.5912920411
CHL,Rule of law,2007,0.6058070222
CHL,State capacity,2007,0.6472845009
CHN,Accountability,2007,0.2985872485
CHN,Economic and fiscal governance,2007,0.3665488871
CHN,Political foundations,2007,0.4090328147
CHN,Rule of law,2007,0.3898754059
CHN,State capacity,2007,0.5053605094
CIV,Accountability,2007,0.4643006907
CIV,Economic and fiscal governance,2007,0.3956900183
CIV,Political foundations,2007,0.4010632035
CIV,Rule of law,2007,0.444020606
CIV,State capacity,2007,0.2636331957
CMR,Accountability,2007,0.3971504136
CMR,Economic and fiscal governance,2007,0.39395473
CMR,Political foundations,2007,0.4396061046
CMR,Rule of law,2007,0.3762235315
CMR,State capacity,2007,0.3506595926
COD,Accountability,2007,0.3870718193
COD,Economic and fiscal governance,2007,0.3176977288
COD,Political foundations,2007,0.2378608751
COD,Rule of law,2007,0.2849957235
COD,State capacity,2007,0.2222654054
COG,Accountability,2007,0.3187819494
COG,Economic and fiscal governance,2007,0.3033478522
COG,Political foundations,2007,0.3656699645
COG,Rule of law,2007,0.3330025893
COG,State capacity,2007,0.3205166512
COL,Accountability,2007,0.5158513381
COL,Economic and fiscal governance,2007,0.529017152
COL,Political foundations,2007,0.4064465929
COL,Rule of law,2007,0.4588034476
COL,State capacity,2007,0.4729798145
COM,Accountability,2007,0.4155826168
COM,Economic and fiscal governance,2007,0.3059255573
COM,Political foundations,2007,0.4531812268
COM,Rule of law,2007,0.4139185235
COM,State capacity,2007,0.298483282
CPV,Accountability,2007,0.578461213
CPV,Economic and fiscal governance,2007,0.4113171579
CPV,Political foundations,2007,0.5886911584
CPV,Rule of law,2007,0.568243051
CPV,State capacity,2007,0.5066901302
CRI,Accountability,2007,0.6755564832
CRI,Economic and fiscal governance,2007,0.5343107773
CRI,Political foundations,2007,0.6137427398
CRI,Rule of law,2007,0.6038763888
CRI,State capacity,2007,0.6278038613
CUB,Accountability,2007,0.2448197072
CUB,Economic and fiscal governance,2007,0.146878106
CUB,Political foundations,2007,0.5099573255
CUB,Rule of law,2007,0.3585832812
CUB,State capacity,2007,0.499386036
CUW,Accountability,2007,0.5037558685
CUW,Economic and fiscal governance,2007,0.2411786244
CUW,Political foundations,2007,0.5457746479
CUW,Rule of law,2007,0.143921095
CUW,State capacity,2007,0.5863572578
CYM,Accountability,2007,0.5037558685
CYM,Economic and fiscal governance,2007,0.5499657994
CYM,Political foundations,2007,0.5843750842
CYM,Rule of law,2007,0.4180756844
CYM,State capacity,2007,0.6408674874
CYP,Accountability,2007,0.6035705563
CYP,Economic and fiscal governance,2007,0.6082653904
CYP,Political foundations,2007,0.519022267
CYP,Rule of law,2007,0.6210063584
CYP,State capacity,2007,0.5259057577
CZE,Accountability,2007,0.6592246097
CZE,Economic and fiscal governance,2007,0.5971232751
CZE,Political foundations,2007,0.6348586894
CZE,Rule of law,2007,0.6535979512
CZE,State capacity,2007,0.6443843871
DEU,Accountability,2007,0.7063560635
DEU,Economic and fiscal governance,2007,0.6976975842
DEU,Political foundations,2007,0.6387544578
DEU,Rule of law,2007,0.7244073405
DEU,State capacity,2007,0.7123116122
DJI,Accountability,2007,0.3389653314
DJI,Economic and fiscal governance,2007,0.3315374907
DJI,Political foundations,2007,0.4208101762
DJI,Rule of law,2007,0.4036690795
DJI,State capacity,2007,0.3749557999
DMA,Accountability,2007,0.5661244754
DMA,Economic and fiscal governance,2007,0.3924322556
DMA,Political foundations,2007,0.570286845
DMA,Rule of law,2007,0.5587290449
DMA,State capacity,2007,0.5466102281
DNK,Accountability,2007,0.7028044858
DNK,Economic and fiscal governance,2007,0.6154305153
DNK,Political foundations,2007,0.6751642584
DNK,Rule of law,2007,0.7723885674
DNK,State capacity,2007,0.7406950837
DOM,Accountability,2007,0.489537719
DOM,Economic and fiscal governance,2007,0.4795356245
DOM,Political foundations,2007,0.4872143939
DOM,Rule of law,2007,0.4488119001
DOM,State capacity,2007,0.462848419
DZA,Accountability,2007,0.3959844299
DZA,Economic and fiscal governance,2007,0.2715801427
DZA,Political foundations,2007,0.4125255323
DZA,Rule of law,2007,0.4175025339
DZA,State capacity,2007,0.4519903127
ECU,Accountability,2007,0.5287385715
ECU,Economic and fiscal governance,2007,0.449319077
ECU,Political foundations,2007,0.4664734421
ECU,Rule of law,2007,0.4240057762
ECU,State capacity,2007,0.4824652122
EGY,Accountability,2007,0.3329649179
EGY,Economic and fiscal governance,2007,0.3611487987
EGY,Political foundations,2007,0.4068911618
EGY,Rule of law,2007,0.4227395091
EGY,State capacity,2007,0.4409864915
ESP,Accountability,2007,0.6417475171
ESP,Economic and fiscal governance,2007,0.6286508909
ESP,Political foundations,2007,0.5896747667
ESP,Rule of law,2007,0.6841574535
ESP,State capacity,2007,0.6707022374
EST,Accountability,2007,0.6371124489
EST,Economic and fiscal governance,2007,0.6237993585
EST,Political foundations,2007,0.5862276403
EST,Rule of law,2007,0.6481386032
EST,State capacity,2007,0.6726558137
ETH,Accountability,2007,0.3274656075
ETH,Economic and fiscal governance,2007,0.2965436077
ETH,Political foundations,2007,0.3613644306
ETH,Rule of law,2007,0.37203834
ETH,State capacity,2007,0.3422747068
FIN,Accountability,2007,0.6906541866
FIN,Economic and fiscal governance,2007,0.6109090468
FIN,Political foundations,2007,0.6787214089
FIN,Rule of law,2007,0.7145283162
FIN,State capacity,2007,0.7324074866
FJI,Accountability,2007,0.3818134444
FJI,Economic and fiscal governance,2007,0.3920680585
FJI,Political foundations,2007,0.3760752083
FJI,Rule of law,2007,0.441862707
FJI,State capacity,2007,0.4792787482
FRA,Accountability,2007,0.6803310823
FRA,Economic and fiscal governance,2007,0.6559644113
FRA,Political foundations,2007,0.5634173168
FRA,Rule of law,2007,0.7037850379
FRA,State capacity,2007,0.6954115365
FRO,Accountability,2007,0.5037558685
FRO,Economic and fiscal governance,2007,0.2357042694
FRO,Political foundations,2007,0.5457746479
FRO,State capacity,2007,0.6490879281
FSM,Accountability,2007,0.600933275
FSM,Economic and fiscal governance,2007,0.3316873677
FSM,Political foundations,2007,0.5738802977
FSM,Rule of law,2007,0.6315815064
FSM,State capacity,2007,0.4412687924
GAB,Accountability,2007,0.4525652349
GAB,Economic and fiscal governance,2007,0.377790695
GAB,Political foundations,2007,0.5099774791
GAB,Rule of law,2007,0.4083441335
GAB,State capacity,2007,0.4661341692
GBR,Accountability,2007,0.6761145071
GBR,Economic and fiscal governance,2007,0.5976027193
GBR,Political foundations,2007,0.6009850787
GBR,Rule of law,2007,0.6842026372
GBR,State capacity,2007,0.6753951781
GEO,Accountability,2007,0.5123483364
GEO,Economic and fiscal governance,2007,0.5393497597
GEO,Political foundations,2007,0.495957798
GEO,Rule of law,2007,0.5117753149
GEO,State capacity,2007,0.5032163485
GHA,Accountability,2007,0.6228490186
GHA,Economic and fiscal governance,2007,0.4838804585
GHA,Political foundations,2007,0.5303679649
GHA,Rule of law,2007,0.5472908653
GHA,State capacity,2007,0.4693547388
GIB,Accountability,2007,0.5037558685
GIB,Economic and fiscal governance,2007,0.1450286192
GIB,Political foundations,2007,0.5457746479
GIB,State capacity,2007,0.6644426179
GIN,Accountability,2007,0.3732858086
GIN,Economic and fiscal governance,2007,0.3844780321
GIN,Political foundations,2007,0.4025147465
GIN,Rule of law,2007,0.2884799206
GIN,State capacity,2007,0.2878441332
GMB,Accountability,2007,0.3216761582
GMB,Economic and fiscal governance,2007,0.3982361512
GMB,Political foundations,2007,0.4863239207
GMB,Rule of law,2007,0.3963468408
GMB,State capacity,2007,0.3538782832
GNB,Accountability,2007,0.4388558393
GNB,Economic and fiscal governance,2007,0.3338808177
GNB,Political foundations,2007,0.4078349304
GNB,Rule of law,2007,0.3971357784
GNB,State capacity,2007,0.3065460365
GNQ,Accountability,2007,0.2542187603
GNQ,Economic and fiscal governance,2007,0.2519103872
GNQ,Political foundations,2007,0.3929243898
GNQ,Rule of law,2007,0.2975357922
GNQ,State capacity,2007,0.3027633908
GRC,Accountability,2007,0.6123148907
GRC,Economic and fiscal governance,2007,0.5586699581
GRC,Political foundations,2007,0.6372065402
GRC,Rule of law,2007,0.6249564015
GRC,State capacity,2007,0.6329256701
GRD,Accountability,2007,0.5970953546
GRD,Economic and fiscal governance,2007,0.3736568511
GRD,Political foundations,2007,0.5527013924
GRD,Rule of law,2007,0.5692461533
GRD,State capacity,2007,0.5475752083
GRL,Accountability,2007,0.5037558685
GRL,Economic and fiscal governance,2007,0.2583731805
GRL,Political foundations,2007,0.5457746479
GRL,Rule of law,2007,0.163647343
GRL,State capacity,2007,0.5131237268
GTM,Accountability,2007,0.5068436947
GTM,Economic and fiscal governance,2007,0.5629938837
GTM,Political foundations,2007,0.441297459
GTM,Rule of law,2007,0.3763236425
GTM,State capacity,2007,0.4376392774
GUM,Accountability,2007,0.5037558685
GUM,Economic and fiscal governance,2007,0.4672484059
GUM,Political foundations,2007,0.5533177168
GUM,Rule of law,2007,0.9047906602
GUM,State capacity,2007,0.5241432703
GUY,Accountability,2007,0.4811227802
GUY,Economic and fiscal governance,2007,0.4328226343
GUY,Political foundations,2007,0.5139309707
GUY,Rule of law,2007,0.5040356682
GUY,State capacity,2007,0.5091245364
HKG,Accountability,2007,0.5366066219
HKG,Economic and fiscal governance,2007,0.6368864736
HKG,Political foundations,2007,0.551684055
HKG,Rule of law,2007,0.7148381233
HKG,State capacity,2007,0.4917444096
HND,Accountability,2007,0.4795367757
HND,Economic and fiscal governance,2007,0.4771657962
HND,Political foundations,2007,0.4228486618
HND,Rule of law,2007,0.4138328153
HND,State capacity,2007,0.4215543418
HRV,Accountability,2007,0.5771020238
HRV,Economic and fiscal governance,2007,0.5185757365
HRV,Political foundations,2007,0.5513285687
HRV,Rule of law,2007,0.6048929301
HRV,State capacity,2007,0.5871409207
HTI,Accountability,2007,0.4606354555
HTI,Economic and fiscal governance,2007,0.4210208601
HTI,Political foundations,2007,0.3762226397
HTI,Rule of law,2007,0.3731409531
HTI,State capacity,2007,0.3134085498
HUN,Accountability,2007,0.5873272386
HUN,Economic and fiscal governance,2007,0.604527304
HUN,Political foundations,2007,0.60354918
HUN,Rule of law,2007,0.6183647353
HUN,State capacity,2007,0.6575249064
IDN,Accountability,2007,0.5619147077
IDN,Economic and fiscal governance,2007,0.4691771278
IDN,Political foundations,2007,0.4839160786
IDN,Rule of law,2007,0.4704577198
IDN,State capacity,2007,0.4678091865
IMN,Accountability,2007,0.5037558685
IMN,Economic and fiscal governance,2007,0.0205399061
IMN,Political foundations,2007,0.5457746479
IMN,State capacity,2007,0.6407360566
IND,Accountability,2007,0.5742863113
IND,Economic and fiscal governance,2007,0.4017154544
IND,Political foundations,2007,0.4699905079
IND,Rule of law,2007,0.4732382615
IND,State capacity,2007,0.470164572
IRL,Accountability,2007,0.6396184416
IRL,Economic and fiscal governance,2007,0.6511720332
IRL,Political foundations,2007,0.6610316883
IRL,Rule of law,2007,0.6930176381
IRL,State capacity,2007,0.6633866092
IRN,Accountability,2007,0.3286681874
IRN,Economic and fiscal governance,2007,0.2325893514
IRN,Political foundations,2007,0.3984708925
IRN,Rule of law,2007,0.3811973777
IRN,State capacity,2007,0.4544242174
IRQ,Accountability,2007,0.4341318908
IRQ,Economic and fiscal governance,2007,0.3176893988
IRQ,Political foundations,2007,0.3093776611
IRQ,Rule of law,2007,0.3547736997
IRQ,State capacity,2007,0.2678121998
ISL,Accountability,2007,0.6321527016
ISL,Economic and fiscal governance,2007,0.587676818
ISL,Political foundations,2007,0.6769765768
ISL,Rule of law,2007,0.7389750598
ISL,State capacity,2007,0.700270663
ISR,Accountability,2007,0.5628928105
ISR,Economic and fiscal governance,2007,0.5291904767
ISR,Political foundations,2007,0.4505616207
ISR,Rule of law,2007,0.6171875188
ISR,State capacity,2007,0.604562631
ITA,Accountability,2007,0.6482991908
ITA,Economic and fiscal governance,2007,0.6298622201
ITA,Political foundations,2007,0.6263251795
ITA,Rule of law,2007,0.613832456
ITA,State capacity,2007,0.6126566673
JAM,Accountability,2007,0.5670599244
JAM,Economic and fiscal governance,2007,0.4318338498
JAM,Political foundations,2007,0.578141437
JAM,Rule of law,2007,0.5657139219
JAM,State capacity,2007,0.5045889721
JOR,Accountability,2007,0.4317981161
JOR,Economic and fiscal governance,2007,0.4901275632
JOR,Political foundations,2007,0.4737606754
JOR,Rule of law,2007,0.4930862607
JOR,State capacity,2007,0.5207190689
JPN,Accountability,2007,0.6128324538
JPN,Economic and fiscal governance,2007,0.589773651
JPN,Political foundations,2007,0.6334062923
JPN,Rule of law,2007,0.6913121451
JPN,State capacity,2007,0.6951210526
KAZ,Accountability,2007,0.3655999761
KAZ,Economic and fiscal governance,2007,0.3953852197
KAZ,Political foundations,2007,0.4505825836
KAZ,Rule of law,2007,0.386278882
KAZ,State capacity,2007,0.4661276466
KEN,Accountability,2007,0.5288477254
KEN,Economic and fiscal governance,2007,0.4622417078
KEN,Political foundations,2007,0.3952179606
KEN,Rule of law,2007,0.4144373506
KEN,State capacity,2007,0.4043991573
KGZ,Accountability,2007,0.3782479826
KGZ,Economic and fiscal governance,2007,0.4524448771
KGZ,Political foundations,2007,0.4441960714
KGZ,Rule of law,2007,0.3923266974
KGZ,State capacity,2007,0.4445702117
KHM,Accountability,2007,0.3574826748
KHM,Economic and fiscal governance,2007,0.4110748092
KHM,Political foundations,2007,0.419944527
KHM,Rule of law,2007,0.3583673991
KHM,State capacity,2007,0.4003461348
KIR,Accountability,2007,0.589954526
KIR,Economic and fiscal governance,2007,0.2115847111
KIR,Political foundations,2007,0.5904619972
KIR,Rule of law,2007,0.5521898326
KIR,State capacity,2007,0.4251892249
KNA,Accountability,2007,0.5683632623
KNA,Economic and fiscal governance,2007,0.4092875011
KNA,Political foundations,2007,0.5673797601
KNA,Rule of law,2007,0.5228616746
KNA,State capacity,2007,0.6414300149
KOR,Accountability,2007,0.6575904079
KOR,Economic and fiscal governance,2007,0.5735801978
KOR,Political foundations,2007,0.6165752059
KOR,Rule of law,2007,0.6502279527
KOR,State capacity,2007,0.6878094406
KWT,Accountability,2007,0.4427699653
KWT,Economic and fiscal governance,2007,0.4296590725
KWT,Political foundations,2007,0.494482644
KWT,Rule of law,2007,0.5198941265
KWT,State capacity,2007,0.5568512607
LAO,Accountability,2007,0.2323316446
LAO,Economic and fiscal governance,2007,0.2995434111
LAO,Political foundations,2007,0.410675924
LAO,Rule of law,2007,0.3329161213
LAO,State capacity,2007,0.3611528054
LBN,Accountability,2007,0.444049889
LBN,Economic and fiscal governance,2007,0.4376690225
LBN,Political foundations,2007,0.4273684365
LBN,Rule of law,2007,0.4009794371
LBN,State capacity,2007,0.351814971
LBR,Accountability,2007,0.5471364857
LBR,Economic and fiscal governance,2007,0.3893704902
LBR,Political foundations,2007,0.4637077235
LBR,Rule of law,2007,0.4763096639
LBR,State capacity,2007,0.3226408093
LBY,Accountability,2007,0.2104083763
LBY,Economic and fiscal governance,2007,0.2736312298
LBY,Political foundations,2007,0.4641621342
LBY,Rule of law,2007,0.3177144149
LBY,State capacity,2007,0.4518183469
LCA,Accountability,2007,0.5682353317
LCA,Economic and fiscal governance,2007,0.4060542535
LCA,Political foundations,2007,0.5590098738
LCA,Rule of law,2007,0.5634687894
LCA,State capacity,2007,0.5971397308
LIE,Accountability,2007,0.5852881028
LIE,Economic and fiscal governance,2007,0.729970604
LIE,Political foundations,2007,0.5904619972
LIE,Rule of law,2007,0.7630248513
LIE,State capacity,2007,0.7352737431
LKA,Accountability,2007,0.3905226641
LKA,Economic and fiscal governance,2007,0.4052069235
LKA,Political foundations,2007,0.3710870854
LKA,Rule of law,2007,0.4030516252
LKA,State capacity,2007,0.413910463
LSO,Accountability,2007,0.4956721242
LSO,Economic and fiscal governance,2007,0.3757244954
LSO,Political foundations,2007,0.5336076111
LSO,Rule of law,2007,0.4906367047
LSO,State capacity,2007,0.3591675191
LTU,Accountability,2007,0.6101562909
LTU,Economic and fiscal governance,2007,0.5977355085
LTU,Political foundations,2007,0.6253959907
LTU,Rule of law,2007,0.6267575693
LTU,State capacity,2007,0.6228332279
LUX,Accountability,2007,0.6726068128
LUX,Economic and fiscal governance,2007,0.6671760783
LUX,Political foundations,2007,0.6548910912
LUX,Rule of law,2007,0.7027935738
LUX,State capacity,2007,0.6999287632
LVA,Accountability,2007,0.5768671072
LVA,Economic and fiscal governance,2007,0.6170181774
LVA,Political foundations,2007,0.5801834438
LVA,Rule of law,2007,0.6086474368
LVA,State capacity,2007,0.5982456218
MAC,Accountability,2007,0.5751228378
MAC,Economic and fiscal governance,2007,0.5722134441
MAC,Political foundations,2007,0.5499320728
MAC,Rule of law,2007,0.7381239936
MAC,State capacity,2007,0.6199509464
MAF,Accountability,2007,0.5037558685
MAF,Economic and fiscal governance,2007,0.0205399061
MAF,Political foundations,2007,0.5457746479
MAF,State capacity,2007,0.636284985
MAR,Accountability,2007,0.4439343633
MAR,Economic and fiscal governance,2007,0.3928617818
MAR,Political foundations,2007,0.4767336512
MAR,Rule of law,2007,0.4500254147
MAR,State capacity,2007,0.4561853362
MCO,Accountability,2007,0.5711254263
MCO,Economic and fiscal governance,2007,0.0205399061
MCO,Political foundations,2007,0.5739568547
MCO,Rule of law,2007,0.8245052052
MCO,State capacity,2007,0.6713310328
MDA,Accountability,2007,0.4438863186
MDA,Economic and fiscal governance,2007,0.4304481593
MDA,Political foundations,2007,0.4841480737
MDA,Rule of law,2007,0.4701984026
MDA,State capacity,2007,0.4291333117
MDG,Accountability,2007,0.4497905287
MDG,Economic and fiscal governance,2007,0.3986971801
MDG,Political foundations,2007,0.4877804218
MDG,Rule of law,2007,0.4336990415
MDG,State capacity,2007,0.384911663
MDV,Accountability,2007,0.3621120542
MDV,Economic and fiscal governance,2007,0.3343463021
MDV,Political foundations,2007,0.526831456
MDV,Rule of law,2007,0.419814294
MDV,State capacity,2007,0.4749635954
MEX,Accountability,2007,0.5216261365
MEX,Economic and fiscal governance,2007,0.4717853642
MEX,Political foundations,2007,0.4912257393
MEX,Rule of law,2007,0.4220120501
MEX,State capacity,2007,0.5050086901
MHL,Accountability,2007,0.6013810324
MHL,Economic and fiscal governance,2007,0.2079948863
MHL,Political foundations,2007,0.576264942
MHL,Rule of law,2007,0.5450528725
MHL,State capacity,2007,0.3977578074
MKD,Accountability,2007,0.4949325414
MKD,Economic and fiscal governance,2007,0.4917602028
MKD,Political foundations,2007,0.4773875827
MKD,Rule of law,2007,0.5032377885
MKD,State capacity,2007,0.5391609905
MLI,Accountability,2007,0.5205308638
MLI,Economic and fiscal governance,2007,0.4499169346
MLI,Political foundations,2007,0.4968011648
MLI,Rule of law,2007,0.5063388682
MLI,State capacity,2007,0.3295812445
MLT,Accountability,2007,0.5689446155
MLT,Economic and fiscal governance,2007,0.5655652022
MLT,Political foundations,2007,0.6295141453
MLT,Rule of law,2007,0.6409762542
MLT,State capacity,2007,0.6298735519
MMR,Accountability,2007,0.2022436529
MMR,Economic and fiscal governance,2007,0.2261200676
MMR,Political foundations,2007,0.3612613349
MMR,Rule of law,2007,0.237060022
MMR,State capacity,2007,0.2860259654
MNE,Accountability,2007,0.5057176164
MNE,Economic and fiscal governance,2007,0.4639898202
MNE,Political foundations,2007,0.509856027
MNE,Rule of law,2007,0.5347599696
MNE,State capacity,2007,0.5490583355
MNG,Accountability,2007,0.567875043
MNG,Economic and fiscal governance,2007,0.4268825598
MNG,Political foundations,2007,0.5782575579
MNG,Rule of law,2007,0.5219389663
MNG,State capacity,2007,0.523115977
MNP,Accountability,2007,0.5037558685
MNP,Economic and fiscal governance,2007,0.0205399061
MNP,Political foundations,2007,0.5457746479
MNP,State capacity,2007,0.6256093943
MOZ,Accountability,2007,0.4588962434
MOZ,Economic and fiscal governance,2007,0.4063824718
MOZ,Political foundations,2007,0.529396447
MOZ,Rule of law,2007,0.45518983
MOZ,State capacity,2007,0.3467671171
MRT,Accountability,2007,0.4319364974
MRT,Economic and fiscal governance,2007,0.3963448673
MRT,Political foundations,2007,0.3428975608
MRT,Rule of law,2007,0.3801589434
MRT,State capacity,2007,0.361741747
MUS,Accountability,2007,0.599824326
MUS,Economic and fiscal governance,2007,0.4762882454
MUS,Political foundations,2007,0.5956751786
MUS,Rule of law,2007,0.573854806
MUS,State capacity,2007,0.5764060202
MWI,Accountability,2007,0.5244345331
MWI,Economic and fiscal governance,2007,0.4361969732
MWI,Political foundations,2007,0.4895343394
MWI,Rule of law,2007,0.4851677389
MWI,State capacity,2007,0.4114832987
MYS,Accountability,2007,0.408851288
MYS,Economic and fiscal governance,2007,0.438009818
MYS,Political foundations,2007,0.5126503669
MYS,Rule of law,2007,0.4835916626
MYS,State capacity,2007,0.5247360255
NAM,Accountability,2007,0.5772834777
NAM,Economic and fiscal governance,2007,0.4255124011
NAM,Political foundations,2007,0.5785261239
NAM,Rule of law,2007,0.5703114233
NAM,State capacity,2007,0.4900986966
NCL,Accountability,2007,0.5037558685
NCL,Economic and fiscal governance,2007,0.1904839018
NCL,Political foundations,2007,0.5457746479
NCL,Rule of law,2007,0.3850644122
NCL,State capacity,2007,0.5922899218
NER,Accountability,2007,0.5141279122
NER,Economic and fiscal governance,2007,0.355739114
NER,Political foundations,2007,0.3974827336
NER,Rule of law,2007,0.4901804955
NER,State capacity,2007,0.3011241376
NGA,Accountability,2007,0.4886603719
NGA,Economic and fiscal governance,2007,0.4174360435
NGA,Political foundations,2007,0.4098014854
NGA,Rule of law,2007,0.4136652432
NGA,State capacity,2007,0.3084910331
NIC,Accountability,2007,0.4571839943
NIC,Economic and fiscal governance,2007,0.4737110598
NIC,Political foundations,2007,0.4408034525
NIC,Rule of law,2007,0.3696598874
NIC,State capacity,2007,0.4500158599
NLD,Accountability,2007,0.6525553273
NLD,Economic and fiscal governance,2007,0.661821039
NLD,Political foundations,2007,0.6418525417
NLD,Rule of law,2007,0.7280397827
NLD,State capacity,2007,0.7107553577
NOR,Accountability,2007,0.7502400348
NOR,Economic and fiscal governance,2007,0.5823126031
NOR,Political foundations,2007,0.6877587287
NOR,Rule of law,2007,0.7647169319
NOR,State capacity,2007,0.7184548235
NPL,Accountability,2007,0.5317440428
NPL,Economic and fiscal governance,2007,0.4410973593
NPL,Political foundations,2007,0.4705592027
NPL,Rule of law,2007,0.4178324982
NPL,State capacity,2007,0.4194973518
NRU,Accountability,2007,0.5752364391
NRU,Economic and fiscal governance,2007,0.1909732104
NRU,Political foundations,2007,0.576264942
NRU,Rule of law,2007,0.5571539028
NRU,State capacity,2007,0.4335258362
NZL,Accountability,2007,0.6735730583
NZL,Economic and fiscal governance,2007,0.5995475763
NZL,Political foundations,2007,0.6423613359
NZL,Rule of law,2007,0.759058861
NZL,State capacity,2007,0.7154058365
OMN,Accountability,2007,0.2996942704
OMN,Economic and fiscal governance,2007,0.4334576634
OMN,Political foundations,2007,0.4792708744
OMN,Rule of law,2007,0.5168408678
OMN,State capacity,2007,0.5451304409
PAK,Accountability,2007,0.4171466002
PAK,Economic and fiscal governance,2007,0.3897389125
PAK,Political foundations,2007,0.2560514514
PAK,Rule of law,2007,0.35536709
PAK,State capacity,2007,0.319891643
PAN,Accountability,2007,0.5348712272
PAN,Economic and fiscal governance,2007,0.5026712728
PAN,Political foundations,2007,0.5519706088
PAN,Rule of law,2007,0.5124122041
PAN,State capacity,2007,0.5223903784
PER,Accountability,2007,0.5745871538
PER,Economic and fiscal governance,2007,0.5682499406
PER,Political foundations,2007,0.3924687539
PER,Rule of law,2007,0.508608874
PER,State capacity,2007,0.4895784813
PHL,Accountability,2007,0.5188830775
PHL,Economic and fiscal governance,2007,0.5242544437
PHL,Political foundations,2007,0.3570945001
PHL,Rule of law,2007,0.3972883795
PHL,State capacity,2007,0.4517348978
PLW,Accountability,2007,0.5921872544
PLW,Economic and fiscal governance,2007,0.3467599427
PLW,Political foundations,2007,0.576264942
PLW,Rule of law,2007,0.5428006351
PLW,State capacity,2007,0.5717777619
PNG,Accountability,2007,0.5036833077
PNG,Economic and fiscal governance,2007,0.4697528238
PNG,Political foundations,2007,0.4964245297
PNG,Rule of law,2007,0.4808516741
PNG,State capacity,2007,0.3367144276
POL,Accountability,2007,0.6324129913
POL,Economic and fiscal governance,2007,0.5988648293
POL,Political foundations,2007,0.6232866199
POL,Rule of law,2007,0.6501628776
POL,State capacity,2007,0.6202457178
PRI,Accountability,2007,0.5037558685
PRI,Economic and fiscal governance,2007,0.4977184859
PRI,Political foundations,2007,0.5549077697
PRI,Rule of law,2007,0.1165458937
PRI,State capacity,2007,0.6003304813
PRT,Accountability,2007,0.655789265
PRT,Economic and fiscal governance,2007,0.5849476233
PRT,Political foundations,2007,0.6499356385
PRT,Rule of law,2007,0.6497606298
PRT,State capacity,2007,0.6623102616
PRY,Accountability,2007,0.4867274155
PRY,Economic and fiscal governance,2007,0.477536108
PRY,Political foundations,2007,0.4100973842
PRY,Rule of law,2007,0.4135385556
PRY,State capacity,2007,0.465227927
PSE,Accountability,2007,0.4120027417
PSE,Economic and fiscal governance,2007,0.4248621991
PSE,Political foundations,2007,0.4243836866
PSE,Rule of law,2007,0.4880204978
PSE,State capacity,2007,0.2836045857
PYF,Accountability,2007,0.5037558685
PYF,Economic and fiscal governance,2007,0.2266367071
PYF,Political foundations,2007,0.5457746479
PYF,Rule of law,2007,0.5058373591
PYF,State capacity,2007,0.6396772064
QAT,Accountability,2007,0.238542403
QAT,Economic and fiscal governance,2007,0.3956845771
QAT,Political foundations,2007,0.456223267
QAT,Rule of law,2007,0.4762618176
QAT,State capacity,2007,0.6022020725
ROU,Accountability,2007,0.5359576506
ROU,Economic and fiscal governance,2007,0.5589055138
ROU,Political foundations,2007,0.5609198186
ROU,Rule of law,2007,0.5451191586
ROU,State capacity,2007,0.5422634539
RUS,Accountability,2007,0.3926906096
RUS,Economic and fiscal governance,2007,0.3760630747
RUS,Political foundations,2007,0.4047615364
RUS,Rule of law,2007,0.3980604945
RUS,State capacity,2007,0.4968184571
RWA,Accountability,2007,0.3922127918
RWA,Economic and fiscal governance,2007,0.3068791055
RWA,Political foundations,2007,0.4063398517
