file,metric,spine_countries_any,panel_fill_pct,latest_yr_file,cadence,hist_depth_avg_yrs,median_latest_yr,curcov_pct_w3,curcov_pct_w5
wb_carbon_clean.csv,wb_carbon_revenue_usd_m,39,52.8,2025.0,irregular,12.5,2024.0,18.3,18.3
wdi_clean.csv,wbl_enforcement_perceptions,176,2.3,2025.0,snapshot,1.0,2025.0,82.6,82.6
wdi_clean.csv,wbl_legal_framework,188,2.5,2025.0,snapshot,1.0,2025.0,88.3,88.3
wdi_clean.csv,wbl_supportive_framework,188,2.5,2025.0,snapshot,1.0,2025.0,88.3,88.3
wdi_clean.csv,wdi_basic_sanitation_access,211,66.5,2025.0,annual,24.2,2024.0,92.5,93.9
wdi_clean.csv,wdi_basic_water_access,211,67.1,2025.0,annual,24.4,2024.0,94.4,95.3
wdi_clean.csv,wdi_education_expenditure_gdp,200,52.7,2025.0,irregular,20.2,2023.0,93.9,93.9
wdi_clean.csv,wdi_education_expenditure_govt,197,52.3,2025.0,irregular,20.4,2024.0,92.5,92.5
wdi_clean.csv,wdi_electricity_access,212,83.9,2025.0,annual,30.3,2023.0,99.1,99.1
wdi_clean.csv,wdi_gdp_per_capita_ppp,201,88.4,2025.0,annual,33.7,2024.0,93.0,93.0
wdi_clean.csv,wdi_gdp_per_capita_usd,211,95.4,2025.0,annual,34.7,2025.0,97.2,98.1
wdi_clean.csv,wdi_gni_per_capita_ppp,200,88.7,2025.0,annual,34.0,2025.0,92.0,92.0
wdi_clean.csv,wdi_hci_plus_overall,175,7.5,2025.0,irregular,3.3,2025.0,82.2,82.2
wdi_clean.csv,wdi_hospital_beds_per_1000,194,48.2,2025.0,irregular,19.1,2022.0,91.1,91.1
wdi_clean.csv,wdi_immunization_dpt,190,85.1,2025.0,annual,34.3,2024.0,89.2,89.2
wdi_clean.csv,wdi_immunization_measles,190,85.0,2025.0,annual,34.3,2024.0,89.2,89.2
wdi_clean.csv,wdi_life_expectancy,213,97.2,2025.0,annual,35.0,2024.0,100.0,100.0
wdi_clean.csv,wdi_lpi_overall,167,13.8,2025.0,irregular,6.4,2022.0,78.4,78.4
wdi_clean.csv,wdi_maternal_mortality,191,84.7,2025.0,annual,34.0,2023.0,89.7,89.7
wdi_clean.csv,wdi_mortality_under5,193,88.1,2025.0,annual,35.0,2024.0,90.6,90.6
wdi_clean.csv,wdi_nurses_per_1000,195,43.9,2025.0,irregular,17.3,2022.0,91.5,91.5
wdi_clean.csv,wdi_patent_applications_nonresident,162,44.1,2025.0,annual,20.9,2021.0,0.0,62.9
wdi_clean.csv,wdi_patent_applications_resident,152,41.4,2025.0,annual,20.9,2021.0,0.0,57.7
wdi_clean.csv,wdi_physicians_per_1000,202,49.7,2025.0,irregular,18.9,2022.0,94.8,94.8
wdi_clean.csv,wdi_population_total,213,100.0,2025.0,annual,36.0,2025.0,100.0,100.0
wdi_clean.csv,wdi_primary_completion_rate,193,50.8,2025.0,irregular,20.2,2024.0,90.6,90.6
wdi_clean.csv,wdi_primary_enrollment_gross,205,68.1,2025.0,annual,25.5,2024.0,87.3,88.7
wdi_clean.csv,wdi_pupil_teacher_ratio_primary,201,48.8,2025.0,annual,18.6,2017.0,0.0,0.0
wdi_clean.csv,wdi_pupil_teacher_ratio_secondary,195,35.5,2025.0,irregular,14.0,2017.0,91.5,91.5
wdi_clean.csv,wdi_safety_net_coverage,121,7.4,2025.0,irregular,4.7,2018.0,56.8,56.8
wdi_clean.csv,wdi_secondary_enrollment_gross,204,57.0,2025.0,irregular,21.4,2024.0,95.8,95.8
wdi_clean.csv,wdi_social_insurance_coverage,118,6.8,2025.0,irregular,4.4,2018.0,55.4,55.4
wdi_clean.csv,wdi_social_protection_coverage,130,7.7,2025.0,irregular,4.5,2018.0,61.0,61.0
wdi_clean.csv,wdi_tariff_rate_simple_mean,186,48.8,2025.0,annual,20.1,2022.0,67.1,83.6
wdi_clean.csv,wdi_tariff_rate_weighted_mean,186,48.8,2025.0,annual,20.1,2022.0,67.1,83.6
wdi_clean.csv,wdi_trademark_applications_nonresident,157,24.9,2025.0,annual,12.2,2021.0,0.0,64.8
wdi_clean.csv,wdi_trademark_applications_resident,155,24.7,2025.0,annual,12.2,2021.0,0.0,63.8
wdi_clean.csv,wdi_uhc_coverage_index,190,59.5,2025.0,annual,24.0,2023.0,89.2,89.2
wgi_clean.csv,wgi_control_of_corruption,204,98.1,2024.0,annual,25.1,2024.0,95.8,95.8
wgi_clean.csv,wgi_government_effectiveness,202,97.5,2024.0,annual,25.2,2024.0,94.8,94.8
wgi_clean.csv,wgi_political_stability,204,99.1,2024.0,annual,25.4,2024.0,95.8,95.8
wgi_clean.csv,wgi_regulatory_quality,202,97.5,2024.0,annual,25.2,2024.0,94.8,94.8
wgi_clean.csv,wgi_rule_of_law,204,99.9,2024.0,annual,25.6,2024.0,95.8,95.8
wgi_clean.csv,wgi_voice_accountability,204,99.7,2024.0,annual,25.5,2024.0,94.8,94.8
wjp_clean.csv,wjp_f2_absence_corruption,143,100.0,2025.0,annual,10.4,2025.0,67.1,67.1
wjp_clean.csv,wjp_f3_open_government,143,100.0,2025.0,annual,10.4,2025.0,67.1,67.1
wjp_clean.csv,wjp_f4_fundamental_rights,143,100.0,2025.0,annual,10.4,2025.0,67.1,67.1
wjp_clean.csv,wjp_f5_order_security,143,100.0,2025.0,annual,10.4,2025.0,67.1,67.1
wjp_clean.csv,wjp_f6_5_no_expropriation,143,100.0,2025.0,annual,10.4,2025.0,67.1,67.1
wjp_clean.csv,wjp_f6_regulatory_enforcement,143,100.0,2025.0,annual,10.4,2025.0,67.1,67.1
wjp_clean.csv,wjp_f7_civil_justice,143,100.0,2025.0,annual,10.4,2025.0,67.1,67.1
wjp_clean.csv,wjp_f8_criminal_justice,143,100.0,2025.0,annual,10.4,2025.0,67.1,67.1
