iso3,concept_id,bucket,subtotal,w_nominal,w_renorm,contribution,n_present,present
MLT,8,monetary,0.74429529897488,0.4,0.4,0.29771811958995203,2,True
MMR,8,external,0.23087176433972353,0.2,0.2,0.04617435286794471,4,True
MMR,8,fiscal,0.4324420986543597,0.4,0.4,0.1729768394617439,3,True
MMR,8,monetary,0.5920472664955391,0.4,0.4,0.23681890659821564,1,True
MNE,8,external,0.6587888417561172,0.2,0.2,0.13175776835122344,3,True
MNE,8,fiscal,0.5198354085867721,0.4,0.4,0.20793416343470886,6,True
MNE,8,monetary,0.6374541409981941,0.4,0.4,0.25498165639927767,2,True
MNG,8,external,0.5811752041192563,0.2,0.2,0.11623504082385126,4,True
MNG,8,fiscal,0.6628227827390841,0.4,0.4,0.26512911309563364,7,True
MNG,8,monetary,0.6103295150594479,0.4,0.4,0.24413180602377915,2,True
MOZ,8,external,0.22215976336121857,0.2,0.2,0.044431952672243716,4,True
MOZ,8,fiscal,0.49068221614873425,0.4,0.4,0.1962728864594937,3,True
MOZ,8,monetary,0.5486086606209098,0.4,0.4,0.21944346424836395,1,True
MRT,8,external,0.5169191784690391,0.2,0.2,0.10338383569380782,4,True
MRT,8,fiscal,0.38269189907782586,0.4,0.4,0.15307675963113035,2,True
MRT,8,monetary,0.5263230632726108,0.4,0.4,0.21052922530904433,2,True
MUS,8,external,0.525997537938369,0.2,0.2,0.10519950758767381,4,True
MUS,8,fiscal,0.5344354953545241,0.4,0.4,0.21377419814180965,4,True
MUS,8,monetary,0.604581008779484,0.4,0.4,0.24183240351179358,2,True
MWI,8,external,0.5945023391917617,0.2,0.2,0.11890046783835234,4,True
MWI,8,fiscal,0.39018870007527096,0.4,0.4,0.1560754800301084,3,True
MWI,8,monetary,0.5673069353811022,0.4,0.4,0.2269227741524409,1,True
MYS,8,external,0.42446138013094287,0.2,0.2,0.08489227602618858,4,True
MYS,8,fiscal,0.6764739812573947,0.4,0.4,0.2705895925029579,4,True
MYS,8,monetary,0.49276907643056367,0.4,0.4,0.19710763057222547,2,True
NAM,8,external,0.5730033690351285,0.2,0.2,0.11460067380702571,4,True
NAM,8,fiscal,0.33718614842687267,0.4,0.4,0.13487445937074907,5,True
NAM,8,monetary,0.4572914204254152,0.4,0.4,0.1829165681701661,1,True
NCL,8,external,,0.2,0.0,0.0,0,False
NCL,8,fiscal,0.556698708391718,0.4,1.0,0.556698708391718,2,True
NCL,8,monetary,,0.4,0.0,0.0,0,False
NER,8,external,0.502305499408321,0.2,0.2,0.10046109988166421,4,True
NER,8,fiscal,0.4431624298793538,0.4,0.4,0.1772649719517415,5,True
NER,8,monetary,0.6335000483928904,0.4,0.4,0.25340001935715617,2,True
NGA,8,external,0.7151339908768622,0.2,0.2,0.14302679817537245,4,True
NGA,8,fiscal,0.3281765627261815,0.4,0.4,0.1312706250904726,3,True
NGA,8,monetary,0.5428179126640105,0.4,0.4,0.2171271650656042,2,True
NIC,8,external,0.6551956431958582,0.2,0.3333333333333333,0.21839854773195272,4,True
NIC,8,fiscal,0.4981278195943794,0.4,0.6666666666666666,0.3320852130629196,1,True
NIC,8,monetary,,0.4,0.0,0.0,0,False
NLD,8,external,0.6659551651416616,0.2,0.2,0.13319103302833232,4,True
NLD,8,fiscal,0.7972266817410967,0.4,0.4,0.31889067269643867,3,True
NLD,8,monetary,0.7261353202759606,0.4,0.4,0.29045412811038424,2,True
NOR,8,external,0.5809425568722699,0.2,0.2,0.11618851137445399,4,True
NOR,8,fiscal,0.3093125992437022,0.4,0.4,0.12372503969748089,4,True
NOR,8,monetary,0.5989661818598955,0.4,0.4,0.2395864727439582,2,True
NPL,8,external,0.23291928530702197,0.2,0.2,0.046583857061404395,4,True
NPL,8,fiscal,0.4658951128580897,0.4,0.4,0.1863580451432359,3,True
NPL,8,monetary,0.5480818129011248,0.4,0.4,0.21923272516044992,2,True
NRU,8,external,0.5773694320469845,0.2,0.3333333333333333,0.19245647734899485,3,True
NRU,8,fiscal,0.30172748922659465,0.4,0.6666666666666666,0.20115165948439642,6,True
NRU,8,monetary,,0.4,0.0,0.0,0,False
NZL,8,external,0.5881088802578144,0.2,0.2,0.11762177605156288,4,True
NZL,8,fiscal,0.5991640137342895,0.4,0.4,0.23966560549371582,4,True
NZL,8,monetary,0.3985857508519726,0.4,0.4,0.15943430034078906,2,True
OMN,8,external,0.4183184765724865,0.2,0.3333333333333333,0.13943949219082882,4,True
OMN,8,fiscal,,0.4,0.0,0.0,0,False
OMN,8,monetary,0.538301336362477,0.4,0.6666666666666666,0.3588675575749847,2,True
PAK,8,external,0.47721333069142896,0.2,0.2,0.0954426661382858,4,True
PAK,8,fiscal,0.38907055915476507,0.4,0.4,0.15562822366190604,5,True
PAK,8,monetary,0.6406441844277198,0.4,0.4,0.25625767377108793,2,True
PAN,8,external,0.7473924829792988,0.2,0.2,0.14947849659585977,4,True
PAN,8,fiscal,0.41550537026568685,0.4,0.4,0.16620214810627476,3,True
PAN,8,monetary,0.2683174019130149,0.4,0.4,0.10732696076520597,1,True
PER,8,external,0.7437992844190399,0.2,0.2,0.14875985688380797,4,True
PER,8,fiscal,0.5623600702409381,0.4,0.4,0.22494402809637526,5,True
PER,8,monetary,0.6289380015207248,0.4,0.4,0.2515752006082899,2,True
PHL,8,external,0.34304197042181017,0.2,0.2,0.06860839408436203,4,True
PHL,8,fiscal,0.5741283729138549,0.4,0.4,0.22965134916554197,3,True
PHL,8,monetary,0.5389577191567935,0.4,0.4,0.2155830876627174,2,True
PLW,8,external,0.5917020788180732,0.2,0.3333333333333333,0.19723402627269107,3,True
PLW,8,fiscal,0.37006051890303254,0.4,0.6666666666666666,0.24670701260202169,2,True
PLW,8,monetary,,0.4,0.0,0.0,0,False
PNG,8,external,0.7079676674913179,0.2,0.3333333333333333,0.23598922249710597,4,True
PNG,8,fiscal,0.5274674433807439,0.4,0.6666666666666666,0.35164496225382924,4,True
PNG,8,monetary,,0.4,0.0,0.0,0,False
POL,8,external,0.4531266736731203,0.2,0.2,0.09062533473462407,4,True
POL,8,fiscal,0.7943089897336822,0.4,0.4,0.31772359589347293,5,True
POL,8,monetary,0.6927972854409038,0.4,0.4,0.27711891417636153,2,True
PRT,8,external,0.6325270244928983,0.2,0.2,0.12650540489857967,4,True
PRT,8,fiscal,0.6954478422889606,0.4,0.4,0.27817913691558427,5,True
PRT,8,monetary,0.7261353202759606,0.4,0.4,0.29045412811038424,2,True
PRY,8,external,0.6301034744789662,0.2,0.2,0.12602069489579323,4,True
PRY,8,fiscal,0.4627301724768676,0.4,0.4,0.18509206899074704,7,True
PRY,8,monetary,0.4674800242952984,0.4,0.4,0.18699200971811936,2,True
PSE,8,external,,0.2,0.0,0.0,0,False
PSE,8,fiscal,0.49297927981571155,0.4,1.0,0.49297927981571155,2,True
PSE,8,monetary,,0.4,0.0,0.0,0,False
PYF,8,external,,0.2,0.0,0.0,0,False
PYF,8,fiscal,0.5110086785308531,0.4,1.0,0.5110086785308531,2,True
PYF,8,monetary,,0.4,0.0,0.0,0,False
QAT,8,external,0.5660277717869493,0.2,0.2,0.11320555435738987,4,True
QAT,8,fiscal,0.1995681583491362,0.4,0.4,0.07982726333965448,1,True
QAT,8,monetary,0.4257080190027298,0.4,0.4,0.17028320760109195,1,True
ROU,8,external,0.5630167115409223,0.2,0.2,0.11260334230818446,4,True
ROU,8,fiscal,0.6627074812517695,0.4,0.4,0.2650829925007078,5,True
ROU,8,monetary,0.6628803086408469,0.4,0.4,0.26515212345633876,2,True
RUS,8,external,0.26158457884919945,0.2,0.2,0.05231691576983989,4,True
RUS,8,fiscal,0.626910442223313,0.4,0.4,0.25076417688932523,4,True
RUS,8,monetary,0.47953713388476765,0.4,0.4,0.19181485355390707,2,True
RWA,8,external,0.7437992844190399,0.2,0.2,0.14875985688380797,4,True
RWA,8,fiscal,0.5236686673487861,0.4,0.4,0.20946746693951446,5,True
RWA,8,monetary,0.4130746584336557,0.4,0.4,0.1652298633734623,1,True
SAU,8,external,0.4758132005045848,0.2,0.2,0.09516264010091696,4,True
SAU,8,fiscal,0.3697249139908793,0.4,0.4,0.14788996559635173,1,True
SAU,8,monetary,0.4417510281114175,0.4,0.4,0.176700411244567,2,True
SDN,8,external,0.6762913137031134,0.2,0.2,0.13525826274062266,4,True
SDN,8,fiscal,0.2433920533032952,0.4,0.4,0.09735682132131808,1,True
SDN,8,monetary,0.2776954981476284,0.4,0.4,0.11107819925905137,1,True
SEN,8,external,0.576576493860414,0.2,0.2,0.1153152987720828,4,True
SEN,8,fiscal,0.4906228429538333,0.4,0.4,0.19624913718153333,5,True
SEN,8,monetary,0.6335000483928904,0.4,0.4,0.25340001935715617,2,True
SGP,8,external,0.5881088802578144,0.2,0.2,0.11762177605156288,4,True
SGP,8,fiscal,0.7824019219898247,0.4,0.4,0.31296076879592993,3,True
SGP,8,monetary,0.4644472865383736,0.4,0.4,0.18577891461534946,2,True
SLB,8,external,0.23649241013230737,0.2,0.2,0.047298482026461475,4,True
SLB,8,fiscal,0.4509655499993328,0.4,0.4,0.18038621999973314,4,True
SLB,8,monetary,0.44862267298616,0.4,0.4,0.17944906919446402,1,True
SLE,8,external,0.46647388248059923,0.2,0.2,0.09329477649611985,4,True
SLE,8,fiscal,0.4771195962120281,0.4,0.4,0.19084783848481124,3,True
SLE,8,monetary,0.4957178921563489,0.4,0.4,0.1982871568625396,1,True
SLV,8,external,0.5594435867156368,0.2,0.2,0.11188871734312736,4,True
SLV,8,fiscal,0.5338719949515198,0.4,0.4,0.21354879798060794,6,True
SLV,8,monetary,0.44862267298616,0.4,0.4,0.17944906919446402,1,True
SMR,8,external,0.5594435867156368,0.2,1.0,0.5594435867156368,4,True
SMR,8,fiscal,,0.4,0.0,0.0,0,False
SMR,8,monetary,,0.4,0.0,0.0,0,False
SOM,8,external,0.73305983620821,0.2,0.2,0.14661196724164202,4,True
SOM,8,fiscal,0.39055920664318594,0.4,0.4,0.15622368265727438,3,True
SOM,8,monetary,0.5004554023697517,0.4,0.4,0.2001821609479007,1,True
SRB,8,external,0.46864687711904046,0.2,0.2,0.0937293754238081,3,True
SRB,8,fiscal,0.6546285973017292,0.4,0.4,0.2618514389206917,7,True
SRB,8,monetary,0.739274029991246,0.4,0.4,0.2957096119964984,1,True
SSD,8,external,0.7178282259083213,0.2,0.3333333333333333,0.23927607530277376,1,True
SSD,8,fiscal,0.32155409773985744,0.4,0.6666666666666666,0.21436939849323827,3,True
SSD,8,monetary,,0.4,0.0,0.0,0,False
STP,8,external,0.5170956138550812,0.2,0.3333333333333333,0.17236520461836038,4,True
STP,8,fiscal,0.3189259386337279,0.4,0.6666666666666666,0.21261729242248528,3,True
STP,8,monetary,,0.4,0.0,0.0,0,False
SUR,8,external,0.22215976336121857,0.2,0.3333333333333333,0.07405325445373952,4,True
SUR,8,fiscal,0.31566930469191634,0.4,0.6666666666666666,0.2104462031279442,3,True
SUR,8,monetary,,0.4,0.0,0.0,0,False
SVK,8,external,0.5666099101011811,0.2,0.2,0.11332198202023623,4,True
SVK,8,fiscal,0.779168255349961,0.4,0.4,0.31166730213998445,5,True
SVK,8,monetary,0.7261353202759606,0.4,0.4,0.29045412811038424,2,True
SVN,8,external,0.529590736498628,0.2,0.2,0.1059181472997256,4,True
SVN,8,fiscal,0.6660941036452623,0.4,0.4,0.26643764145810495,5,True
SVN,8,monetary,0.7388062897041404,0.4,0.4,0.2955225158816562,2,True
SWE,8,external,0.6110280543362652,0.2,0.2,0.12220561086725304,4,True
SWE,8,fiscal,0.6086571251672105,0.4,0.4,0.2434628500668842,4,True
SWE,8,monetary,0.6823727563549021,0.4,0.4,0.27294910254196086,2,True
SWZ,8,external,0.4387940269020316,0.2,0.3333333333333333,0.14626467563401052,4,True
SWZ,8,fiscal,0.3980625582958312,0.4,0.6666666666666666,0.26537503886388747,1,True
SWZ,8,monetary,,0.4,0.0,0.0,0,False
SYC,8,external,0.6659551651416616,0.2,0.2,0.13319103302833232,4,True
SYC,8,fiscal,0.6047667344257028,0.4,0.4,0.24190669377028115,2,True
SYC,8,monetary,0.4120218783862329,0.4,0.4,0.16480875135449316,1,True
SYR,8,external,0.3441915452331634,0.2,1.0,0.3441915452331634,4,True
SYR,8,fiscal,,0.4,0.0,0.0,0,False
SYR,8,monetary,,0.4,0.0,0.0,0,False
TCD,8,external,0.24426094556705713,0.2,0.2,0.04885218911341143,4,True
TCD,8,fiscal,0.2752320923581725,0.4,0.4,0.11009283694326899,5,True
TCD,8,monetary,0.6852183006924606,0.4,0.4,0.27408732027698424,1,True
TGO,8,external,0.576576493860414,0.2,0.2,0.1153152987720828,4,True
TGO,8,fiscal,0.4847975774447192,0.4,0.4,0.19391903097788768,5,True
TGO,8,monetary,0.6335000483928904,0.4,0.4,0.25340001935715617,2,True
THA,8,external,0.49849972733604925,0.2,0.2,0.09969994546720985,4,True
THA,8,fiscal,0.4911919290620704,0.4,0.4,0.19647677162482816,5,True
THA,8,monetary,0.38829619644145463,0.4,0.4,0.15531847857658188,2,True
TJK,8,external,0.5524898368421053,0.2,0.2,0.11049796736842106,4,True
TJK,8,fiscal,0.5228979055028032,0.4,0.4,0.2091591622011213,3,True
TJK,8,monetary,0.5486086606209098,0.4,0.4,0.21944346424836395,1,True
TLS,8,external,0.5917020788180734,0.2,0.2,0.11834041576361468,3,True
TLS,8,fiscal,0.5317096882886395,0.4,0.4,0.21268387531545582,6,True
TLS,8,monetary,0.3776814857823782,0.4,0.4,0.15107259431295128,1,True
TON,8,external,0.26877097596971733,0.2,0.2,0.05375419519394347,4,True
TON,8,fiscal,0.375992195132687,0.4,0.4,0.1503968780530748,6,True
TON,8,monetary,0.44862267298616,0.4,0.4,0.17944906919446402,1,True
TTO,8,external,0.5737762334867257,0.2,0.2,0.11475524669734515,4,True
TTO,8,fiscal,0.4593353515533627,0.4,0.4,0.18373414062134508,1,True
TTO,8,monetary,0.38316372140338445,0.4,0.4,0.1532654885613538,2,True
TUN,8,external,0.2970128961275433,0.2,0.2,0.05940257922550866,4,True
TUN,8,fiscal,0.47862844292178125,0.4,0.4,0.19145137716871252,3,True
TUN,8,monetary,0.5796639190087016,0.4,0.4,0.23186556760348065,2,True
TUR,8,external,0.48657272245038813,0.2,0.2,0.09731454449007763,4,True
TUR,8,fiscal,0.6420981292307726,0.4,0.4,0.25683925169230903,1,True
TUR,8,monetary,0.6663895754655896,0.4,0.4,0.26655583018623585,2,True
TUV,8,external,0.7187071157021477,0.2,0.3333333333333333,0.23956903856738257,3,True
TUV,8,fiscal,0.3056308026370078,0.4,0.6666666666666666,0.20375386842467186,2,True
TUV,8,monetary,,0.4,0.0,0.0,0,False
TZA,8,external,0.4172950567453985,0.2,0.2,0.08345901134907971,4,True
TZA,8,fiscal,0.5018576342960592,0.4,0.4,0.20074305371842371,6,True
TZA,8,monetary,0.5708907519468446,0.4,0.4,0.22835630077873784,2,True
UGA,8,external,0.669528289966947,0.2,0.2,0.1339056579933894,4,True
UGA,8,fiscal,0.571256498605102,0.4,0.4,0.2285025994420408,7,True
UGA,8,monetary,0.41005365075486006,0.4,0.4,0.16402146030194403,2,True
UKR,8,external,0.39577601285379177,0.2,0.2,0.07915520257075837,4,True
UKR,8,fiscal,0.6461454649626579,0.4,0.4,0.25845818598506315,3,True
UKR,8,monetary,0.7010845511448028,0.4,0.4,0.28043382045792115,2,True
URY,8,external,0.7437992844190399,0.2,0.2,0.14875985688380797,4,True
URY,8,fiscal,0.4509655499993328,0.4,0.4,0.18038621999973314,4,True
URY,8,monetary,0.5806040184373606,0.4,0.4,0.23224160737494426,2,True
USA,8,external,0.5259975379383691,0.2,0.2,0.10519950758767382,4,True
USA,8,fiscal,0.5613133818381099,0.4,0.4,0.22452535273524396,4,True
USA,8,monetary,0.5049165356416797,0.4,0.4,0.2019666142566719,2,True
UZB,8,external,0.43331389725426234,0.2,0.2,0.08666277945085248,4,True
UZB,8,fiscal,0.7897173408082695,0.4,0.4,0.31588693632330783,2,True
UZB,8,monetary,0.6941669310955548,0.4,0.4,0.27766677243822196,1,True
VCT,8,external,0.4156289367425969,0.2,0.2,0.08312578734851939,4,True
VCT,8,fiscal,0.3307744393803505,0.4,0.4,0.1323097757521402,4,True
VCT,8,monetary,0.3651731662759164,0.4,0.4,0.14606926651036656,1,True
VEN,8,external,0.30906754029081634,0.2,0.2,0.06181350805816327,4,True
VEN,8,fiscal,0.1864791771459252,0.4,0.4,0.07459167085837008,1,True
VEN,8,monetary,0.6457390489141039,0.4,0.4,0.25829561956564157,1,True
VNM,8,external,0.45431423034795165,0.2,0.2,0.09086284606959033,4,True
VNM,8,fiscal,0.5845190079008588,0.4,0.4,0.23380760316034352,7,True
VNM,8,monetary,0.2855873590952542,0.4,0.4,0.11423494363810167,2,True
VUT,8,external,0.7294666376479512,0.2,0.3333333333333333,0.24315554588265037,4,True
VUT,8,fiscal,0.432726683172229,0.4,0.6666666666666666,0.28848445544815265,6,True
VUT,8,monetary,,0.4,0.0,0.0,0,False
WSM,8,external,0.2795104241805471,0.2,1.0,0.2795104241805471,4,True
WSM,8,fiscal,,0.4,0.0,0.0,0,False
WSM,8,monetary,,0.4,0.0,0.0,0,False
XKX,8,external,0.7473924829792988,0.2,0.2,0.14947849659585977,3,True
XKX,8,fiscal,0.6686782346260263,0.4,0.4,0.2674712938504105,6,True
XKX,8,monetary,0.7195358354594417,0.4,0.4,0.28781433418377667,1,True
YEM,8,external,0.6623619665814027,0.2,0.2,0.13247239331628055,4,True
YEM,8,fiscal,0.1864791771459252,0.4,0.4,0.07459167085837008,1,True
YEM,8,monetary,0.45217067546547396,0.4,0.4,0.1808682701861896,2,True
ZAF,8,external,0.5694101704748696,0.2,0.2,0.11388203409497394,4,True
ZAF,8,fiscal,0.7765116646747656,0.4,0.4,0.31060466586990626,1,True
ZAF,8,monetary,0.41943477208357915,0.4,0.4,0.16777390883343168,2,True
ZMB,8,external,0.7473924829792988,0.2,0.2,0.14947849659585977,4,True
ZMB,8,fiscal,0.35579691416297127,0.4,0.4,0.1423187656651885,7,True
ZMB,8,monetary,0.43075477554440283,0.4,0.4,0.17230191021776115,2,True
ZWE,8,external,0.33228244847600685,0.2,0.2,0.06645648969520138,4,True
ZWE,8,fiscal,0.472913974651469,0.4,0.4,0.18916558986058762,3,True
ZWE,8,monetary,0.3488550755408623,0.4,0.4,0.13954203021634493,1,True
