iso3,category,category_score,n_concepts,sum_effective_weight,category_weight_rule
KHM,Economic and fiscal governance,0.4488584727605151,6,4.75,equal
KHM,Political foundations,0.4372173909706287,2,2.0,equal
KHM,Rule of law,0.3118257569412221,5,5.0,equal
KHM,State capacity,0.3839169898375135,4,4.0,equal
KIR,Accountability,0.5824915368587341,6,6.0,equal
KIR,Economic and fiscal governance,0.3248221082926291,4,3.0,equal
KIR,Political foundations,0.5724869391724707,1,1.0,equal
KIR,Rule of law,0.5297123309277741,3,3.0,equal
KIR,State capacity,0.39723728342145564,3,3.0,equal
KNA,Accountability,0.6396751925355988,6,6.0,equal
KNA,Economic and fiscal governance,0.4138197698971529,5,3.75,equal
KNA,Political foundations,0.5580799589229518,1,1.0,equal
KNA,Rule of law,0.5626571283716708,5,5.0,equal
KNA,State capacity,0.5298780588220806,3,3.0,equal
KOR,Accountability,0.6485108976970076,7,7.0,equal
KOR,Economic and fiscal governance,0.625827758226631,6,4.75,equal
KOR,Political foundations,0.6079648049323099,2,2.0,equal
KOR,Rule of law,0.6695852535463239,5,5.0,equal
KOR,State capacity,0.6797628381848175,4,4.0,equal
KWT,Accountability,0.41152785121974095,7,7.0,equal
KWT,Economic and fiscal governance,0.4697485200596257,6,4.75,equal
KWT,Political foundations,0.49898029415087386,2,2.0,equal
KWT,Rule of law,0.548664205488267,5,5.0,equal
KWT,State capacity,0.5482189364879787,4,4.0,equal
LAO,Accountability,0.283501811596691,7,7.0,equal
LAO,Economic and fiscal governance,0.35258495357296976,6,4.75,equal
LAO,Political foundations,0.4385782340837148,2,2.0,equal
LAO,Rule of law,0.3707345368818652,5,5.0,equal
LAO,State capacity,0.42836659757301365,4,4.0,equal
LBN,Accountability,0.4607334290127609,7,7.0,equal
LBN,Economic and fiscal governance,0.44336638715947596,6,4.75,equal
LBN,Political foundations,0.3794762221300777,2,2.0,equal
LBN,Rule of law,0.3923492272392761,5,5.0,equal
LBN,State capacity,0.34495879645905675,4,4.0,equal
LBR,Accountability,0.5231014682762448,7,7.0,equal
LBR,Economic and fiscal governance,0.4095492638484282,6,4.75,equal
LBR,Political foundations,0.5224099747902383,2,2.0,equal
LBR,Rule of law,0.4338721452186343,5,5.0,equal
LBR,State capacity,0.3520290500654845,4,4.0,equal
LBY,Accountability,0.39779279702216924,7,7.0,equal
LBY,Economic and fiscal governance,0.2657449563780125,5,4.0,equal
LBY,Political foundations,0.38583473963120724,2,2.0,equal
LBY,Rule of law,0.3620224866603533,5,5.0,equal
LBY,State capacity,0.2641331034138967,4,4.0,equal
LCA,Accountability,0.5649354026248167,6,6.0,equal
LCA,Economic and fiscal governance,0.4222898002794983,5,3.75,equal
LCA,Political foundations,0.5582608741293877,1,1.0,equal
LCA,Rule of law,0.5593076048045349,5,5.0,equal
LCA,State capacity,0.5100764230765789,3,3.0,equal
LIE,Accountability,0.6038643601267203,6,6.0,equal
LIE,Economic and fiscal governance,0.6784162447251584,3,2.25,equal
LIE,Political foundations,0.5869756803061319,1,1.0,equal
LIE,Rule of law,0.6801439044854768,3,3.0,equal
LIE,State capacity,0.6437363099099919,3,3.0,equal
LKA,Accountability,0.5530463387316801,7,7.0,equal
LKA,Economic and fiscal governance,0.46580703843264465,6,4.75,equal
LKA,Political foundations,0.48661457597062274,2,2.0,equal
LKA,Rule of law,0.5074013499739821,5,5.0,equal
LKA,State capacity,0.49458200429942195,4,4.0,equal
LSO,Accountability,0.5374184760512851,7,7.0,equal
LSO,Economic and fiscal governance,0.4431443580800387,6,4.75,equal
LSO,Political foundations,0.555778932819899,2,2.0,equal
LSO,Rule of law,0.519651735595937,5,5.0,equal
LSO,State capacity,0.41776957999931097,4,4.0,equal
LTU,Accountability,0.6394005869324123,7,7.0,equal
LTU,Economic and fiscal governance,0.6881999996625797,6,4.75,equal
LTU,Political foundations,0.6257408355354805,2,2.0,equal
LTU,Rule of law,0.6589882642996859,5,5.0,equal
LTU,State capacity,0.6368374399769976,4,4.0,equal
LUX,Accountability,0.7000782408044506,7,7.0,equal
LUX,Economic and fiscal governance,0.7336598892825534,6,4.75,equal
LUX,Political foundations,0.6711317435524492,2,2.0,equal
LUX,Rule of law,0.737533639276211,5,5.0,equal
LUX,State capacity,0.686836615365779,4,4.0,equal
LVA,Accountability,0.6446508244122547,7,7.0,equal
LVA,Economic and fiscal governance,0.7235791297893184,6,4.75,equal
LVA,Political foundations,0.5742221545748203,2,2.0,equal
LVA,Rule of law,0.6741029441537262,5,5.0,equal
LVA,State capacity,0.6570010061782567,4,4.0,equal
MAC,Accountability,0.6804874432773259,1,1.0,equal
MAC,Economic and fiscal governance,0.5586978017055217,5,3.75,equal
MAC,Political foundations,0.5613103730231949,1,1.0,equal
MAC,Rule of law,0.9166999600479424,1,1.0,equal
MAC,State capacity,0.5649107042535618,3,3.0,equal
MAF,Economic and fiscal governance,0.0205399061032863,1,0.5,equal
MAF,Rule of law,0.0840990811026768,1,1.0,equal
MAF,State capacity,0.6699282193236638,1,1.0,equal
MAR,Accountability,0.4525103057411007,7,7.0,equal
MAR,Economic and fiscal governance,0.49349076893324123,6,4.75,equal
MAR,Political foundations,0.46732287806435185,2,2.0,equal
MAR,Rule of law,0.46319963922863366,5,5.0,equal
MAR,State capacity,0.49243795829822634,4,4.0,equal
MCO,Accountability,0.5976855213896123,6,6.0,equal
MCO,Economic and fiscal governance,0.5040128396207961,3,2.25,equal
MCO,Political foundations,0.5725098305331393,1,1.0,equal
MCO,Rule of law,0.82452163076668,2,2.0,equal
MCO,State capacity,0.5941964727054477,3,3.0,equal
MDA,Accountability,0.5315219079392106,7,7.0,equal
MDA,Economic and fiscal governance,0.5365612112869499,6,4.75,equal
MDA,Political foundations,0.5398340591515867,2,2.0,equal
MDA,Rule of law,0.5179068304328261,5,5.0,equal
MDA,State capacity,0.5461752185329913,4,4.0,equal
MDG,Accountability,0.4271514167264159,7,7.0,equal
MDG,Economic and fiscal governance,0.40278721208781404,6,4.75,equal
MDG,Political foundations,0.44537501202006674,2,2.0,equal
MDG,Rule of law,0.3679595630696821,5,5.0,equal
MDG,State capacity,0.32434129973395925,4,4.0,equal
MDV,Accountability,0.4998210799153591,7,7.0,equal
MDV,Economic and fiscal governance,0.40392221894740793,6,4.75,equal
MDV,Political foundations,0.4875512614371882,2,2.0,equal
MDV,Rule of law,0.5186238086764083,5,5.0,equal
MDV,State capacity,0.522703064578348,4,4.0,equal
MEX,Accountability,0.47162873312113207,7,7.0,equal
MEX,Economic and fiscal governance,0.520749682568538,6,4.75,equal
MEX,Political foundations,0.4464601507148468,2,2.0,equal
MEX,Rule of law,0.3553703758900726,5,5.0,equal
MEX,State capacity,0.4999580080999578,4,4.0,equal
MHL,Accountability,0.570104722486891,6,6.0,equal
MHL,Economic and fiscal governance,0.444932681843626,4,3.25,equal
MHL,Political foundations,0.5741309623460116,1,1.0,equal
MHL,Rule of law,0.5619860827498887,3,3.0,equal
MHL,State capacity,0.41377284281819265,3,3.0,equal
MKD,Accountability,0.5191475148555711,7,7.0,equal
MKD,Economic and fiscal governance,0.5470041894248461,6,4.75,equal
MKD,Political foundations,0.4903227266979646,2,2.0,equal
MKD,Rule of law,0.4746065209258659,5,5.0,equal
MKD,State capacity,0.5345856393796238,4,4.0,equal
MLI,Accountability,0.3879060402270896,7,7.0,equal
MLI,Economic and fiscal governance,0.4521912798251457,6,4.75,equal
MLI,Political foundations,0.36353638245099035,2,2.0,equal
MLI,Rule of law,0.43488803146653987,5,5.0,equal
MLI,State capacity,0.3585546949597572,4,4.0,equal
MLT,Accountability,0.6061550768921586,7,7.0,equal
MLT,Economic and fiscal governance,0.5990339084678532,6,4.75,equal
MLT,Political foundations,0.6599414979670231,2,2.0,equal
MLT,Rule of law,0.6370671230112925,5,5.0,equal
MLT,State capacity,0.6150894913243711,4,4.0,equal
MMR,Accountability,0.23012810595243874,7,7.0,equal
MMR,Economic and fiscal governance,0.3361773483958344,6,4.75,equal
MMR,Political foundations,0.24805157019615331,2,2.0,equal
MMR,Rule of law,0.28024054760131156,5,5.0,equal
MMR,State capacity,0.3410128661100432,4,4.0,equal
MNE,Accountability,0.5644661084415181,7,7.0,equal
MNE,Economic and fiscal governance,0.5616960072072922,6,4.75,equal
MNE,Political foundations,0.5232983942757197,2,2.0,equal
MNE,Rule of law,0.5476238808220264,5,5.0,equal
MNE,State capacity,0.5450014249659283,4,4.0,equal
MNG,Accountability,0.545745640417748,7,7.0,equal
MNG,Economic and fiscal governance,0.48813010427102377,6,4.75,equal
MNG,Political foundations,0.5182145858913116,2,2.0,equal
MNG,Rule of law,0.47527834721499856,5,5.0,equal
MNG,State capacity,0.5598596914375457,4,4.0,equal
MNP,Economic and fiscal governance,0.0205399061032863,1,0.5,equal
MNP,State capacity,0.651845638810598,1,1.0,equal
MOZ,Accountability,0.4021566413067799,7,7.0,equal
MOZ,Economic and fiscal governance,0.3988794263117923,6,4.75,equal
MOZ,Political foundations,0.44276447620121606,2,2.0,equal
MOZ,Rule of law,0.36365094155533484,5,5.0,equal
MOZ,State capacity,0.3674543783168466,4,4.0,equal
MRT,Accountability,0.40225888515437835,7,7.0,equal
MRT,Economic and fiscal governance,0.4023457557111876,6,4.75,equal
MRT,Political foundations,0.3851268892451405,2,2.0,equal
MRT,Rule of law,0.348623064155854,5,5.0,equal
MRT,State capacity,0.39269995138416336,4,4.0,equal
MUS,Accountability,0.5967350275924472,7,7.0,equal
MUS,Economic and fiscal governance,0.5500802796669074,6,4.75,equal
MUS,Political foundations,0.5397944527130273,2,2.0,equal
MUS,Rule of law,0.5817761226182101,5,5.0,equal
MUS,State capacity,0.5709474783526343,4,4.0,equal
MWI,Accountability,0.5485158536439442,7,7.0,equal
MWI,Economic and fiscal governance,0.48679808382325335,6,4.75,equal
MWI,Political foundations,0.47213632655004656,2,2.0,equal
MWI,Rule of law,0.5004895606516986,5,5.0,equal
MWI,State capacity,0.4552409367616178,4,4.0,equal
MYS,Accountability,0.46221416192542647,7,7.0,equal
MYS,Economic and fiscal governance,0.5343291432740054,6,4.75,equal
MYS,Political foundations,0.5216754408047984,2,2.0,equal
MYS,Rule of law,0.5453275603620121,5,5.0,equal
MYS,State capacity,0.5462718335041802,4,4.0,equal
NAM,Accountability,0.5718691780680016,7,7.0,equal
NAM,Economic and fiscal governance,0.4497081368388853,6,4.75,equal
NAM,Political foundations,0.5634436264780611,2,2.0,equal
NAM,Rule of law,0.5667753595212464,5,5.0,equal
NAM,State capacity,0.4997145715804987,4,4.0,equal
NCL,Economic and fiscal governance,0.29145179631689516,2,1.5,equal
NCL,Political foundations,0.6847716775656294,1,1.0,equal
NCL,Rule of law,0.4776268477826608,1,1.0,equal
NCL,State capacity,0.6294275537490247,1,1.0,equal
NER,Accountability,0.44728436537411104,7,7.0,equal
NER,Economic and fiscal governance,0.4241254299376859,6,4.75,equal
NER,Political foundations,0.40273911422028363,2,2.0,equal
NER,Rule of law,0.42476836611289703,5,5.0,equal
NER,State capacity,0.38450843681854874,4,4.0,equal
NGA,Accountability,0.4706265546678888,7,7.0,equal
NGA,Economic and fiscal governance,0.45888775362450107,6,4.75,equal
NGA,Political foundations,0.33438605674662003,2,2.0,equal
NGA,Rule of law,0.39034744631128065,5,5.0,equal
NGA,State capacity,0.3524147921318315,4,4.0,equal
NIC,Accountability,0.23506414134486617,7,7.0,equal
NIC,Economic and fiscal governance,0.445723857960301,6,4.75,equal
NIC,Political foundations,0.37746289957113016,2,2.0,equal
NIC,Rule of law,0.22249106260149407,5,5.0,equal
NIC,State capacity,0.36709960121058943,4,4.0,equal
NLD,Accountability,0.6589868595949929,7,7.0,equal
NLD,Economic and fiscal governance,0.7059737684646311,6,4.75,equal
NLD,Political foundations,0.6378903596510381,2,2.0,equal
NLD,Rule of law,0.7360959128063369,5,5.0,equal
NLD,State capacity,0.6816165889053409,4,4.0,equal
NOR,Accountability,0.7226347381389432,7,7.0,equal
NOR,Economic and fiscal governance,0.6555480089204742,6,4.75,equal
NOR,Political foundations,0.6805331443142817,2,2.0,equal
NOR,Rule of law,0.7704414812208816,5,5.0,equal
NOR,State capacity,0.6969791842068468,4,4.0,equal
NPL,Accountability,0.5417501216858222,7,7.0,equal
NPL,Economic and fiscal governance,0.45777735906826544,6,4.75,equal
NPL,Political foundations,0.49060060125041766,2,2.0,equal
NPL,Rule of law,0.4718521127100089,5,5.0,equal
NPL,State capacity,0.48041077872727045,4,4.0,equal
NRU,Accountability,0.5063925528421133,6,6.0,equal
NRU,Economic and fiscal governance,0.3862258988794514,5,3.75,equal
NRU,Political foundations,0.5668689749449778,1,1.0,equal
NRU,Rule of law,0.5522499144780869,3,3.0,equal
NRU,State capacity,0.42746103420696224,3,3.0,equal
NZL,Accountability,0.6473836323252044,7,7.0,equal
NZL,Economic and fiscal governance,0.622787071489138,6,4.75,equal
NZL,Political foundations,0.6540871315390503,2,2.0,equal
NZL,Rule of law,0.7606374178253918,5,5.0,equal
NZL,State capacity,0.6931041111673786,4,4.0,equal
OMN,Accountability,0.32756973234263537,7,7.0,equal
OMN,Economic and fiscal governance,0.5147714078200799,6,4.75,equal
OMN,Political foundations,0.49748997222061225,2,2.0,equal
OMN,Rule of law,0.5264503607956268,5,5.0,equal
OMN,State capacity,0.5661372632081251,4,4.0,equal
PAK,Accountability,0.4023161825159808,7,7.0,equal
PAK,Economic and fiscal governance,0.42932242877461285,6,4.75,equal
PAK,Political foundations,0.3199939174891684,2,2.0,equal
PAK,Rule of law,0.34419891843660777,5,5.0,equal
PAK,State capacity,0.3466345269896865,4,4.0,equal
PAN,Accountability,0.5699037381092358,7,7.0,equal
PAN,Economic and fiscal governance,0.5196074198782661,6,4.75,equal
PAN,Political foundations,0.5376179647373882,2,2.0,equal
PAN,Rule of law,0.49839038694310106,5,5.0,equal
PAN,State capacity,0.5331331524326375,4,4.0,equal
PER,Accountability,0.5261936948174455,7,7.0,equal
PER,Economic and fiscal governance,0.6081422721555757,6,4.75,equal
PER,Political foundations,0.47366788710354646,2,2.0,equal
PER,Rule of law,0.46038652633068156,5,5.0,equal
PER,State capacity,0.4940982196005934,4,4.0,equal
PHL,Accountability,0.46622709661530193,7,7.0,equal
PHL,Economic and fiscal governance,0.5223304948380771,6,4.75,equal
PHL,Political foundations,0.37320770028019234,2,2.0,equal
PHL,Rule of law,0.39469547296536006,5,5.0,equal
PHL,State capacity,0.4730076004046425,4,4.0,equal
PLW,Accountability,0.5919126553041364,6,6.0,equal
PLW,Economic and fiscal governance,0.4325526509883345,5,3.75,equal
PLW,Political foundations,0.5725098305331393,1,1.0,equal
PLW,Rule of law,0.3710164239161913,3,3.0,equal
PLW,State capacity,0.48384159336588556,3,3.0,equal
PNG,Accountability,0.4934584287369747,7,7.0,equal
PNG,Economic and fiscal governance,0.4576225843790839,6,4.75,equal
PNG,Political foundations,0.5034646293825327,2,2.0,equal
PNG,Rule of law,0.44683554786094853,5,5.0,equal
PNG,State capacity,0.32927216467869125,4,4.0,equal
POL,Accountability,0.6208084721289706,7,7.0,equal
POL,Economic and fiscal governance,0.6000421120341674,6,4.75,equal
POL,Political foundations,0.5979538361105712,2,2.0,equal
POL,Rule of law,0.6168179788417648,5,5.0,equal
POL,State capacity,0.6373193961113588,4,4.0,equal
PRI,Accountability,0.599959483408898,1,1.0,equal
PRI,Economic and fiscal governance,0.4590756666784562,2,1.5,equal
PRI,Political foundations,0.5737466251069868,1,1.0,equal
PRI,Rule of law,0.41269737010963603,2,2.0,equal
PRI,State capacity,0.5171687447842744,2,2.0,equal
PRT,Accountability,0.633101542159974,7,7.0,equal
PRT,Economic and fiscal governance,0.6367551227786293,6,4.75,equal
PRT,Political foundations,0.5826406242213638,2,2.0,equal
PRT,Rule of law,0.5923257686812768,5,5.0,equal
PRT,State capacity,0.65823883166261,4,4.0,equal
PRY,Accountability,0.4815335732187832,7,7.0,equal
PRY,Economic and fiscal governance,0.53894586263312,6,4.75,equal
PRY,Political foundations,0.483865596074673,2,2.0,equal
PRY,Rule of law,0.40716680133679367,5,5.0,equal
PRY,State capacity,0.45500328458070294,4,4.0,equal
PSE,Accountability,0.3077235676977916,7,7.0,equal
PSE,Economic and fiscal governance,0.34456798955652,5,4.0,equal
PSE,Political foundations,0.43364158223145244,2,2.0,equal
PSE,Rule of law,0.4623697360892248,5,5.0,equal
PSE,State capacity,0.36098199850458507,4,4.0,equal
PYF,Economic and fiscal governance,0.33507313611477063,3,2.0,equal
PYF,Political foundations,0.673443021840911,1,1.0,equal
PYF,Rule of law,0.9490611266480224,1,1.0,equal
PYF,State capacity,0.673283455648305,1,1.0,equal
QAT,Accountability,0.26530647362833865,7,7.0,equal
QAT,Economic and fiscal governance,0.4633939327710195,6,4.75,equal
QAT,Political foundations,0.4856865063222454,2,2.0,equal
QAT,Rule of law,0.5218818271909992,5,5.0,equal
QAT,State capacity,0.5764786953942025,4,4.0,equal
ROU,Accountability,0.5256481306166281,7,7.0,equal
ROU,Economic and fiscal governance,0.5702875481501879,6,4.75,equal
ROU,Political foundations,0.5716949044582476,2,2.0,equal
ROU,Rule of law,0.5630697301614898,5,5.0,equal
ROU,State capacity,0.5886348757292208,4,4.0,equal
RUS,Accountability,0.2766358721494326,7,7.0,equal
RUS,Economic and fiscal governance,0.43122250183076144,6,4.75,equal
RUS,Political foundations,0.3570636369360585,2,2.0,equal
RUS,Rule of law,0.33089317156709736,5,5.0,equal
RUS,State capacity,0.5121841685172241,4,4.0,equal
RWA,Accountability,0.37271435385334745,7,7.0,equal
RWA,Economic and fiscal governance,0.3958918479218033,6,4.75,equal
RWA,Political foundations,0.41357764877516284,2,2.0,equal
RWA,Rule of law,0.4601418250560541,5,5.0,equal
RWA,State capacity,0.49269468114202364,4,4.0,equal
SAU,Accountability,0.2500133331198962,7,7.0,equal
SAU,Economic and fiscal governance,0.44090913152978395,6,4.75,equal
SAU,Political foundations,0.4005395300453183,2,2.0,equal
SAU,Rule of law,0.44443753082408755,5,5.0,equal
SAU,State capacity,0.5560948761645151,4,4.0,equal
SDN,Accountability,0.28214407708861267,7,7.0,equal
SDN,Economic and fiscal governance,0.30045094907508574,5,4.0,equal
SDN,Political foundations,0.3036305126398129,2,2.0,equal
SDN,Rule of law,0.24722230770727913,5,5.0,equal
SDN,State capacity,0.2374569142554605,4,4.0,equal
SEN,Accountability,0.5517668357832186,7,7.0,equal
SEN,Economic and fiscal governance,0.45718769433907314,6,4.75,equal
SEN,Political foundations,0.5518418583051163,2,2.0,equal
SEN,Rule of law,0.5425972458325935,5,5.0,equal
SEN,State capacity,0.5040002130525288,4,4.0,equal
SGP,Accountability,0.4573817188110058,7,7.0,equal
SGP,Economic and fiscal governance,0.632787999101852,6,4.75,equal
SGP,Political foundations,0.6165887461206596,2,2.0,equal
SGP,Rule of law,0.7025677874973753,5,5.0,equal
SGP,State capacity,0.7100143746193095,4,4.0,equal
SLB,Accountability,0.5210384003820235,7,7.0,equal
SLB,Economic and fiscal governance,0.38324571144097563,6,4.75,equal
SLB,Political foundations,0.5303941375616636,2,2.0,equal
SLB,Rule of law,0.5430920782612335,5,5.0,equal
SLB,State capacity,0.3908205125627484,4,4.0,equal
SLE,Accountability,0.5332384885380852,7,7.0,equal
SLE,Economic and fiscal governance,0.4196879454271843,6,4.75,equal
SLE,Political foundations,0.498521028120562,2,2.0,equal
SLE,Rule of law,0.44415660275069746,5,5.0,equal
SLE,State capacity,0.4485827377843639,4,4.0,equal
SLV,Accountability,0.37492821239911606,7,7.0,equal
SLV,Economic and fiscal governance,0.4726511537407627,6,4.75,equal
SLV,Political foundations,0.4577912776836772,2,2.0,equal
SLV,Rule of law,0.3540430661316496,5,5.0,equal
SLV,State capacity,0.47408828144156556,4,4.0,equal
SMR,Accountability,0.640760135727155,6,6.0,equal
SMR,Economic and fiscal governance,0.4990641331520597,4,3.25,equal
SMR,Political foundations,0.5781506945403374,1,1.0,equal
SMR,Rule of law,0.8467319923867516,1,1.0,equal
SMR,State capacity,0.4907981029386285,3,3.0,equal
SOM,Accountability,0.36793111126327366,7,7.0,equal
SOM,Economic and fiscal governance,0.4211252748952633,5,4.0,equal
SOM,Political foundations,0.3643847416217523,2,2.0,equal
SOM,Rule of law,0.28991869996442027,5,5.0,equal
SOM,State capacity,0.28414062401999346,4,4.0,equal
SRB,Accountability,0.43945650785341556,7,7.0,equal
SRB,Economic and fiscal governance,0.5709658856739561,6,4.75,equal
SRB,Political foundations,0.4778241907150988,2,2.0,equal
SRB,Rule of law,0.4703287968472843,5,5.0,equal
SRB,State capacity,0.5530849953327791,4,4.0,equal
SSD,Accountability,0.2716225139377736,7,7.0,equal
SSD,Economic and fiscal governance,0.22468438045802705,4,3.5,equal
SSD,Political foundations,0.2862870560341394,2,2.0,equal
SSD,Rule of law,0.20896882361115804,5,5.0,equal
SSD,State capacity,0.17565587525238546,4,4.0,equal
STP,Accountability,0.5412407652077529,7,7.0,equal
STP,Economic and fiscal governance,0.3688785152251053,6,4.75,equal
STP,Political foundations,0.5546522515726668,2,2.0,equal
STP,Rule of law,0.5542373676601103,5,5.0,equal
STP,State capacity,0.46981295690082925,4,4.0,equal
SUR,Accountability,0.5601805249814962,7,7.0,equal
SUR,Economic and fiscal governance,0.36404260876426603,6,4.75,equal
SUR,Political foundations,0.516617446773907,2,2.0,equal
SUR,Rule of law,0.5424915014984045,5,5.0,equal
SUR,State capacity,0.4497231739697167,4,4.0,equal
SVK,Accountability,0.5640713643271545,7,7.0,equal
SVK,Economic and fiscal governance,0.6211267262378449,6,4.75,equal
SVK,Political foundations,0.5568987445503487,2,2.0,equal
SVK,Rule of law,0.5983213203285269,5,5.0,equal
SVK,State capacity,0.6238211978325224,4,4.0,equal
SVN,Accountability,0.625857560022472,7,7.0,equal
SVN,Economic and fiscal governance,0.5954908756733239,6,4.75,equal
SVN,Political foundations,0.6133476014436279,2,2.0,equal
SVN,Rule of law,0.6121326379206746,5,5.0,equal
SVN,State capacity,0.6440677235092328,4,4.0,equal
SWE,Accountability,0.7175424209433521,7,7.0,equal
SWE,Economic and fiscal governance,0.6814907146604579,6,4.75,equal
SWE,Political foundations,0.659843056542387,2,2.0,equal
SWE,Rule of law,0.7472028032945833,5,5.0,equal
SWE,State capacity,0.7022908216552393,4,4.0,equal
SWZ,Accountability,0.2974911749513858,7,7.0,equal
SWZ,Economic and fiscal governance,0.3427581525900979,6,4.75,equal
SWZ,Political foundations,0.44830591317581214,2,2.0,equal
SWZ,Rule of law,0.34555989218216926,5,5.0,equal
SWZ,State capacity,0.4351113873327711,4,4.0,equal
SXM,Economic and fiscal governance,0.20608750239567586,2,1.25,equal
SXM,State capacity,0.7378373413127247,1,1.0,equal
SYC,Accountability,0.6117689758346408,7,7.0,equal
SYC,Economic and fiscal governance,0.48502857075376293,6,4.75,equal
SYC,Political foundations,0.5573825862572354,2,2.0,equal
SYC,Rule of law,0.6153144365118439,5,5.0,equal
SYC,State capacity,0.5672591953874786,4,4.0,equal
SYR,Accountability,0.28131336950293034,7,7.0,equal
SYR,Economic and fiscal governance,0.2763767069838658,5,4.0,equal
SYR,Political foundations,0.3210488868276651,2,2.0,equal
SYR,Rule of law,0.3268644627683153,5,5.0,equal
SYR,State capacity,0.26588364404768816,4,4.0,equal
TCA,Economic and fiscal governance,0.36741057827122514,2,1.25,equal
TCA,Rule of law,0.0017978425888933,1,1.0,equal
TCA,State capacity,0.719069984824846,1,1.0,equal
TCD,Accountability,0.30073311516901924,7,7.0,equal
TCD,Economic and fiscal governance,0.36434644177388914,6,4.75,equal
TCD,Political foundations,0.29229305155618857,2,2.0,equal
TCD,Rule of law,0.2895123827467705,5,5.0,equal
TCD,State capacity,0.2614817893569918,4,4.0,equal
TGO,Accountability,0.41074675425873786,7,7.0,equal
TGO,Economic and fiscal governance,0.4291452417958551,6,4.75,equal
TGO,Political foundations,0.4457024059614981,2,2.0,equal
TGO,Rule of law,0.4277559987845203,5,5.0,equal
TGO,State capacity,0.41791263471355733,4,4.0,equal
THA,Accountability,0.459512289963134,7,7.0,equal
THA,Economic and fiscal governance,0.4945468034585538,6,4.75,equal
THA,Political foundations,0.4057331236434768,2,2.0,equal
THA,Rule of law,0.42144448138859003,5,5.0,equal
THA,State capacity,0.5326637348082177,4,4.0,equal
TJK,Accountability,0.26356226824122153,7,7.0,equal
TJK,Economic and fiscal governance,0.4001472956453648,6,4.75,equal
TJK,Political foundations,0.3909362425041404,2,2.0,equal
TJK,Rule of law,0.3231943857668501,5,5.0,equal
TJK,State capacity,0.4219317017480029,4,4.0,equal
TLS,Accountability,0.5602334039090587,7,7.0,equal
TLS,Economic and fiscal governance,0.41546061425719233,6,4.75,equal
TLS,Political foundations,0.5360196687786689,2,2.0,equal
TLS,Rule of law,0.5177746679401432,5,5.0,equal
TLS,State capacity,0.4505926574901476,4,4.0,equal
TON,Accountability,0.49400731052215424,6,6.0,equal
TON,Economic and fiscal governance,0.36612001735490296,5,3.75,equal
TON,Political foundations,0.5731864432520961,1,1.0,equal
TON,Rule of law,0.6447870255953135,3,3.0,equal
TON,State capacity,0.4914698346427815,3,3.0,equal
TTO,Accountability,0.6052277340804466,7,7.0,equal
TTO,Economic and fiscal governance,0.45590170349244336,6,4.75,equal
TTO,Political foundations,0.5486837670124747,2,2.0,equal
TTO,Rule of law,0.5503638272470526,5,5.0,equal
TTO,State capacity,0.474942128884015,4,4.0,equal
TUN,Accountability,0.4469765817111991,7,7.0,equal
TUN,Economic and fiscal governance,0.4343495399992248,6,4.75,equal
TUN,Political foundations,0.4961145428304264,2,2.0,equal
TUN,Rule of law,0.5048183380579856,5,5.0,equal
TUN,State capacity,0.4946100565399886,4,4.0,equal
TUR,Accountability,0.3589581403487738,7,7.0,equal
TUR,Economic and fiscal governance,0.5367094402538631,6,4.75,equal
TUR,Political foundations,0.4076553028228769,2,2.0,equal
TUR,Rule of law,0.3705974130485481,5,5.0,equal
TUR,State capacity,0.49326792065090275,4,4.0,equal
TUV,Accountability,0.5802637400279477,6,6.0,equal
TUV,Economic and fiscal governance,0.3993266238055355,4,3.0,equal
TUV,Political foundations,0.582194155789479,1,1.0,equal
TUV,Rule of law,0.6840603706559971,3,3.0,equal
TUV,State capacity,0.3993839115749947,3,3.0,equal
TZA,Accountability,0.4410473978900272,7,7.0,equal
TZA,Economic and fiscal governance,0.42551739193853527,6,4.75,equal
TZA,Political foundations,0.5210176815872383,2,2.0,equal
TZA,Rule of law,0.4549384101442941,5,5.0,equal
TZA,State capacity,0.4106175858141072,4,4.0,equal
UGA,Accountability,0.4074062793814153,7,7.0,equal
UGA,Economic and fiscal governance,0.4453397415008523,6,4.75,equal
UGA,Political foundations,0.4241644537725311,2,2.0,equal
UGA,Rule of law,0.35239277914288325,5,5.0,equal
UGA,State capacity,0.41783006062239847,4,4.0,equal
UKR,Accountability,0.4869285857041585,7,7.0,equal
UKR,Economic and fiscal governance,0.5266310850850054,6,4.75,equal
UKR,Political foundations,0.42736396032696666,2,2.0,equal
UKR,Rule of law,0.42601334226083615,5,5.0,equal
UKR,State capacity,0.41680800025685794,4,4.0,equal
URY,Accountability,0.6686567220546414,7,7.0,equal
URY,Economic and fiscal governance,0.5837249274010982,6,4.75,equal
URY,Political foundations,0.6418746257722102,2,2.0,equal
URY,Rule of law,0.6612015692760059,5,5.0,equal
URY,State capacity,0.6063146541165165,4,4.0,equal
USA,Accountability,0.585410687893643,7,7.0,equal
USA,Economic and fiscal governance,0.6495049057773027,6,4.75,equal
USA,Political foundations,0.47577306722975926,2,2.0,equal
USA,Rule of law,0.5988226920681154,5,5.0,equal
USA,State capacity,0.632016419604518,4,4.0,equal
UZB,Accountability,0.3216013161836359,7,7.0,equal
UZB,Economic and fiscal governance,0.4749457322444169,6,4.75,equal
UZB,Political foundations,0.4197545685742309,2,2.0,equal
