country_code,year,new_laws,climate_laws_cumulative
UGA,2023,1,22
UGA,2024,1,23
UGA,2025,2,25
UGA,2026,3,28
UKR,1994,1,1
UKR,1995,0,1
UKR,1996,0,1
UKR,1997,1,2
UKR,1998,0,2
UKR,1999,0,2
UKR,2000,1,3
UKR,2001,0,3
UKR,2002,0,3
UKR,2003,1,4
UKR,2004,0,4
UKR,2005,2,6
UKR,2006,0,6
UKR,2007,0,6
UKR,2008,0,6
UKR,2009,1,7
UKR,2010,1,8
UKR,2011,0,8
UKR,2012,0,8
UKR,2013,0,8
UKR,2014,0,8
UKR,2015,0,8
UKR,2016,1,9
UKR,2017,4,13
UKR,2018,2,15
UKR,2019,3,18
UKR,2020,5,23
UKR,2021,2,25
UKR,2022,0,25
UKR,2023,1,26
UKR,2024,1,27
UKR,2025,0,27
UKR,2026,0,27
URY,1990,0,1
URY,1991,0,1
URY,1992,0,1
URY,1993,0,1
URY,1994,0,1
URY,1995,0,1
URY,1996,0,1
URY,1997,0,1
URY,1998,0,1
URY,1999,0,1
URY,2000,0,1
URY,2001,0,1
URY,2002,1,2
URY,2003,0,2
URY,2004,0,2
URY,2005,0,2
URY,2006,0,2
URY,2007,1,3
URY,2008,2,5
URY,2009,5,10
URY,2010,2,12
URY,2011,0,12
URY,2012,2,14
URY,2013,3,17
URY,2014,0,17
URY,2015,4,21
URY,2016,2,23
URY,2017,2,25
URY,2018,3,28
URY,2019,4,32
URY,2020,4,36
URY,2021,4,40
URY,2022,1,41
URY,2023,2,43
URY,2024,9,52
URY,2025,0,52
URY,2026,0,52
USA,1990,1,4
USA,1991,0,4
USA,1992,1,5
USA,1993,0,5
USA,1994,0,5
USA,1995,0,5
USA,1996,0,5
USA,1997,0,5
USA,1998,0,5
USA,1999,0,5
USA,2000,1,6
USA,2001,0,6
USA,2002,0,6
USA,2003,1,7
USA,2004,0,7
USA,2005,1,8
USA,2006,0,8
USA,2007,1,9
USA,2008,2,11
USA,2009,2,13
USA,2010,0,13
USA,2011,1,14
USA,2012,0,14
USA,2013,1,15
USA,2014,0,15
USA,2015,1,16
USA,2016,3,19
USA,2017,1,20
USA,2018,3,23
USA,2019,1,24
USA,2020,6,30
USA,2021,29,59
USA,2022,10,69
USA,2023,5,74
USA,2024,7,81
USA,2025,0,81
USA,2026,1,82
UZB,1997,1,1
UZB,1998,0,1
UZB,1999,0,1
UZB,2000,0,1
UZB,2001,0,1
UZB,2002,0,1
UZB,2003,0,1
UZB,2004,1,2
UZB,2005,0,2
UZB,2006,0,2
UZB,2007,0,2
UZB,2008,0,2
UZB,2009,1,3
UZB,2010,0,3
UZB,2011,0,3
UZB,2012,0,3
UZB,2013,2,5
UZB,2014,0,5
UZB,2015,0,5
UZB,2016,0,5
UZB,2017,0,5
UZB,2018,0,5
UZB,2019,5,10
UZB,2020,2,12
UZB,2021,2,14
UZB,2022,2,16
UZB,2023,2,18
UZB,2024,3,21
UZB,2025,3,24
UZB,2026,0,24
VCT,2009,1,1
VCT,2010,1,2
VCT,2011,0,2
VCT,2012,0,2
VCT,2013,1,3
VCT,2014,0,3
VCT,2015,1,4
VCT,2016,0,4
VCT,2017,0,4
VCT,2018,0,4
VCT,2019,1,5
VCT,2020,0,5
VCT,2021,0,5
VCT,2022,0,5
VCT,2023,0,5
VCT,2024,0,5
VCT,2025,0,5
VCT,2026,0,5
VEN,1999,1,1
VEN,2000,0,1
VEN,2001,0,1
VEN,2002,0,1
VEN,2003,0,1
VEN,2004,0,1
VEN,2005,0,1
VEN,2006,2,3
VEN,2007,0,3
VEN,2008,0,3
VEN,2009,1,4
VEN,2010,0,4
VEN,2011,2,6
VEN,2012,0,6
VEN,2013,2,8
VEN,2014,0,8
VEN,2015,3,11
VEN,2016,0,11
VEN,2017,0,11
VEN,2018,0,11
VEN,2019,1,12
VEN,2020,0,12
VEN,2021,3,15
VEN,2022,0,15
VEN,2023,0,15
VEN,2024,0,15
VEN,2025,1,16
VEN,2026,0,16
VNM,1992,1,1
VNM,1993,0,1
VNM,1994,0,1
VNM,1995,0,1
VNM,1996,0,1
VNM,1997,0,1
VNM,1998,0,1
VNM,1999,0,1
VNM,2000,0,1
VNM,2001,0,1
VNM,2002,0,1
VNM,2003,0,1
VNM,2004,0,1
VNM,2005,0,1
VNM,2006,1,2
VNM,2007,1,3
VNM,2008,2,5
VNM,2009,2,7
VNM,2010,1,8
VNM,2011,4,12
VNM,2012,6,18
VNM,2013,3,21
VNM,2014,2,23
VNM,2015,5,28
VNM,2016,7,35
VNM,2017,5,40
VNM,2018,5,45
VNM,2019,4,49
VNM,2020,5,54
VNM,2021,5,59
VNM,2022,12,71
VNM,2023,8,79
VNM,2024,3,82
VNM,2025,5,87
VNM,2026,3,90
VUT,2000,1,1
VUT,2001,0,1
VUT,2002,0,1
VUT,2003,0,1
VUT,2004,0,1
VUT,2005,0,1
VUT,2006,1,2
VUT,2007,1,3
VUT,2008,0,3
VUT,2009,0,3
VUT,2010,0,3
VUT,2011,3,6
VUT,2012,1,7
VUT,2013,2,9
VUT,2014,0,9
VUT,2015,3,12
VUT,2016,7,19
VUT,2017,4,23
VUT,2018,3,26
VUT,2019,3,29
VUT,2020,1,30
VUT,2021,1,31
VUT,2022,1,32
VUT,2023,0,32
VUT,2024,0,32
VUT,2025,1,33
VUT,2026,0,33
WSM,2007,3,3
WSM,2008,1,4
WSM,2009,0,4
WSM,2010,1,5
WSM,2011,2,7
WSM,2012,1,8
WSM,2013,3,11
WSM,2014,1,12
WSM,2015,0,12
WSM,2016,2,14
WSM,2017,0,14
WSM,2018,0,14
WSM,2019,0,14
WSM,2020,3,17
WSM,2021,2,19
WSM,2022,0,19
WSM,2023,1,20
WSM,2024,2,22
WSM,2025,0,22
WSM,2026,0,22
XKX,2014,1,1
XKX,2015,0,1
XKX,2016,1,2
XKX,2017,0,2
XKX,2018,1,3
XKX,2019,0,3
XKX,2020,0,3
XKX,2021,1,4
XKX,2022,1,5
XKX,2023,2,7
XKX,2024,1,8
XKX,2025,0,8
XKX,2026,0,8
YEM,1995,1,1
YEM,1996,0,1
YEM,1997,0,1
YEM,1998,0,1
YEM,1999,0,1
YEM,2000,0,1
YEM,2001,0,1
YEM,2002,0,1
YEM,2003,0,1
YEM,2004,0,1
YEM,2005,2,3
YEM,2006,0,3
YEM,2007,0,3
YEM,2008,0,3
YEM,2009,2,5
YEM,2010,0,5
YEM,2011,0,5
YEM,2012,1,6
YEM,2013,0,6
YEM,2014,0,6
YEM,2015,0,6
YEM,2016,0,6
YEM,2017,0,6
YEM,2018,0,6
YEM,2019,0,6
YEM,2020,0,6
YEM,2021,0,6
YEM,2022,0,6
YEM,2023,0,6
YEM,2024,0,6
YEM,2025,0,6
YEM,2026,0,6
ZAF,2003,1,1
ZAF,2004,0,1
ZAF,2005,1,2
ZAF,2006,1,3
ZAF,2007,2,5
ZAF,2008,1,6
ZAF,2009,3,9
ZAF,2010,2,11
ZAF,2011,1,12
ZAF,2012,1,13
ZAF,2013,1,14
ZAF,2014,1,15
ZAF,2015,2,17
ZAF,2016,0,17
ZAF,2017,2,19
ZAF,2018,2,21
ZAF,2019,4,25
ZAF,2020,7,32
ZAF,2021,2,34
ZAF,2022,5,39
ZAF,2023,1,40
ZAF,2024,4,44
ZAF,2025,1,45
ZAF,2026,0,45
ZMB,1995,1,1
ZMB,1996,0,1
ZMB,1997,0,1
ZMB,1998,0,1
ZMB,1999,0,1
ZMB,2000,0,1
ZMB,2001,0,1
ZMB,2002,0,1
ZMB,2003,0,1
ZMB,2004,0,1
ZMB,2005,0,1
ZMB,2006,0,1
ZMB,2007,1,2
ZMB,2008,2,4
ZMB,2009,0,4
ZMB,2010,2,6
ZMB,2011,3,9
ZMB,2012,1,10
ZMB,2013,0,10
ZMB,2014,1,11
ZMB,2015,6,17
ZMB,2016,3,20
ZMB,2017,3,23
ZMB,2018,1,24
ZMB,2019,0,24
ZMB,2020,0,24
ZMB,2021,2,26
ZMB,2022,2,28
ZMB,2023,3,31
ZMB,2024,6,37
ZMB,2025,0,37
ZMB,2026,0,37
ZWE,1990,0,1
ZWE,1991,0,1
ZWE,1992,0,1
ZWE,1993,0,1
ZWE,1994,0,1
ZWE,1995,0,1
ZWE,1996,0,1
ZWE,1997,0,1
ZWE,1998,0,1
ZWE,1999,0,1
ZWE,2000,0,1
ZWE,2001,0,1
ZWE,2002,0,1
ZWE,2003,2,3
ZWE,2004,0,3
ZWE,2005,0,3
ZWE,2006,0,3
ZWE,2007,0,3
ZWE,2008,0,3
ZWE,2009,0,3
ZWE,2010,0,3
ZWE,2011,2,5
ZWE,2012,2,7
ZWE,2013,0,7
ZWE,2014,1,8
ZWE,2015,0,8
ZWE,2016,0,8
ZWE,2017,1,9
ZWE,2018,3,12
ZWE,2019,3,15
ZWE,2020,6,21
ZWE,2021,0,21
ZWE,2022,2,23
ZWE,2023,5,28
ZWE,2024,0,28
ZWE,2025,0,28
ZWE,2026,0,28
