country_code,year,new_laws,climate_laws_cumulative
NZL,2005,0,5
NZL,2006,0,5
NZL,2007,1,6
NZL,2008,1,7
NZL,2009,0,7
NZL,2010,0,7
NZL,2011,0,7
NZL,2012,0,7
NZL,2013,0,7
NZL,2014,0,7
NZL,2015,0,7
NZL,2016,0,7
NZL,2017,1,8
NZL,2018,0,8
NZL,2019,3,11
NZL,2020,3,14
NZL,2021,2,16
NZL,2022,9,25
NZL,2023,4,29
NZL,2024,1,30
NZL,2025,1,31
NZL,2026,0,31
OMN,2007,1,1
OMN,2008,0,1
OMN,2009,0,1
OMN,2010,0,1
OMN,2011,1,2
OMN,2012,0,2
OMN,2013,1,3
OMN,2014,0,3
OMN,2015,0,3
OMN,2016,1,4
OMN,2017,0,4
OMN,2018,0,4
OMN,2019,3,7
OMN,2020,0,7
OMN,2021,0,7
OMN,2022,2,9
OMN,2023,1,10
OMN,2024,1,11
OMN,2025,0,11
OMN,2026,0,11
PAK,2010,4,4
PAK,2011,0,4
PAK,2012,1,5
PAK,2013,3,8
PAK,2014,1,9
PAK,2015,1,10
PAK,2016,2,12
PAK,2017,3,15
PAK,2018,4,19
PAK,2019,2,21
PAK,2020,3,24
PAK,2021,1,25
PAK,2022,4,29
PAK,2023,5,34
PAK,2024,0,34
PAK,2025,2,36
PAK,2026,0,36
PAN,1997,1,1
PAN,1998,1,2
PAN,1999,0,2
PAN,2000,0,2
PAN,2001,0,2
PAN,2002,0,2
PAN,2003,0,2
PAN,2004,1,3
PAN,2005,0,3
PAN,2006,0,3
PAN,2007,2,5
PAN,2008,0,5
PAN,2009,1,6
PAN,2010,1,7
PAN,2011,3,10
PAN,2012,1,11
PAN,2013,1,12
PAN,2014,0,12
PAN,2015,1,13
PAN,2016,1,14
PAN,2017,2,16
PAN,2018,1,17
PAN,2019,3,20
PAN,2020,3,23
PAN,2021,2,25
PAN,2022,4,29
PAN,2023,0,29
PAN,2024,1,30
PAN,2025,1,31
PAN,2026,0,31
PER,2000,1,1
PER,2001,1,2
PER,2002,1,3
PER,2003,1,4
PER,2004,0,4
PER,2005,1,5
PER,2006,1,6
PER,2007,0,6
PER,2008,2,8
PER,2009,1,9
PER,2010,3,12
PER,2011,2,14
PER,2012,0,14
PER,2013,0,14
PER,2014,5,19
PER,2015,1,20
PER,2016,5,25
PER,2017,3,28
PER,2018,2,30
PER,2019,5,35
PER,2020,2,37
PER,2021,12,49
PER,2022,4,53
PER,2023,8,61
PER,2024,11,72
PER,2025,2,74
PER,2026,1,75
PHL,1991,2,2
PHL,1992,0,2
PHL,1993,1,3
PHL,1994,0,3
PHL,1995,0,3
PHL,1996,0,3
PHL,1997,0,3
PHL,1998,0,3
PHL,1999,1,4
PHL,2000,0,4
PHL,2001,1,5
PHL,2002,0,5
PHL,2003,0,5
PHL,2004,0,5
PHL,2005,0,5
PHL,2006,2,7
PHL,2007,0,7
PHL,2008,2,9
PHL,2009,2,11
PHL,2010,4,15
PHL,2011,6,21
PHL,2012,1,22
PHL,2013,3,25
PHL,2014,2,27
PHL,2015,2,29
PHL,2016,1,30
PHL,2017,3,33
PHL,2018,2,35
PHL,2019,3,38
PHL,2020,3,41
PHL,2021,0,41
PHL,2022,4,45
PHL,2023,7,52
PHL,2024,4,56
PHL,2025,2,58
PHL,2026,0,58
PLW,1991,1,1
PLW,1992,0,1
PLW,1993,0,1
PLW,1994,0,1
PLW,1995,0,1
PLW,1996,0,1
PLW,1997,0,1
PLW,1998,0,1
PLW,1999,0,1
PLW,2000,0,1
PLW,2001,0,1
PLW,2002,0,1
PLW,2003,0,1
PLW,2004,0,1
PLW,2005,0,1
PLW,2006,0,1
PLW,2007,0,1
PLW,2008,0,1
PLW,2009,2,3
PLW,2010,2,5
PLW,2011,1,6
PLW,2012,0,6
PLW,2013,0,6
PLW,2014,0,6
PLW,2015,1,7
PLW,2016,1,8
PLW,2017,0,8
PLW,2018,0,8
PLW,2019,0,8
PLW,2020,0,8
PLW,2021,0,8
PLW,2022,0,8
PLW,2023,0,8
PLW,2024,0,8
PLW,2025,0,8
PLW,2026,0,8
PNG,1990,0,1
PNG,1991,0,1
PNG,1992,0,1
PNG,1993,0,1
PNG,1994,0,1
PNG,1995,0,1
PNG,1996,1,2
PNG,1997,0,2
PNG,1998,0,2
PNG,1999,0,2
PNG,2000,0,2
PNG,2001,0,2
PNG,2002,0,2
PNG,2003,0,2
PNG,2004,0,2
PNG,2005,0,2
PNG,2006,0,2
PNG,2007,0,2
PNG,2008,0,2
PNG,2009,1,3
PNG,2010,2,5
PNG,2011,0,5
PNG,2012,1,6
PNG,2013,0,6
PNG,2014,2,8
PNG,2015,3,11
PNG,2016,1,12
PNG,2017,1,13
PNG,2018,1,14
PNG,2019,1,15
PNG,2020,2,17
PNG,2021,1,18
PNG,2022,0,18
PNG,2023,0,18
PNG,2024,0,18
PNG,2025,0,18
PNG,2026,1,19
POL,1997,2,2
POL,1998,0,2
POL,1999,0,2
POL,2000,0,2
POL,2001,1,3
POL,2002,0,3
POL,2003,0,3
POL,2004,0,3
POL,2005,0,3
POL,2006,1,4
POL,2007,0,4
POL,2008,1,5
POL,2009,3,8
POL,2010,0,8
POL,2011,0,8
POL,2012,0,8
POL,2013,1,9
POL,2014,1,10
POL,2015,4,14
POL,2016,1,15
POL,2017,4,19
POL,2018,3,22
POL,2019,7,29
POL,2020,3,32
POL,2021,3,35
POL,2022,13,48
POL,2023,5,53
POL,2024,2,55
POL,2025,2,57
POL,2026,0,57
PRK,1990,0,1
PRK,1991,0,1
PRK,1992,0,1
PRK,1993,0,1
PRK,1994,0,1
PRK,1995,1,2
PRK,1996,0,2
PRK,1997,0,2
PRK,1998,0,2
PRK,1999,0,2
PRK,2000,0,2
PRK,2001,0,2
PRK,2002,0,2
PRK,2003,0,2
PRK,2004,0,2
PRK,2005,0,2
PRK,2006,0,2
PRK,2007,1,3
PRK,2008,0,3
PRK,2009,0,3
PRK,2010,0,3
PRK,2011,0,3
PRK,2012,1,4
PRK,2013,1,5
PRK,2014,0,5
PRK,2015,0,5
PRK,2016,0,5
PRK,2017,0,5
PRK,2018,0,5
PRK,2019,0,5
PRK,2020,0,5
PRK,2021,0,5
PRK,2022,0,5
PRK,2023,0,5
PRK,2024,0,5
PRK,2025,0,5
PRK,2026,0,5
PRT,2005,1,1
PRT,2006,1,2
PRT,2007,0,2
PRT,2008,0,2
PRT,2009,0,2
PRT,2010,3,5
PRT,2011,0,5
PRT,2012,2,7
PRT,2013,0,7
PRT,2014,3,10
PRT,2015,2,12
PRT,2016,0,12
PRT,2017,1,13
PRT,2018,1,14
PRT,2019,5,19
PRT,2020,4,23
PRT,2021,4,27
PRT,2022,5,32
PRT,2023,3,35
PRT,2024,13,48
PRT,2025,0,48
PRT,2026,1,49
PRY,1993,1,1
PRY,1994,1,2
PRY,1995,1,3
PRY,1996,0,3
PRY,1997,0,3
PRY,1998,0,3
PRY,1999,2,5
PRY,2000,0,5
PRY,2001,1,6
PRY,2002,0,6
PRY,2003,0,6
PRY,2004,0,6
PRY,2005,1,7
PRY,2006,1,8
PRY,2007,2,10
PRY,2008,0,10
PRY,2009,0,10
PRY,2010,0,10
PRY,2011,0,10
PRY,2012,1,11
PRY,2013,1,12
PRY,2014,4,16
PRY,2015,3,19
PRY,2016,3,22
PRY,2017,3,25
PRY,2018,2,27
PRY,2019,2,29
PRY,2020,4,33
PRY,2021,1,34
PRY,2022,2,36
PRY,2023,5,41
PRY,2024,2,43
PRY,2025,3,46
PRY,2026,1,47
PSE,1995,1,1
PSE,1996,0,1
PSE,1997,0,1
PSE,1998,0,1
PSE,1999,1,2
PSE,2000,0,2
PSE,2001,0,2
PSE,2002,0,2
PSE,2003,1,3
PSE,2004,0,3
PSE,2005,0,3
PSE,2006,0,3
PSE,2007,0,3
PSE,2008,0,3
PSE,2009,0,3
PSE,2010,0,3
PSE,2011,1,4
PSE,2012,0,4
PSE,2013,0,4
PSE,2014,0,4
PSE,2015,1,5
PSE,2016,2,7
PSE,2017,0,7
PSE,2018,0,7
PSE,2019,0,7
PSE,2020,0,7
PSE,2021,0,7
PSE,2022,0,7
PSE,2023,0,7
PSE,2024,0,7
PSE,2025,0,7
PSE,2026,0,7
QAT,2002,1,1
QAT,2003,0,1
QAT,2004,0,1
QAT,2005,0,1
QAT,2006,0,1
QAT,2007,0,1
QAT,2008,2,3
QAT,2009,0,3
QAT,2010,0,3
QAT,2011,1,4
QAT,2012,0,4
QAT,2013,0,4
QAT,2014,0,4
QAT,2015,0,4
QAT,2016,0,4
QAT,2017,0,4
QAT,2018,2,6
QAT,2019,0,6
QAT,2020,0,6
QAT,2021,2,8
QAT,2022,1,9
QAT,2023,0,9
QAT,2024,0,9
QAT,2025,0,9
QAT,2026,0,9
ROU,2002,1,1
ROU,2003,1,2
ROU,2004,0,2
ROU,2005,1,3
ROU,2006,0,3
ROU,2007,1,4
ROU,2008,1,5
ROU,2009,0,5
ROU,2010,0,5
ROU,2011,2,7
ROU,2012,1,8
ROU,2013,4,12
ROU,2014,2,14
ROU,2015,0,14
ROU,2016,2,16
ROU,2017,1,17
ROU,2018,2,19
ROU,2019,1,20
ROU,2020,1,21
ROU,2021,1,22
ROU,2022,3,25
ROU,2023,7,32
ROU,2024,4,36
ROU,2025,1,37
ROU,2026,0,37
RUS,2001,1,1
RUS,2002,1,2
RUS,2003,1,3
RUS,2004,1,4
RUS,2005,0,4
RUS,2006,1,5
RUS,2007,0,5
RUS,2008,0,5
RUS,2009,4,9
RUS,2010,0,9
RUS,2011,2,11
RUS,2012,2,13
RUS,2013,3,16
RUS,2014,2,18
RUS,2015,2,20
RUS,2016,1,21
RUS,2017,0,21
RUS,2018,1,22
RUS,2019,1,23
RUS,2020,2,25
RUS,2021,7,32
RUS,2022,0,32
RUS,2023,0,32
RUS,2024,0,32
RUS,2025,1,33
RUS,2026,0,33
RWA,2000,1,1
RWA,2001,0,1
RWA,2002,0,1
RWA,2003,0,1
RWA,2004,0,1
RWA,2005,1,2
RWA,2006,0,2
RWA,2007,0,2
RWA,2008,0,2
RWA,2009,0,2
RWA,2010,1,3
RWA,2011,2,5
RWA,2012,3,8
RWA,2013,4,12
RWA,2014,0,12
RWA,2015,0,12
RWA,2016,0,12
RWA,2017,1,13
RWA,2018,2,15
RWA,2019,1,16
RWA,2020,3,19
RWA,2021,1,20
RWA,2022,1,21
RWA,2023,3,24
RWA,2024,4,28
RWA,2025,2,30
RWA,2026,1,31
SAU,2006,1,1
SAU,2007,0,1
SAU,2008,1,2
SAU,2009,0,2
SAU,2010,2,4
SAU,2011,1,5
SAU,2012,1,6
SAU,2013,1,7
SAU,2014,1,8
SAU,2015,2,10
SAU,2016,1,11
SAU,2017,1,12
SAU,2018,1,13
SAU,2019,0,13
SAU,2020,1,14
SAU,2021,3,17
SAU,2022,1,18
SAU,2023,0,18
SAU,2024,0,18
SAU,2025,0,18
SAU,2026,0,18
SDN,2019,1,1
SDN,2020,0,1
SDN,2021,0,1
SDN,2022,1,2
SDN,2023,0,2
SDN,2024,0,2
SDN,2025,0,2
SDN,2026,0,2
SEN,2001,1,1
SEN,2002,0,1
SEN,2003,1,2
SEN,2004,0,2
SEN,2005,0,2
SEN,2006,2,4
SEN,2007,0,4
SEN,2008,2,6
SEN,2009,1,7
SEN,2010,3,10
SEN,2011,1,11
SEN,2012,1,12
SEN,2013,4,16
SEN,2014,2,18
SEN,2015,1,19
SEN,2016,0,19
SEN,2017,0,19
SEN,2018,0,19
SEN,2019,0,19
SEN,2020,1,20
SEN,2021,1,21
SEN,2022,0,21
SEN,2023,0,21
SEN,2024,0,21
SEN,2025,0,21
SEN,2026,0,21
SGP,1990,0,1
SGP,1991,0,1
SGP,1992,0,1
SGP,1993,0,1
SGP,1994,0,1
SGP,1995,0,1
SGP,1996,0,1
SGP,1997,0,1
SGP,1998,0,1
SGP,1999,0,1
SGP,2000,0,1
SGP,2001,3,4
SGP,2002,1,5
SGP,2003,0,5
SGP,2004,0,5
SGP,2005,0,5
SGP,2006,0,5
SGP,2007,0,5
SGP,2008,0,5
SGP,2009,1,6
SGP,2010,1,7
SGP,2011,0,7
SGP,2012,3,10
SGP,2013,0,10
SGP,2014,2,12
SGP,2015,0,12
SGP,2016,3,15
SGP,2017,3,18
SGP,2018,1,19
SGP,2019,2,21
SGP,2020,2,23
SGP,2021,6,29
SGP,2022,3,32
SGP,2023,2,34
SGP,2024,4,38
SGP,2025,2,40
SGP,2026,4,44
SLB,1990,0,1
SLB,1991,0,1
SLB,1992,0,1
SLB,1993,0,1
SLB,1994,0,1
SLB,1995,0,1
SLB,1996,0,1
SLB,1997,0,1
SLB,1998,0,1
SLB,1999,0,1
SLB,2000,0,1
SLB,2001,0,1
SLB,2002,0,1
SLB,2003,0,1
SLB,2004,0,1
SLB,2005,0,1
SLB,2006,0,1
SLB,2007,0,1
SLB,2008,0,1
SLB,2009,0,1
SLB,2010,0,1
SLB,2011,2,3
SLB,2012,1,4
SLB,2013,0,4
SLB,2014,1,5
SLB,2015,0,5
SLB,2016,1,6
SLB,2017,0,6
SLB,2018,0,6
SLB,2019,1,7
SLB,2020,1,8
SLB,2021,0,8
SLB,2022,0,8
SLB,2023,0,8
SLB,2024,0,8
SLB,2025,0,8
SLB,2026,0,8
SLE,2003,1,1
SLE,2004,0,1
SLE,2005,0,1
SLE,2006,0,1
SLE,2007,0,1
SLE,2008,0,1
SLE,2009,0,1
SLE,2010,2,3
SLE,2011,0,3
SLE,2012,1,4
SLE,2013,1,5
SLE,2014,0,5
SLE,2015,3,8
SLE,2016,2,10
SLE,2017,2,12
SLE,2018,0,12
SLE,2019,2,14
SLE,2020,1,15
SLE,2021,0,15
SLE,2022,0,15
SLE,2023,0,15
SLE,2024,0,15
SLE,2025,0,15
SLE,2026,0,15
SLV,1998,1,1
SLV,1999,0,1
SLV,2000,0,1
SLV,2001,0,1
SLV,2002,0,1
SLV,2003,0,1
SLV,2004,0,1
SLV,2005,3,4
SLV,2006,0,4
SLV,2007,1,5
SLV,2008,1,6
SLV,2009,0,6
SLV,2010,1,7
SLV,2011,2,9
SLV,2012,2,11
SLV,2013,1,12
SLV,2014,0,12
SLV,2015,1,13
SLV,2016,0,13
SLV,2017,3,16
SLV,2018,3,19
SLV,2019,3,22
SLV,2020,3,25
SLV,2021,2,27
SLV,2022,0,27
SLV,2023,0,27
SLV,2024,0,27
SLV,2025,0,27
SLV,2026,0,27
SMR,2008,1,1
SMR,2009,0,1
SMR,2010,0,1
SMR,2011,0,1
SMR,2012,1,2
SMR,2013,1,3
SMR,2014,0,3
SMR,2015,0,3
SMR,2016,0,3
SMR,2017,0,3
SMR,2018,0,3
SMR,2019,0,3
SMR,2020,0,3
SMR,2021,0,3
SMR,2022,0,3
SMR,2023,0,3
SMR,2024,0,3
SMR,2025,0,3
SMR,2026,0,3
SOM,2013,1,1
SOM,2014,0,1
SOM,2015,0,1
SOM,2016,0,1
SOM,2017,0,1
SOM,2018,2,3
SOM,2019,0,3
SOM,2020,3,6
SOM,2021,1,7
SOM,2022,0,7
SOM,2023,0,7
SOM,2024,0,7
SOM,2025,0,7
SOM,2026,0,7
SRB,2010,1,1
SRB,2011,1,2
SRB,2012,0,2
SRB,2013,2,4
SRB,2014,1,5
SRB,2015,1,6
SRB,2016,0,6
SRB,2017,0,6
SRB,2018,1,7
SRB,2019,0,7
SRB,2020,0,7
SRB,2021,5,12
SRB,2022,2,14
SRB,2023,1,15
SRB,2024,0,15
SRB,2025,0,15
SRB,2026,0,15
SSD,2012,1,1
SSD,2013,0,1
SSD,2014,0,1
SSD,2015,2,3
SSD,2016,0,3
SSD,2017,0,3
SSD,2018,0,3
SSD,2019,0,3
SSD,2020,0,3
SSD,2021,1,4
SSD,2022,0,4
SSD,2023,0,4
SSD,2024,0,4
SSD,2025,0,4
SSD,2026,0,4
STP,2011,1,1
STP,2012,1,2
STP,2013,0,2
STP,2014,1,3
STP,2015,0,3
STP,2016,0,3
STP,2017,0,3
STP,2018,0,3
STP,2019,0,3
STP,2020,0,3
STP,2021,0,3
STP,2022,0,3
STP,2023,0,3
STP,2024,0,3
STP,2025,0,3
STP,2026,0,3
SUR,2006,1,1
SUR,2007,0,1
SUR,2008,0,1
SUR,2009,0,1
SUR,2010,0,1
SUR,2011,0,1
SUR,2012,0,1
SUR,2013,0,1
SUR,2014,0,1
SUR,2015,1,2
SUR,2016,1,3
SUR,2017,1,4
SUR,2018,0,4
SUR,2019,2,6
SUR,2020,1,7
SUR,2021,0,7
SUR,2022,0,7
SUR,2023,0,7
SUR,2024,0,7
SUR,2025,0,7
SUR,2026,0,7
SVK,2005,1,1
SVK,2006,1,2
SVK,2007,1,3
SVK,2008,1,4
SVK,2009,1,5
SVK,2010,1,6
SVK,2011,1,7
SVK,2012,5,12
SVK,2013,2,14
SVK,2014,1,15
SVK,2015,0,15
SVK,2016,2,17
SVK,2017,1,18
SVK,2018,2,20
SVK,2019,5,25
SVK,2020,2,27
SVK,2021,3,30
SVK,2022,3,33
SVK,2023,0,33
SVK,2024,1,34
SVK,2025,1,35
SVK,2026,0,35
SVN,2007,1,1
SVN,2008,1,2
SVN,2009,1,3
SVN,2010,0,3
SVN,2011,0,3
SVN,2012,0,3
SVN,2013,0,3
SVN,2014,1,4
SVN,2015,0,4
SVN,2016,4,8
SVN,2017,1,9
SVN,2018,2,11
SVN,2019,0,11
SVN,2020,3,14
SVN,2021,6,20
SVN,2022,9,29
SVN,2023,6,35
SVN,2024,1,36
SVN,2025,6,42
SVN,2026,0,42
SWE,1991,1,1
SWE,1992,0,1
SWE,1993,0,1
SWE,1994,1,2
SWE,1995,0,2
SWE,1996,0,2
SWE,1997,0,2
SWE,1998,1,3
SWE,1999,1,4
SWE,2000,0,4
SWE,2001,0,4
SWE,2002,0,4
SWE,2003,0,4
SWE,2004,0,4
SWE,2005,2,6
SWE,2006,1,7
SWE,2007,0,7
SWE,2008,1,8
SWE,2009,3,11
SWE,2010,2,13
SWE,2011,2,15
SWE,2012,0,15
SWE,2013,1,16
SWE,2014,3,19
SWE,2015,2,21
SWE,2016,3,24
SWE,2017,9,33
SWE,2018,11,44
SWE,2019,3,47
SWE,2020,13,60
SWE,2021,8,68
SWE,2022,10,78
SWE,2023,4,82
SWE,2024,9,91
SWE,2025,3,94
SWE,2026,0,94
SWZ,1997,2,2
SWZ,1998,0,2
SWZ,1999,0,2
SWZ,2000,0,2
SWZ,2001,0,2
SWZ,2002,0,2
SWZ,2003,1,3
SWZ,2004,0,3
SWZ,2005,0,3
SWZ,2006,0,3
SWZ,2007,0,3
SWZ,2008,1,4
SWZ,2009,0,4
SWZ,2010,0,4
SWZ,2011,0,4
SWZ,2012,0,4
SWZ,2013,0,4
SWZ,2014,1,5
SWZ,2015,0,5
SWZ,2016,1,6
SWZ,2017,0,6
SWZ,2018,2,8
SWZ,2019,2,10
SWZ,2020,0,10
SWZ,2021,0,10
SWZ,2022,0,10
SWZ,2023,1,11
SWZ,2024,0,11
SWZ,2025,1,12
SWZ,2026,0,12
SYC,2009,1,1
SYC,2010,0,1
SYC,2011,0,1
SYC,2012,2,3
SYC,2013,1,4
SYC,2014,2,6
SYC,2015,3,9
SYC,2016,0,9
SYC,2017,0,9
SYC,2018,2,11
SYC,2019,3,14
SYC,2020,1,15
SYC,2021,0,15
SYC,2022,0,15
SYC,2023,0,15
SYC,2024,0,15
SYC,2025,0,15
SYC,2026,0,15
SYR,2009,1,1
SYR,2010,1,2
SYR,2011,1,3
SYR,2012,0,3
SYR,2013,0,3
SYR,2014,0,3
SYR,2015,0,3
SYR,2016,0,3
SYR,2017,0,3
SYR,2018,1,4
SYR,2019,0,4
SYR,2020,0,4
SYR,2021,0,4
SYR,2022,0,4
SYR,2023,0,4
SYR,2024,0,4
SYR,2025,0,4
SYR,2026,0,4
TCD,2006,1,1
TCD,2007,0,1
TCD,2008,0,1
TCD,2009,0,1
TCD,2010,0,1
TCD,2011,0,1
TCD,2012,1,2
TCD,2013,0,2
TCD,2014,1,3
TCD,2015,1,4
TCD,2016,2,6
TCD,2017,3,9
TCD,2018,1,10
TCD,2019,0,10
TCD,2020,0,10
TCD,2021,0,10
TCD,2022,1,11
TCD,2023,0,11
TCD,2024,0,11
TCD,2025,0,11
TCD,2026,0,11
TGO,1998,1,1
TGO,1999,1,2
TGO,2000,0,2
TGO,2001,0,2
TGO,2002,0,2
TGO,2003,0,2
TGO,2004,0,2
TGO,2005,0,2
TGO,2006,0,2
TGO,2007,0,2
TGO,2008,1,3
TGO,2009,0,3
TGO,2010,1,4
TGO,2011,3,7
TGO,2012,2,9
TGO,2013,2,11
TGO,2014,0,11
TGO,2015,1,12
TGO,2016,2,14
TGO,2017,1,15
TGO,2018,4,19
TGO,2019,1,20
TGO,2020,1,21
TGO,2021,0,21
TGO,2022,0,21
TGO,2023,1,22
TGO,2024,0,22
TGO,2025,0,22
TGO,2026,0,22
THA,1992,1,1
THA,1993,0,1
THA,1994,0,1
THA,1995,0,1
THA,1996,0,1
THA,1997,0,1
THA,1998,0,1
THA,1999,0,1
THA,2000,0,1
THA,2001,0,1
THA,2002,0,1
THA,2003,0,1
THA,2004,0,1
THA,2005,0,1
THA,2006,0,1
THA,2007,2,3
THA,2008,2,5
THA,2009,0,5
THA,2010,0,5
THA,2011,2,7
THA,2012,1,8
THA,2013,1,9
THA,2014,0,9
THA,2015,4,13
THA,2016,1,14
THA,2017,4,18
THA,2018,1,19
THA,2019,5,24
THA,2020,1,25
THA,2021,0,25
THA,2022,2,27
THA,2023,3,30
THA,2024,0,30
THA,2025,2,32
THA,2026,0,32
TJK,1996,1,1
TJK,1997,0,1
TJK,1998,0,1
TJK,1999,0,1
TJK,2000,0,1
TJK,2001,0,1
TJK,2002,1,2
TJK,2003,1,3
TJK,2004,0,3
TJK,2005,0,3
TJK,2006,0,3
TJK,2007,0,3
TJK,2008,0,3
TJK,2009,1,4
TJK,2010,2,6
TJK,2011,1,7
TJK,2012,0,7
TJK,2013,0,7
TJK,2014,0,7
TJK,2015,1,8
TJK,2016,1,9
TJK,2017,0,9
TJK,2018,1,10
TJK,2019,1,11
TJK,2020,0,11
TJK,2021,4,15
TJK,2022,3,18
TJK,2023,1,19
TJK,2024,1,20
TJK,2025,1,21
TJK,2026,0,21
TKM,2012,2,2
TKM,2013,0,2
TKM,2014,0,2
TKM,2015,0,2
TKM,2016,0,2
TKM,2017,0,2
TKM,2018,0,2
TKM,2019,0,2
TKM,2020,0,2
TKM,2021,1,3
TKM,2022,0,3
TKM,2023,0,3
TKM,2024,0,3
TKM,2025,0,3
TKM,2026,0,3
TLS,2007,1,1
TLS,2008,0,1
TLS,2009,0,1
TLS,2010,0,1
TLS,2011,2,3
TLS,2012,2,5
TLS,2013,1,6
TLS,2014,0,6
TLS,2015,1,7
TLS,2016,0,7
TLS,2017,0,7
TLS,2018,0,7
TLS,2019,0,7
TLS,2020,2,9
TLS,2021,1,10
TLS,2022,1,11
TLS,2023,0,11
TLS,2024,0,11
TLS,2025,0,11
TLS,2026,0,11
TON,2009,2,2
TON,2010,2,4
TON,2011,0,4
TON,2012,1,5
TON,2013,0,5
TON,2014,0,5
TON,2015,1,6
TON,2016,1,7
TON,2017,0,7
TON,2018,0,7
TON,2019,0,7
TON,2020,0,7
TON,2021,1,8
TON,2022,0,8
TON,2023,0,8
TON,2024,0,8
TON,2025,0,8
TON,2026,0,8
TTO,2000,2,2
TTO,2001,0,2
TTO,2002,0,2
TTO,2003,0,2
TTO,2004,0,2
TTO,2005,0,2
TTO,2006,2,4
TTO,2007,0,4
TTO,2008,0,4
TTO,2009,0,4
TTO,2010,1,5
TTO,2011,3,8
TTO,2012,0,8
TTO,2013,0,8
TTO,2014,1,9
TTO,2015,1,10
TTO,2016,1,11
TTO,2017,0,11
TTO,2018,0,11
TTO,2019,0,11
TTO,2020,0,11
TTO,2021,0,11
TTO,2022,0,11
TTO,2023,0,11
TTO,2024,1,12
TTO,2025,0,12
TTO,2026,0,12
TUN,1991,1,1
TUN,1992,0,1
TUN,1993,0,1
TUN,1994,0,1
TUN,1995,0,1
TUN,1996,0,1
TUN,1997,0,1
TUN,1998,1,2
TUN,1999,0,2
TUN,2000,0,2
TUN,2001,0,2
TUN,2002,0,2
TUN,2003,0,2
TUN,2004,1,3
TUN,2005,0,3
TUN,2006,0,3
TUN,2007,0,3
TUN,2008,0,3
TUN,2009,0,3
TUN,2010,0,3
TUN,2011,1,4
TUN,2012,0,4
TUN,2013,0,4
TUN,2014,2,6
TUN,2015,2,8
TUN,2016,0,8
TUN,2017,1,9
TUN,2018,2,11
TUN,2019,0,11
TUN,2020,0,11
TUN,2021,1,12
TUN,2022,1,13
TUN,2023,1,14
TUN,2024,3,17
TUN,2025,0,17
TUN,2026,0,17
TUR,1990,0,2
TUR,1991,0,2
TUR,1992,0,2
TUR,1993,0,2
TUR,1994,0,2
TUR,1995,0,2
TUR,1996,0,2
TUR,1997,0,2
TUR,1998,0,2
TUR,1999,0,2
TUR,2000,0,2
TUR,2001,0,2
TUR,2002,0,2
TUR,2003,0,2
TUR,2004,0,2
TUR,2005,2,4
TUR,2006,0,4
TUR,2007,2,6
TUR,2008,0,6
TUR,2009,2,8
TUR,2010,3,11
TUR,2011,4,15
TUR,2012,3,18
TUR,2013,1,19
TUR,2014,2,21
TUR,2015,0,21
TUR,2016,3,24
TUR,2017,2,26
TUR,2018,1,27
TUR,2019,4,31
TUR,2020,2,33
TUR,2021,7,40
TUR,2022,12,52
TUR,2023,12,64
TUR,2024,12,76
TUR,2025,6,82
TUR,2026,0,82
TUV,2005,1,1
TUV,2006,1,2
TUV,2007,1,3
TUV,2008,1,4
TUV,2009,1,5
TUV,2010,0,5
TUV,2011,0,5
TUV,2012,3,8
TUV,2013,0,8
TUV,2014,0,8
TUV,2015,0,8
TUV,2016,2,10
TUV,2017,0,10
TUV,2018,0,10
TUV,2019,0,10
TUV,2020,0,10
TUV,2021,0,10
TUV,2022,0,10
TUV,2023,1,11
TUV,2024,0,11
TUV,2025,0,11
TUV,2026,0,11
TWN,2008,1,1
TWN,2009,1,2
TWN,2010,0,2
TWN,2011,0,2
TWN,2012,0,2
TWN,2013,0,2
TWN,2014,0,2
TWN,2015,2,4
TWN,2016,3,7
TWN,2017,4,11
TWN,2018,6,17
TWN,2019,1,18
TWN,2020,1,19
TWN,2021,1,20
TWN,2022,1,21
TWN,2023,3,24
TWN,2024,5,29
TWN,2025,2,31
TWN,2026,0,31
TZA,1997,1,1
TZA,1998,0,1
TZA,1999,0,1
TZA,2000,0,1
TZA,2001,0,1
TZA,2002,0,1
TZA,2003,0,1
TZA,2004,0,1
TZA,2005,1,2
TZA,2006,0,2
TZA,2007,0,2
TZA,2008,1,3
TZA,2009,0,3
TZA,2010,2,5
TZA,2011,0,5
TZA,2012,3,8
TZA,2013,3,11
TZA,2014,2,13
TZA,2015,3,16
TZA,2016,2,18
TZA,2017,0,18
TZA,2018,2,20
TZA,2019,0,20
TZA,2020,0,20
TZA,2021,1,21
TZA,2022,6,27
TZA,2023,0,27
TZA,2024,1,28
TZA,2025,0,28
TZA,2026,0,28
UGA,1995,1,1
UGA,1996,0,1
UGA,1997,0,1
UGA,1998,0,1
UGA,1999,0,1
UGA,2000,0,1
UGA,2001,0,1
UGA,2002,0,1
UGA,2003,0,1
UGA,2004,0,1
UGA,2005,0,1
UGA,2006,0,1
UGA,2007,1,2
UGA,2008,0,2
UGA,2009,0,2
UGA,2010,1,3
UGA,2011,1,4
UGA,2012,2,6
UGA,2013,2,8
UGA,2014,0,8
UGA,2015,2,10
UGA,2016,1,11
UGA,2017,3,14
UGA,2018,3,17
UGA,2019,2,19
UGA,2020,1,20
UGA,2021,1,21
UGA,2022,0,21
