iso3,concept_id,metric,tier,tier_weight,harmonized,latest_year,stale,present,bucket,renormalized_weight,metric_contribution,missingness_tag
AFG,24,fh_e_associational_rights,P1,1.0,0.3017517609211667,2025,False,True,,0.1666666666666666,0.0502919601535277,exogenous
AFG,24,v2cscnsult,P1,1.0,0.1790932567513233,2025,False,True,,0.1666666666666666,0.0298488761252205,exogenous
AFG,24,v2cseeorgs,P1,1.0,0.0370467747535934,2025,False,True,,0.1666666666666666,0.0061744624589322,exogenous
AFG,24,v2csprtcpt,P1,1.0,0.1063660605825197,2025,False,True,,0.1666666666666666,0.0177276767637532,exogenous
AFG,24,v2csreprss,P1,1.0,0.1203112276010781,2025,False,True,,0.1666666666666666,0.0200518712668463,exogenous
AFG,25,obs_open_budget_index,P2,0.5,0.1864791771459252,2023,False,True,,0.1,0.0186479177145925,endogenous
AFG,25,odin_overall,Sp,0.0,0.2988661212508671,2024,False,True,,0.0,0.0,endogenous
AFG,25,polfin_transparency_integrity,P2,0.5,0.4182054048001347,2026,False,True,,0.1,0.0418205404800134,endogenous
AFG,25,rti_total,P1,1.0,0.809449924385932,2026,False,True,,0.2,0.1618899848771864,endogenous
AFG,25,v2cltrnslw,P1,1.0,0.1250371012453473,2025,False,True,,0.2,0.0250074202490694,exogenous
AFG,25,v2dlconslt,P1,1.0,0.1720819690104918,2025,False,True,,0.2,0.0344163938020983,exogenous
AFG,25,wjp_f3_open_government,P1,1.0,0.2679929963479321,2025,False,True,,0.2,0.0535985992695864,exogenous
AGO,1,fsi_c2_factionalized_elites,P1,1.0,0.4391236031260457,2023,False,True,,0.1666666666666666,0.0731872671876742,exogenous
AGO,1,fsi_c3_group_grievance,P1,1.0,0.2832684692639203,2023,False,True,,0.1666666666666666,0.0472114115439867,exogenous
AGO,1,pt_coup_successful,Sp,0.0,0.5413145539906103,2025,False,True,,0.0,0.0,census
AGO,1,v2pepwrses,P1,1.0,0.3014188335329833,2025,False,True,,0.1666666666666666,0.0502364722554972,exogenous
AGO,1,v2pepwrsoc,P1,1.0,0.3622528930774296,2025,False,True,,0.1666666666666666,0.0603754821795715,exogenous
AGO,1,v2psoppaut,P1,1.0,0.4342873276352828,2025,False,True,,0.1666666666666666,0.0723812212725471,exogenous
AGO,1,v2x_egal,P1,1.0,0.2110494077781803,2025,False,True,,0.1666666666666666,0.0351749012963633,exogenous
AGO,2,gpi_peace_index,P2,0.5,0.5113648324514648,2025,False,True,,0.0833333333333333,0.042613736037622,exogenous
AGO,2,pt_coup_failed,P1,1.0,0.5037558685446009,2025,False,True,,0.1666666666666666,0.0839593114241001,census
AGO,2,pt_coup_successful,P1,1.0,0.5413145539906103,2025,False,True,,0.1666666666666666,0.0902190923317683,census
AGO,2,ucdp_sb_intrastate_deaths_best,P1,1.0,0.1369718309859154,2024,False,True,,0.1666666666666666,0.0228286384976525,census
AGO,2,vdem_regime_duration,P1,1.0,0.4865060565751458,2025,False,True,,0.1666666666666666,0.0810843427625243,exogenous
AGO,2,wgi_political_stability,P1,1.0,0.403371085435625,2024,False,True,,0.1666666666666666,0.0672285142392708,exogenous
AGO,2,wjp_f5_order_security,P2,0.5,0.3222262093938433,2025,False,True,,0.0833333333333333,0.0268521841161536,exogenous
AGO,3,odin_openness,P1,1.0,0.2968367377351712,2024,False,True,,0.5,0.1484183688675856,endogenous
AGO,3,spi_overall,P1,1.0,0.4280982584608164,2024,False,True,,0.5,0.2140491292304082,endogenous
AGO,4,v2clrspct,P1,1.0,0.4726501839251716,2025,False,True,,0.4,0.1890600735700686,exogenous
AGO,4,wgi_government_effectiveness,P1,1.0,0.3595895967771467,2024,False,True,,0.4,0.1438358387108586,exogenous
AGO,4,wjp_f6_regulatory_enforcement,P2,0.5,0.3790022641692245,2025,False,True,,0.2,0.0758004528338449,exogenous
AGO,5,fsi_p2_public_services,P1,1.0,0.2837716851654051,2023,False,True,,0.1818181818181818,0.0515948518482554,exogenous
AGO,5,wdi_education_index,P1,1.0,0.1390379597317624,2023,False,True,,0.1818181818181818,0.0252796290421386,exogenous
AGO,5,wdi_hci_plus_overall,P2,0.5,0.3026346504026084,2020,True,True,,0.0909090909090909,0.0275122409456916,exogenous
AGO,5,wdi_health_index,P1,1.0,0.2169653313866048,2024,False,True,,0.1818181818181818,0.0394482420702917,exogenous
AGO,5,wdi_infrastructure_index,P1,1.0,0.2902206185760496,2024,False,True,,0.1818181818181818,0.0527673851956453,exogenous
AGO,5,wdi_social_protection_index,P1,1.0,0.2393954074032024,2018,True,True,,0.1818181818181818,0.0435264377096731,ambiguous
AGO,6,fraser_regulation,P2,0.5,0.3381150990405868,2023,False,True,,0.2,0.0676230198081173,exogenous
AGO,6,wgi_regulatory_quality,P1,1.0,0.3605572590014695,2024,False,True,,0.4,0.1442229036005878,exogenous
AGO,6,wjp_f6_regulatory_enforcement,P1,1.0,0.3790022641692245,2025,False,True,,0.4,0.1516009056676898,exogenous
AGO,8,fari_aggregate,P1,1.0,0.2829106839721742,2023,False,True,external,0.3333333333333333,0.094303561324058,exogenous
AGO,8,fari_fdi_aggregate,P1,1.0,0.3580825623554848,2023,False,True,external,0.3333333333333333,0.1193608541184949,exogenous
AGO,8,fari_fdi_inflow,P1,1.0,0.4968249039122371,2023,False,True,external,0.3333333333333333,0.165608301304079,exogenous
AGO,8,fr_any_enforcement,P2,0.5,1.0,2024,False,True,fiscal,0.1428571428571428,0.1428571428571428,endogenous
AGO,8,fr_max_legal_basis,P1,1.0,0.5106896551724138,2024,False,True,fiscal,0.2857142857142857,0.145911330049261,endogenous
AGO,8,fr_num_rule_types,P1,1.0,0.5280737704918033,2024,False,True,fiscal,0.2857142857142857,0.1508782201405152,endogenous
AGO,8,imapp_breadth_total,P2,0.5,0.6485946482556597,2024,False,True,monetary,0.3333333333333333,0.2161982160852198,exogenous
AGO,8,kaopen_norm,Sp,0.0,0.2594316590361451,2023,False,True,external,0.0,0.0,exogenous
AGO,8,obs_open_budget_index,P1,1.0,0.3718191509833932,2023,False,True,fiscal,0.2857142857142857,0.1062340431381123,endogenous
AGO,8,romelli_cbi_index,P1,1.0,0.5573055249305852,2023,False,True,monetary,0.6666666666666666,0.37153701662039,exogenous
AGO,9,brss_regstringency,Sp,0.0,0.7033620353061529,2016,True,True,,0.0,0.0,endogenous
AGO,9,fatf_effectiveness,P1,1.0,0.3430525385609857,2026,False,True,,0.6666666666666666,0.2287016923739904,endogenous
AGO,9,fatf_technical_compliance,P2,0.5,0.3439854761552808,2026,False,True,,0.3333333333333333,0.1146618253850935,endogenous
AGO,10,v2clstown,P1,1.0,0.2858581454545241,2025,False,True,,1.0,0.2858581454545241,exogenous
AGO,11,fraser_trade_freedom,P1,1.0,0.2314296168821737,2023,False,True,,0.25,0.0578574042205434,exogenous
AGO,11,tfi_avg,P1,1.0,0.4092074565101998,2022,True,True,,0.25,0.1023018641275499,exogenous
AGO,11,wdi_lpi_overall,P1,1.0,0.2796173497483695,2022,True,True,,0.25,0.0699043374370923,exogenous
AGO,11,wdi_tariff_rate_simple_mean,P1,1.0,0.3782112555460982,2022,True,True,,0.25,0.0945528138865245,exogenous
AGO,12,ascor_climate_governance,P2,0.5,0.3422686544402281,2025,False,True,,0.0833333333333333,0.028522387870019,exogenous
AGO,12,climate_laws_cumulative,P2,0.5,0.8117370892018779,2026,False,True,,0.0833333333333333,0.0676447574334898,census
AGO,12,epi_agr,P1,1.0,0.4573288953600009,2024,False,True,,0.1666666666666666,0.0762214825600001,exogenous
AGO,12,epi_bdh,P2,0.5,0.4238186878599838,2024,False,True,,0.0833333333333333,0.0353182239883319,exogenous
AGO,12,epi_cch,P2,0.5,0.5910905518760977,2024,False,True,,0.0833333333333333,0.0492575459896748,exogenous
AGO,12,epi_wrs,P1,1.0,0.4032198188359788,2024,False,True,,0.1666666666666666,0.0672033031393297,exogenous
AGO,12,irena_renewables_share_pct,P1,1.0,0.7076745030714459,2024,False,True,,0.1666666666666666,0.1179457505119076,exogenous
AGO,12,wb_carbon_pricing_exists,P1,1.0,0.0,2025,False,True,,0.1666666666666666,0.0,census
AGO,13,fsi_c1_security_apparatus,P1,1.0,0.426583328957829,2023,False,True,,0.3333333333333333,0.142194442985943,exogenous
AGO,13,v2svdomaut,P1,1.0,0.683831149193283,2025,False,True,,0.3333333333333333,0.227943716397761,exogenous
AGO,13,v2svstterr,P1,1.0,0.5764280271605062,2025,False,True,,0.3333333333333333,0.1921426757201687,exogenous
AGO,14,ccp_civil_rights_provisions,P1,1.0,0.9265590809628008,2023,False,True,,0.1428571428571428,0.1323655829946858,exogenous
AGO,14,ccp_information_access,P1,1.0,0.1948851203501094,2023,False,True,,0.1428571428571428,0.027840731478587,exogenous
