iso3,C1_score,C2_score,C3_score,C4_score,C5_score,C6_score,C8_score,C9_score,C10_score,C11_score,C12_score,C13_score,C14_score,C15_score,C16_score,C17_score,C18_score,C19_score,C20_score,C21_score,C22_score,C23_score,C24_score,C25_score,C1_lowconf,C2_lowconf,C3_lowconf,C4_lowconf,C5_lowconf,C6_lowconf,C8_lowconf,C9_lowconf,C10_lowconf,C11_lowconf,C12_lowconf,C13_lowconf,C14_lowconf,C15_lowconf,C16_lowconf,C17_lowconf,C18_lowconf,C19_lowconf,C20_lowconf,C21_lowconf,C22_lowconf,C23_lowconf,C24_lowconf,C25_lowconf
ISR,0.5192447901494823,0.3051368106343196,0.610688318259436,0.6631648139722449,0.661327630267779,0.6754053053927055,0.5616223380526723,0.768612190942072,0.5891291988772663,0.6796047890441834,0.5859080750460378,0.6107781532443579,0.5939032807954595,0.6400841400516455,0.4739947595418226,0.6238570707153815,0.6898231006591388,0.6404675852793635,0.6441216707400044,0.5579342144071822,0.48729176194361723,0.46039620458100194,0.5084782454188376,0.5769802745715801,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ITA,0.6766432229456818,0.5837363404439476,0.6078770913983669,0.6064695148224577,0.6234016320657096,0.5848289009219855,0.6811190661104776,0.722709052194158,0.6127544478720428,0.7136897745140005,0.6903680050898026,0.5476046709100021,0.5976998021435457,0.5444518304247933,0.6649299885973124,0.615305641721337,0.617454923201908,0.6763367088456115,0.6724630112571175,0.6192563189784654,0.6343903317876569,0.535293378705412,0.6179080996380923,0.6272515872630856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JAM,0.6680951984118085,0.49358683129336595,0.5075057281515898,0.589244497332432,0.4955229149569274,0.5471468610172175,0.545518046701919,0.471078817108417,0.4417526456241372,0.43727500620264304,0.4004679449879845,0.5207828231036399,0.5923297531850978,0.6028646977823653,0.42592184938535194,0.5833077231746608,0.5805909286638442,0.570070047096352,0.6577836613535316,0.6379169990907885,0.573888243959132,0.597113863382542,0.6213675626738372,0.5653850813209561,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JOR,0.4122968348067643,0.5572860742430433,0.5491478211954746,0.5493487432202129,0.5857373971508415,0.5612093658724929,0.5988650690160047,0.5039041755371451,0.6214331107680832,0.5218992018322495,0.46632736419323084,0.49195016737252883,0.5310393725570592,0.5730715130316558,0.5675830020505278,0.5245213225152178,0.5205880707653915,0.5558707020407556,0.4450881303863909,0.4024326965966685,0.4441624308204893,0.4308683714423143,0.3988442486327874,0.510316032126323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JPN,0.7286877555126133,0.6331690574871017,0.6003081452686287,0.7525788982445138,0.6740278166271438,0.7438537326006731,0.4157865891184289,0.5959202625110748,0.8710250270190203,0.726703137233559,0.6514989695003249,0.6595152609572096,0.6933467891997092,0.6783291600886024,0.7510858886246848,0.6906073003930768,0.750392793691783,0.6616466944702494,0.6935286087535725,0.6351539494089542,0.6655865098142858,0.5792543521001297,0.641694631935371,0.6509294230121536,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KAZ,0.36522153320737855,0.5662910471248835,0.5589449029991949,0.45774416314951855,0.5897023553346166,0.49523391345361817,0.5572254756468956,0.6419177262069146,0.435806154380554,0.5181422409344529,0.5377084347920983,0.566084599548667,0.32483453692855707,0.3927399955565088,0.4905631833630458,0.4782881017346018,0.423025526595902,0.3682735519834194,0.36691662156281246,0.3694197099201038,0.43864568023704453,0.3365215853625198,0.32742563536636277,0.4651255679155451,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KEN,0.4382244610629675,0.34001636493351245,0.48433851844029996,0.4599588410912082,0.38085560442478994,0.44283787914543654,0.4867143868472719,0.3890921129993137,0.5965221339368563,0.4257030782076216,0.4976803817655737,0.46456213390029966,0.3812928095150952,0.5714079294156574,0.3888147485809178,0.501043590324762,0.392826728857657,0.6230505368734609,0.469898670917033,0.5196773574728333,0.479134874772228,0.6110903425252052,0.47541985263818987,0.5663278169236926,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KGZ,0.4025455275377405,0.551326962822036,0.49274425591331894,0.41400141965025883,0.5524958053018044,0.39956086667787066,0.6136201780900665,0.5078579230755036,0.3181620573453408,0.4858498085908636,0.47103586276108533,0.5376231120185675,0.36379712758513383,0.4149685791642811,0.43165709890842197,0.4484523310667047,0.32456686876635876,0.37229602966659253,0.3909736470713209,0.2967999821433356,0.48065806042099135,0.4451279274766179,0.3296840786306417,0.49701492194232044,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KHM,0.3257513702111385,0.5581576398056016,0.3978311989936769,0.31125979844970864,0.4021864301637592,0.3035414901050676,0.47311274934636516,0.39819498619789057,0.6085758324035789,0.44570264399246995,0.4481220251825075,0.4201070656735851,0.3529038847018827,0.24363234088798408,0.39202722470650553,0.2672769334713335,0.30218775786905017,0.19940349323632442,0.23735345742386987,0.31760919056401277,0.3625511447331815,0.2230264131120743,0.276061194887773,0.28174486093656426,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KIR,,0.5864401349555344,0.32414398279819195,0.4202762886964947,0.4472915787696803,0.4079922222483354,0.2375042663707052,,,0.2386863320740536,0.4192060294761133,,0.625136761487965,,0.4942434247226988,,0.4670485025921856,,0.6549081794584297,0.814806718865595,0.5509198849774352,0.49297019003596076,0.7533414712554225,0.24418129432252167,,False,False,True,False,True,False,,,True,False,,True,,True,,True,,True,True,False,True,True,True
KNA,,0.5704827996190082,0.2952491622429263,0.601417042153344,0.6929679720699716,0.5768572671194323,0.3274363564491687,0.41453097344953765,,0.4269364554739451,0.24629063428703177,,0.5737790989641526,0.6427783043217139,0.4515708424217168,0.5550292445776613,0.590381283134613,,0.5915072616577356,0.7484504006733372,0.5877410045655974,0.5829337693418861,0.7201633121592936,0.48848855561981497,,False,False,False,False,False,False,False,,True,True,,False,True,True,True,True,,True,True,False,True,True,False
KOR,0.7065202877424323,0.5183140885783192,0.6306301972094186,0.7433397096424302,0.6635299672130606,0.6859185571028298,0.6474401617788927,0.6384849757667691,0.5638967900869268,0.6750775418127722,0.640747287351809,0.6811336207847445,0.678165299229372,0.676292154298845,0.6922480165395766,0.6571467870662594,0.6417118427632282,0.6896848353091414,0.67980946166568,0.615123363184117,0.6190610160363708,0.6356600199958419,0.589197192582833,0.6733955762723621,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KWT,0.4092436981768863,0.597964846788544,0.42515440091404344,0.5444448920290588,0.5663598667707129,0.5754669178168786,0.48950708443143653,0.4807026874052068,0.3657339872940063,0.5398551301886025,0.4074254022383031,0.6566910866088591,0.4774750522075925,0.5477149071318983,0.6145596498483508,0.5260405428193222,0.5760877897154143,0.5812175504237845,0.4246987760710107,0.30432593824956106,0.29580033723014065,0.45156248437339513,0.38367303055091967,0.4459619978697253,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAO,0.29609476152867,0.5915074449841481,0.4050047941453059,0.3765214972657056,0.37969301678174533,0.4000059522584872,0.4005694356888284,0.25577985625722466,0.2112859309403999,0.4667781088342288,0.4746526121934899,0.5482988544558028,0.4725769187481193,0.40028655414793696,0.35939014314644585,0.2543569374129432,0.3656327672571983,0.3449998714666408,0.31508233166534644,0.3219484884531622,0.28509486113486,0.21055489882421827,0.20503055720647645,0.36765371670629765,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LBN,0.37643674839587565,0.38944080498071704,0.3608277715427985,0.32892981268105553,0.42508144872894355,0.3777490312783609,0.3676306064343563,0.5039041755371451,0.5762719205127621,0.37834600691583603,0.43204700045626815,0.2567967439562227,0.39580358514567626,0.4093040538042108,0.41004222479484664,0.4096576462119092,0.3351711450942934,0.46873432596182746,0.37977888712426366,0.4831293044136811,0.4027415667320483,0.46007077774550414,0.5187061257925144,0.47854954458862553,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LBR,0.5380511557561033,0.5159098577375079,0.3514309415941852,0.35987266264623785,0.2314646989861249,0.35648225776009357,0.5229442616493363,0.2648095640901263,0.5132712565266917,0.3349063543091514,0.3710568555426935,0.4623928001059159,0.5271768354594831,0.4612706610885395,0.4632643146529241,0.4064733069501491,0.30900026495010563,0.48888469551259,0.5194176081939176,0.46757250569653097,0.5010368470131544,0.5504567094571462,0.5737823907882498,0.5441299511399821,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LBY,0.36067849253944617,0.35753240555102866,0.22545233288194216,0.21444869588353774,0.508155448440555,0.1977429247563438,0.3610255752800469,,0.2799116542109409,0.38205027109894035,0.17116741385548861,0.09827032195880077,0.44661408917825385,0.43262289716678276,0.26495357044005613,0.342899566076816,0.32234704748064624,0.4214507172480147,0.41442101490275113,0.4213814906244732,0.23769835424716676,0.4387545717613076,0.42800169886413236,0.43385764509119845,False,False,False,False,False,False,True,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
LCA,,0.5706637148254443,0.42509364184890364,0.5503472639626301,0.554788363418203,0.5474041359359135,0.2963887694495727,0.4184847209878962,,0.4612939682435808,0.3905611113690987,,0.5784316020212548,0.5916282514889215,0.4172910929141566,0.5870689408215205,0.6222143980748582,,0.6297714130043434,0.695403925374294,0.5885730756574021,0.4855313610305666,0.6936400745097719,0.3240293274435739,,False,False,False,False,False,False,False,,True,False,,False,True,True,True,False,,True,True,False,True,True,False
LIE,,0.6009288760891954,0.4738625200247231,0.7882345106247167,0.6691118990805355,0.7638474271530984,,0.6463924708434862,,,0.8413038264060727,,0.625136761487965,,0.5342997854312334,,0.8785909260219854,,0.5915072616577356,0.7606671646816018,0.6793654484042926,0.5088755255308149,0.7262716941634259,0.3488195808431305,,False,False,True,False,True,,False,,,True,,True,,True,,True,,True,True,True,True,True,True
